flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
fr3560,ryanair,active,2023-08-06t05:55:00.000,2023-08-06t05:55:00.000,2023-08-06 06:01:00,2023-08-06,06:01:00,7,Shoulder hour flights
fr8202,ryanair,active,2023-08-06t05:55:00.000,2023-08-06t06:10:00.000,2023-08-06 06:07:00,2023-08-06,06:07:00,13,Shoulder hour flights
x36710,tuifly,active,2023-08-06t06:00:00.000,2023-08-06t06:00:00.000,2023-08-06 06:05:00,2023-08-06,06:05:00,5,Shoulder hour flights
x36774,tuifly,active,2023-08-06t06:00:00.000,2023-08-06t06:00:00.000,2023-08-06 06:10:00,2023-08-06,06:10:00,10,Shoulder hour flights
u22815,easyjet,active,2023-08-06t06:00:00.000,2023-08-06t06:00:00.000,2023-08-06 06:16:00,2023-08-06,06:16:00,16,Shoulder hour flights
u22853,easyjet,active,2023-08-06t06:00:00.000,2023-08-06t06:11:00.000,2023-08-06 06:22:00,2023-08-06,06:22:00,23,Shoulder hour flights
u22741,easyjet,active,2023-08-06t06:05:00.000,2023-08-06t06:05:00.000,2023-08-06 06:13:00,2023-08-06,06:13:00,8,Shoulder hour flights
u22891,easyjet,active,2023-08-06t06:10:00.000,2023-08-06t06:10:00.000,2023-08-06 06:27:00,2023-08-06,06:27:00,17,Shoulder hour flights
u22939,easyjet,active,2023-08-06t06:10:00.000,2023-08-06t06:18:00.000,2023-08-06 06:24:00,2023-08-06,06:24:00,15,Shoulder hour flights
ls1815,jet2,active,2023-08-06t06:15:00.000,2023-08-06t06:25:00.000,2023-08-06 06:35:00,2023-08-06,06:35:00,21,Shoulder hour flights
ls1871,jet2,active,2023-08-06t06:15:00.000,2023-08-06t06:17:00.000,2023-08-06 06:20:00,2023-08-06,06:20:00,6,Shoulder hour flights
u22715,easyjet,active,2023-08-06t06:15:00.000,2023-08-06t06:15:00.000,2023-08-06 06:29:00,2023-08-06,06:29:00,14,Shoulder hour flights
u22731,easyjet,active,2023-08-06t06:15:00.000,2023-08-06t06:15:00.000,2023-08-06 06:31:00,2023-08-06,06:31:00,17,Shoulder hour flights
ls1821,jet2,active,2023-08-06t06:30:00.000,2023-08-06t06:30:00.000,2023-08-06 06:47:00,2023-08-06,06:47:00,17,Shoulder hour flights
ls1839,jet2,active,2023-08-06t06:30:00.000,2023-08-06t06:40:00.000,2023-08-06 06:57:00,2023-08-06,06:57:00,28,Shoulder hour flights
x36770,tuifly,active,2023-08-06t06:30:00.000,2023-08-06t06:30:00.000,2023-08-06 06:49:00,2023-08-06,06:49:00,20,Shoulder hour flights
u22841,easyjet,active,2023-08-06t06:45:00.000,2023-08-06t06:45:00.000,2023-08-06 06:54:00,2023-08-06,06:54:00,10,Shoulder hour flights
x36718,tuifly,active,2023-08-06t06:50:00.000,2023-08-06t06:50:00.000,2023-08-06 07:32:00,2023-08-06,07:32:00,43,Regular departures
u22721,easyjet,active,2023-08-06t07:00:00.000,2023-08-06t07:00:00.000,2023-08-06 07:20:00,2023-08-06,07:20:00,21,Regular departures
u22867,easyjet,active,2023-08-06t07:00:00.000,2023-08-06t07:00:00.000,2023-08-06 07:17:00,2023-08-06,07:17:00,18,Regular departures
u22805,easyjet,active,2023-08-06t07:15:00.000,2023-08-06t07:15:00.000,2023-08-06 07:30:00,2023-08-06,07:30:00,16,Regular departures
fr4757,ryanair,active,2023-08-06t07:20:00.000,2023-08-06t07:20:00.000,2023-08-06 07:28:00,2023-08-06,07:28:00,9,Regular departures
ls1835,jet2,active,2023-08-06t07:20:00.000,2023-08-06t07:20:00.000,2023-08-06 07:38:00,2023-08-06,07:38:00,18,Regular departures
u24980,easyjet,active,2023-08-06t07:20:00.000,2023-08-06t07:29:00.000,2023-08-06 07:48:00,2023-08-06,07:48:00,29,Regular departures
u22709,easyjet,active,2023-08-06t07:30:00.000,2023-08-06t07:30:00.000,2023-08-06 07:53:00,2023-08-06,07:53:00,23,Regular departures
u22883,easyjet,active,2023-08-06t07:35:00.000,2023-08-06t07:35:00.000,2023-08-06 07:43:00,2023-08-06,07:43:00,9,Regular departures
u2223,easyjet,active,2023-08-06t07:45:00.000,2023-08-06t07:58:00.000,2023-08-06 07:50:00,2023-08-06,07:50:00,6,Regular departures
fr9336,ryanair,active,2023-08-06t07:50:00.000,2023-08-06t07:50:00.000,2023-08-06 07:58:00,2023-08-06,07:58:00,9,Regular departures
u22737,easyjet,active,2023-08-06t08:10:00.000,2023-08-06t08:10:00.000,2023-08-06 08:11:00,2023-08-06,08:11:00,1,Regular departures
ba8937,british airways,active,2023-08-06t08:25:00.000,2023-08-06t08:35:00.000,2023-08-06 08:28:00,2023-08-06,08:28:00,4,Regular departures
ei3281,aer lingus,active,2023-08-06t08:25:00.000,2023-08-06t08:35:00.000,2023-08-06 08:28:00,2023-08-06,08:28:00,4,Regular departures
