flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
x3467,tuifly,landed,2023-09-01t01:20:00.000,2023-09-01t01:55:00.000,2023-09-01 01:55:00,2023-09-01,01:55:00,36,Night hour departures
x36469,tuifly,landed,2023-09-01t01:20:00.000,2023-09-01t01:24:00.000,2023-09-01 01:19:00,2023-09-01,01:19:00,0,Night hour departures
u22854,easyjet,landed,2023-09-01t02:15:00.000,2023-09-01t02:37:00.000,2023-09-01 02:33:00,2023-09-01,02:33:00,19,Night hour departures
ls1886,jet2,landed,2023-09-01t13:25:00.000,2023-09-01t14:01:00.000,2023-09-01 13:52:00,2023-09-01,13:52:00,27,Regular departures
x36459,tuifly,landed,2023-09-01t03:40:00.000,2023-09-01t03:54:00.000,2023-09-01 03:54:00,2023-09-01,03:54:00,15,Night hour departures
x3659,tuifly,landed,2023-09-01t06:40:00.000,2023-09-01t06:57:00.000,2023-09-01 06:57:00,2023-09-01,06:57:00,17,Shoulder hour flights
ba8936,british airways,landed,2023-09-01t07:55:00.000,2023-09-01t08:01:00.000,2023-09-01 08:03:00,2023-09-01,08:03:00,8,Regular departures
ei3280,aer lingus,landed,2023-09-01t07:55:00.000,2023-09-01t08:01:00.000,2023-09-01 08:03:00,2023-09-01,08:03:00,8,Regular departures
si470,blue islands,landed,2023-09-01t08:06:00.000,2023-09-01t08:23:00.000,2023-09-01 08:24:00,2023-09-01,08:24:00,19,Regular departures
af3161,air france,landed,2023-09-01t08:45:00.000,2023-09-01t08:48:00.000,2023-09-01 08:39:00,2023-09-01,08:39:00,0,Regular departures
dl9629,delta air lines,landed,2023-09-01t08:45:00.000,2023-09-01t08:48:00.000,2023-09-01 08:39:00,2023-09-01,08:39:00,0,Regular departures
ey7395,etihad airways,landed,2023-09-01t08:45:00.000,2023-09-01t08:48:00.000,2023-09-01 08:39:00,2023-09-01,08:39:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-09-01t08:45:00.000,2023-09-01t08:48:00.000,2023-09-01 08:39:00,2023-09-01,08:39:00,0,Regular departures
kl1049,klm,landed,2023-09-01t08:45:00.000,2023-09-01t08:48:00.000,2023-09-01 08:39:00,2023-09-01,08:39:00,0,Regular departures
fr504,ryanair,landed,2023-09-01t08:50:00.000,2023-09-01t09:32:00.000,2023-09-01 09:32:00,2023-09-01,09:32:00,42,Regular departures
lh970,lufthansa,landed,2023-09-01t09:00:00.000,2023-09-01t09:04:00.000,2023-09-01 09:04:00,2023-09-01,09:04:00,5,Regular departures
fr4122,ryanair,landed,2023-09-01t09:15:00.000,2023-09-01t08:59:00.000,2023-09-01 08:59:00,2023-09-01,08:59:00,0,Regular departures
u27507,easyjet,landed,2023-09-01t09:40:00.000,2023-09-01t09:23:00.000,2023-09-01 09:20:00,2023-09-01,09:20:00,0,Regular departures
u2222,easyjet,landed,2023-09-01t09:45:00.000,2023-09-01t09:37:00.000,2023-09-01 09:35:00,2023-09-01,09:35:00,0,Regular departures
fr8203,ryanair,landed,2023-09-01t10:05:00.000,2023-09-01t10:04:00.000,2023-09-01 10:02:00,2023-09-01,10:02:00,0,Regular departures
u2214,easyjet,landed,2023-09-01t10:05:00.000,2023-09-01t10:07:00.000,2023-09-01 10:08:00,2023-09-01,10:08:00,3,Regular departures
u2202,easyjet,landed,2023-09-01t10:25:00.000,2023-09-01t10:25:00.000,2023-09-01 10:26:00,2023-09-01,10:26:00,1,Regular departures
u22922,easyjet,landed,2023-09-01t10:30:00.000,2023-09-01t10:32:00.000,2023-09-01 10:32:00,2023-09-01,10:32:00,3,Regular departures
u22774,easyjet,landed,2023-09-01t10:45:00.000,2023-09-01t10:49:00.000,2023-09-01 10:50:00,2023-09-01,10:50:00,6,Regular departures
u22884,easyjet,landed,2023-09-01t11:25:00.000,2023-09-01t11:42:00.000,2023-09-01 11:41:00,2023-09-01,11:41:00,17,Regular departures
u22710,easyjet,landed,2023-09-01t11:30:00.000,2023-09-01t11:45:00.000,2023-09-01 11:45:00,2023-09-01,11:45:00,15,Regular departures
ls1872,jet2,landed,2023-09-01t11:45:00.000,2023-09-01t11:53:00.000,2023-09-01 11:49:00,2023-09-01,11:49:00,4,Regular departures
fr1940,ryanair,landed,2023-09-01t12:10:00.000,2023-09-01t12:35:00.000,2023-09-01 12:29:00,2023-09-01,12:29:00,20,Regular departures
u22716,easyjet,landed,2023-09-01t12:10:00.000,2023-09-01t11:55:00.000,2023-09-01 11:55:00,2023-09-01,11:55:00,0,Regular departures
u22840,easyjet,landed,2023-09-01t12:10:00.000,2023-09-01t12:14:00.000,2023-09-01 12:14:00,2023-09-01,12:14:00,4,Regular departures
u22704,easyjet,landed,2023-09-01t12:15:00.000,2023-09-01t12:17:00.000,2023-09-01 12:18:00,2023-09-01,12:18:00,3,Regular departures
x36535,tuifly,landed,2023-09-01t12:30:00.000,2023-09-01t12:24:00.000,2023-09-01 12:24:00,2023-09-01,12:24:00,0,Regular departures
fr2291,ryanair,landed,2023-09-01t12:35:00.000,2023-09-01t12:38:00.000,2023-09-01 12:34:00,2023-09-01,12:34:00,0,Regular departures
ls1806,jet2,landed,2023-09-01t12:35:00.000,2023-09-01t12:20:00.000,2023-09-01 12:21:00,2023-09-01,12:21:00,0,Regular departures
ls1860,jet2,landed,2023-09-01t12:40:00.000,2023-09-01t12:43:00.000,2023-09-01 12:41:00,2023-09-01,12:41:00,1,Regular departures
ls1836,jet2,landed,2023-09-01t12:45:00.000,2023-09-01t12:57:00.000,2023-09-01 12:58:00,2023-09-01,12:58:00,13,Regular departures
u22722,easyjet,landed,2023-09-01t12:45:00.000,2023-09-01t12:39:00.000,2023-09-01 12:38:00,2023-09-01,12:38:00,0,Regular departures
a3640,aegean airlines,landed,2023-09-01t12:55:00.000,2023-09-01t13:04:00.000,2023-09-01 13:04:00,2023-09-01,13:04:00,9,Regular departures
ls1822,jet2,landed,2023-09-01t13:00:00.000,2023-09-01t12:48:00.000,2023-09-01 12:48:00,2023-09-01,12:48:00,0,Regular departures
dl9356,delta air lines,landed,2023-09-01t13:10:00.000,2023-09-01t13:35:00.000,2023-09-01 13:35:00,2023-09-01,13:35:00,26,Regular departures
