flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
u22733,easyjet,active,2023-12-05t06:05:00.000,2023-12-05t06:05:00.000,2023-12-05 06:12:00,2023-12-05,06:12:00,8,Shoulder hour flights
af5199,air france,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
az3737,alitalia,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
dl9422,delta air lines,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
ey7330,etihad airways,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
g35535,gol,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
kq1046,kenya airways,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
vs6854,virgin atlantic,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
kl1046,klm,active,2023-12-05t06:15:00.000,2023-12-05t06:37:00.000,2023-12-05 06:41:00,2023-12-05,06:41:00,27,Shoulder hour flights
u22713,easyjet,active,2023-12-05t06:20:00.000,2023-12-05t06:32:00.000,2023-12-05 06:39:00,2023-12-05,06:39:00,20,Shoulder hour flights
u22871,easyjet,active,2023-12-05t06:40:00.000,2023-12-05t06:38:00.000,2023-12-05 06:46:00,2023-12-05,06:46:00,7,Shoulder hour flights
u2213,easyjet,active,2023-12-05t06:55:00.000,2023-12-05t07:07:00.000,2023-12-05 07:00:00,2023-12-05,07:00:00,5,Regular departures
u2223,easyjet,active,2023-12-05t06:55:00.000,2023-12-05t07:07:00.000,2023-12-05 06:52:00,2023-12-05,06:52:00,0,Shoulder hour flights
fr505,ryanair,active,2023-12-05t07:00:00.000,2023-12-05t07:00:00.000,2023-12-05 07:08:00,2023-12-05,07:08:00,8,Regular departures
fr4753,ryanair,active,2023-12-05t07:00:00.000,2023-12-05t07:00:00.000,2023-12-05 07:02:00,2023-12-05,07:02:00,3,Regular departures
u2201,easyjet,active,2023-12-05t07:00:00.000,2023-12-05t07:00:00.000,2023-12-05 07:04:00,2023-12-05,07:04:00,5,Regular departures
fr6221,ryanair,active,2023-12-05t07:05:00.000,2023-12-05t07:05:00.000,2023-12-05 07:26:00,2023-12-05,07:26:00,22,Regular departures
u22709,easyjet,active,2023-12-05t07:10:00.000,2023-12-05t07:10:00.000,2023-12-05 07:10:00,2023-12-05,07:10:00,0,Regular departures
u22703,easyjet,active,2023-12-05t07:15:00.000,2023-12-05t07:15:00.000,2023-12-05 07:19:00,2023-12-05,07:19:00,5,Regular departures
u22721,easyjet,active,2023-12-05t07:25:00.000,2023-12-05t07:25:00.000,2023-12-05 07:24:00,2023-12-05,07:24:00,0,Regular departures
u22783,easyjet,active,2023-12-05t07:40:00.000,2023-12-05t07:40:00.000,2023-12-05 07:49:00,2023-12-05,07:49:00,9,Regular departures
u22933,easyjet,active,2023-12-05t07:45:00.000,2023-12-05t07:45:00.000,2023-12-05 07:43:00,2023-12-05,07:43:00,0,Regular departures
u27848,easyjet,active,2023-12-05t07:50:00.000,2023-12-05t08:07:00.000,2023-12-05 08:20:00,2023-12-05,08:20:00,31,Regular departures
