flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
ls1895,jet2,active,2023-09-06t05:55:00.000,2023-09-06t05:55:00.000,2023-09-06 06:08:00,2023-09-06,06:08:00,14,Shoulder hour flights
ls1815,jet2,active,2023-09-06t06:00:00.000,2023-09-06t06:08:00.000,2023-09-06 06:27:00,2023-09-06,06:27:00,27,Shoulder hour flights
u22715,easyjet,active,2023-09-06t06:00:00.000,2023-09-06t06:14:00.000,2023-09-06 06:21:00,2023-09-06,06:21:00,22,Shoulder hour flights
u22709,easyjet,active,2023-09-06t06:00:00.000,2023-09-06t06:00:00.000,2023-09-06 06:10:00,2023-09-06,06:10:00,10,Shoulder hour flights
u22815,easyjet,active,2023-09-06t06:00:00.000,2023-09-06t06:00:00.000,2023-09-06 06:33:00,2023-09-06,06:33:00,33,Shoulder hour flights
u22731,easyjet,active,2023-09-06t06:05:00.000,2023-09-06t06:05:00.000,2023-09-06 06:29:00,2023-09-06,06:29:00,24,Shoulder hour flights
ls1891,jet2,active,2023-09-06t06:10:00.000,2023-09-06t06:10:00.000,2023-09-06 06:31:00,2023-09-06,06:31:00,21,Shoulder hour flights
x36376,tuifly,active,2023-09-06t06:10:00.000,2023-09-06t06:14:00.000,2023-09-06 06:19:00,2023-09-06,06:19:00,10,Shoulder hour flights
u22893,easyjet,active,2023-09-06t06:10:00.000,2023-09-06t06:10:00.000,2023-09-06 06:23:00,2023-09-06,06:23:00,14,Shoulder hour flights
x36348,tuifly,active,2023-09-06t06:15:00.000,2023-09-06t06:30:00.000,2023-09-06 06:39:00,2023-09-06,06:39:00,24,Shoulder hour flights
ls1817,jet2,active,2023-09-06t06:20:00.000,2023-09-06t06:55:00.000,2023-09-06 06:55:00,2023-09-06,06:55:00,36,Shoulder hour flights
x36362,tuifly,active,2023-09-06t06:25:00.000,2023-09-06t06:25:00.000,2023-09-06 06:47:00,2023-09-06,06:47:00,22,Shoulder hour flights
u22811,easyjet,active,2023-09-06t06:25:00.000,2023-09-06t06:35:00.000,2023-09-06 06:49:00,2023-09-06,06:49:00,25,Shoulder hour flights
fr1361,ryanair,active,2023-09-06t06:40:00.000,2023-09-06t06:40:00.000,2023-09-06 06:53:00,2023-09-06,06:53:00,13,Shoulder hour flights
u22719,easyjet,active,2023-09-06t06:40:00.000,2023-09-06t06:40:00.000,2023-09-06 07:05:00,2023-09-06,07:05:00,26,Regular departures
u22807,easyjet,active,2023-09-06t06:45:00.000,2023-09-06t06:45:00.000,2023-09-06 07:35:00,2023-09-06,07:35:00,50,Regular departures
fr505,ryanair,active,2023-09-06t06:50:00.000,2023-09-06t06:50:00.000,2023-09-06 07:03:00,2023-09-06,07:03:00,13,Regular departures
u2237,easyjet,active,2023-09-06t06:55:00.000,2023-09-06t07:09:00.000,2023-09-06 07:13:00,2023-09-06,07:13:00,18,Regular departures
fr4757,ryanair,active,2023-09-06t07:00:00.000,2023-09-06t07:15:00.000,2023-09-06 07:17:00,2023-09-06,07:17:00,18,Regular departures
ls1805,jet2,active,2023-09-06t07:00:00.000,2023-09-06t07:27:00.000,2023-09-06 07:27:00,2023-09-06,07:27:00,27,Regular departures
x36314,tuifly,active,2023-09-06t07:00:00.000,2023-09-06t07:00:00.000,2023-09-06 07:09:00,2023-09-06,07:09:00,9,Regular departures
u2223,easyjet,active,2023-09-06t07:00:00.000,2023-09-06t07:14:00.000,2023-09-06 07:25:00,2023-09-06,07:25:00,25,Regular departures
u22801,easyjet,active,2023-09-06t07:00:00.000,2023-09-06t07:17:00.000,2023-09-06 07:45:00,2023-09-06,07:45:00,46,Regular departures
u2201,easyjet,active,2023-09-06t07:05:00.000,2023-09-06t07:19:00.000,2023-09-06 07:15:00,2023-09-06,07:15:00,10,Regular departures
u2213,easyjet,active,2023-09-06t07:05:00.000,2023-09-06t07:05:00.000,2023-09-06 07:29:00,2023-09-06,07:29:00,25,Regular departures
u22921,easyjet,active,2023-09-06t07:05:00.000,2023-09-06t07:05:00.000,2023-09-06 07:19:00,2023-09-06,07:19:00,15,Regular departures
fr1314,ryanair,active,2023-09-06t07:15:00.000,2023-09-06t07:15:00.000,2023-09-06 07:31:00,2023-09-06,07:31:00,16,Regular departures
u22773,easyjet,active,2023-09-06t07:15:00.000,2023-09-06t07:15:00.000,2023-09-06 07:38:00,2023-09-06,07:38:00,23,Regular departures
fr8234,ryanair,active,2023-09-06t07:25:00.000,2023-09-06t07:25:00.000,2023-09-06 07:33:00,2023-09-06,07:33:00,8,Regular departures
ls1871,jet2,active,2023-09-06t07:30:00.000,2023-09-06t07:55:00.000,2023-09-06 08:14:00,2023-09-06,08:14:00,45,Regular departures
u22721,easyjet,active,2023-09-06t07:30:00.000,2023-09-06t07:30:00.000,2023-09-06 07:43:00,2023-09-06,07:43:00,14,Regular departures
x36346,tuifly,active,2023-09-06t07:50:00.000,2023-09-06t07:50:00.000,2023-09-06 08:10:00,2023-09-06,08:10:00,20,Regular departures
rr6221,ryanair sun,active,2023-09-06t08:05:00.000,2023-09-06t08:40:00.000,2023-09-06 08:41:00,2023-09-06,08:41:00,36,Regular departures
fr2292,ryanair,active,2023-09-06t08:10:00.000,2023-09-06t08:10:00.000,2023-09-06 08:17:00,2023-09-06,08:17:00,7,Regular departures
