flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39b3bc7a,U22716,Arrival,2025-04-01 10:59:21,AGP,BRS,A320,N/A,G-EZWA
39b407f2,FR8234,Departure,2025-04-01 10:59:32,BRS,PMI,B38M,N/A,EI-IJS
39b3bd58,U22892,Arrival,2025-04-01 10:59:56,SPU,BRS,A20N,N/A,G-UZHZ
39b411a4,U22732,Arrival,2025-04-01 10:59:59,TFS,BRS,A20N,N/A,G-UZLV
39b40829,U22956,Arrival,2025-04-01 10:59:59,KEF,BRS,A20N,N/A,G-UZHT
39b3d62e,LS1808,Arrival,2025-04-01 10:59:59,AGP,BRS,B738,N/A,G-JZBZ
39b40b0e,SI472,Arrival,2025-04-01 10:59:59,JER,BRS,AT75,N/A,G-ISLO
39b3d282,FR3160,Arrival,2025-04-01 10:59:59,BCN,BRS,B738,N/A,EI-DLW
39b3c6e1,LS1822,Arrival,2025-04-01 10:59:59,FAO,BRS,B738,N/A,G-DRTK
39b3db2c,U29002,Arrival,2025-04-01 10:59:59,BSL,BRS,A320,N/A,G-EZWP
39b3cd98,FR8213,Arrival,2025-04-01 10:59:59,WRO,BRS,B38M,N/A,EI-IHY
39b3c0c8,U22838,Arrival,2025-04-01 10:59:59,FCO,BRS,A320,N/A,G-EZTV
39b3d788,FR9504,Arrival,2025-04-01 10:59:59,BZG,BRS,B38M,N/A,9H-VVG
39b3f7cd,U25531,Arrival,2025-04-01 10:59:59,AMS,BRS,A319,N/A,OE-LKX
39b39e54,LS1863,Departure,2025-04-01 10:59:59,BRS,LPA,B738,N/A,G-DRTP
39b3aa57,BY562,Departure,2025-04-01 10:59:59,BRS,SID,B38M,N/A,G-TUMD
39b3bc31,LS1803,Departure,2025-04-01 10:59:59,BRS,ACE,B738,N/A,G-DRTJ
39b3c540,U27508,Departure,2025-04-01 10:59:59,BRS,FAO,A320,N/A,OE-IZH
39b3d2f5,FR4753,Departure,2025-04-01 10:59:59,BRS,TFS,B38M,N/A,EI-IKM
39b3d44f,U27192,Departure,2025-04-01 10:59:59,BRS,BCN,A319,N/A,OE-LQQ
39b3dfef,LS1883,Departure,2025-04-01 10:59:59,BRS,TFS,B738,N/A,G-JZBM
39b3e3e5,U22723,Departure,2025-04-01 10:59:59,BRS,ALC,A320,N/A,G-EZTA
39b3eee1,U22887,Departure,2025-04-01 10:59:59,BRS,GVA,A320,N/A,G-EZRX
39b3dd5a,U22895,Departure,2025-04-01 10:59:59,BRS,PUY,A320,N/A,G-EZUW
39b37ab0,U22903,Departure,2025-04-01 10:59:59,BRS,LCA,A21N,N/A,G-UZMC
39b3fe50,BY847,Arrival,2025-04-01 11:00:00,RAK,BRS,B738,N/A,G-FDZD
39b3fcfc,U22786,Arrival,2025-04-01 11:00:00,LYS,BRS,A20N,N/A,G-UZHK
39b3cb96,U22701,Arrival,2025-04-01 11:00:00,RMU,BRS,A20N,N/A,G-UZHL
39b3c679,U22844,Arrival,2025-04-01 11:00:00,NAP,BRS,A320,N/A,G-EZUA
39b3fdde,FR750,Arrival,2025-04-01 11:00:00,PRG,BRS,B738,N/A,SP-RND
39b3ed4d,U2245,Departure,2025-04-01 11:00:00,BRS,INV,A320,N/A,G-EZRT
39b3d44a,FR8681,Departure,2025-04-01 11:00:00,BRS,KUN,B738,N/A,9H-QBZ
