flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39be2330,HTT104,Arrival,2025-04-04 10:59:55,YQX,BRS,ASTR,N/A,C-GRJP
39be67ba,LS1883,Departure,2025-04-04 10:59:57,BRS,TFS,B738,N/A,G-DRTL
39be647d,FR1667,Arrival,2025-04-04 10:59:58,FUE,BRS,B38M,N/A,9H-VVG
39be6cc6,LS1822,Arrival,2025-04-04 10:59:58,FAO,BRS,B738,N/A,G-DRTK
39be5fce,U22722,Arrival,2025-04-04 10:59:58,ALC,BRS,A20N,N/A,G-UZHC
39be644c,LS1836,Arrival,2025-04-04 10:59:58,IBZ,BRS,B738,N/A,G-DRTV
39be4da2,U22938,Arrival,2025-04-04 10:59:58,KRK,BRS,A20N,N/A,G-UZLL
39be7949,U25531,Arrival,2025-04-04 10:59:58,AMS,BRS,A319,N/A,OE-LQP
39be3ea1,U27508,Departure,2025-04-04 10:59:58,BRS,FAO,A319,N/A,OE-LQF
39be43c5,FR2292,Departure,2025-04-04 10:59:58,BRS,ALC,B738,N/A,EI-EVA
39be7e4e,U22769,Departure,2025-04-04 10:59:58,BRS,BOD,A320,N/A,G-EZRX
39be7b2c,U22765,Departure,2025-04-04 10:59:58,BRS,NCE,A20N,N/A,G-UZHL
39be4e33,LS3423,Departure,2025-04-04 10:59:58,BRS,LCA,B738,N/A,G-DRTJ
39be7fbf,U22732,Arrival,2025-04-04 10:59:59,TFS,BRS,A21N,N/A,G-UZMK
39be7f74,U22868,Arrival,2025-04-04 10:59:59,LIS,BRS,A20N,N/A,G-UZHK
39be7c4f,U22942,Arrival,2025-04-04 10:59:59,NBE,BRS,A21N,N/A,G-UZMG
39be4ccb,U22846,Arrival,2025-04-04 10:59:59,CTA,BRS,A20N,N/A,G-UZLV
39be5f13,U22704,Arrival,2025-04-04 10:59:59,BCN,BRS,A320,N/A,G-EZRT
39be58df,LS1806,Arrival,2025-04-04 10:59:59,ALC,BRS,B738,N/A,G-JZBZ
39be818e,GR642,Arrival,2025-04-04 10:59:59,GCI,BRS,AT76,N/A,G-OGFC
39be427d,U22716,Arrival,2025-04-04 10:59:59,AGP,BRS,A20N,N/A,G-UZHZ
39be6755,U22840,Arrival,2025-04-04 10:59:59,PSA,BRS,A320,N/A,G-EZUA
39be713c,,Arrival,2025-04-04 10:59:59,DLM,BRS,B738,N/A,G-FDZD
39be6a7f,U22711,Departure,2025-04-04 10:59:59,BRS,PMI,A320,N/A,G-EZUW
39be84b5,BY6508,Departure,2025-04-04 10:59:59,BRS,TFS,B38M,N/A,G-TUMY
39be7d9e,U22931,Departure,2025-04-04 10:59:59,BRS,CPH,A20N,N/A,G-UZHT
39be6223,U22935,Departure,2025-04-04 10:59:59,BRS,PRG,A320,N/A,G-EZTV
39be6f43,FR8212,Departure,2025-04-04 10:59:59,BRS,WRO,B38M,N/A,EI-IHY
