flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39b75598,U2245,Departure,2025-04-02 10:59:36,BRS,INV,A320,N/A,G-EZTA
39b78870,LS1891,Departure,2025-04-02 10:59:40,BRS,TFS,B738,N/A,G-DRTL
39b741a3,U2207,Departure,2025-04-02 10:59:56,BRS,GLA,A320,N/A,G-EZUA
39b77e3b,,Arrival,2025-04-02 10:59:58,FUE,BRS,A20N,N/A,G-UZLV
39b76472,U22732,Arrival,2025-04-02 10:59:58,TFS,BRS,A20N,N/A,G-UZHT
39b77481,U22944,Arrival,2025-04-02 10:59:58,RAK,BRS,A21N,N/A,G-UZMC
39b75ebf,U22876,Arrival,2025-04-02 10:59:58,OPO,BRS,A320,N/A,OE-IVZ
39b74e49,U22722,Arrival,2025-04-02 10:59:58,ALC,BRS,A320,N/A,G-EZUW
39b75443,LS1806,Arrival,2025-04-02 10:59:58,ALC,BRS,B738,N/A,G-DRTJ
39b74fe6,U22942,Arrival,2025-04-02 10:59:58,NBE,BRS,A20N,N/A,G-UZHZ
39b73e67,U22812,Arrival,2025-04-02 10:59:58,CFU,BRS,A20N,N/A,G-UZHC
39b74da6,U22840,Arrival,2025-04-02 10:59:58,PSA,BRS,A320,N/A,G-EZTV
39b7336c,U22894,Arrival,2025-04-02 10:59:58,DBV,BRS,A20N,N/A,G-UZHL
39b70fc5,XC3333,Arrival,2025-04-02 10:59:58,AYT,BRS,B38M,N/A,TC-MKG
39b73226,U27508,Departure,2025-04-02 10:59:58,BRS,FAO,A319,N/A,OE-LQM
39b7511e,BY6384,Departure,2025-04-02 10:59:58,BRS,FUE,B38M,N/A,G-TUMD
39b76717,U22765,Departure,2025-04-02 10:59:58,BRS,NCE,A20N,N/A,G-UZHK
39b72eb8,LS3409,Departure,2025-04-02 10:59:58,BRS,AYT,B738,N/A,G-DRTK
39b75fba,,Departure,2025-04-02 10:59:58,BRS,QKI,EC35,N/A,G-WPDD
39b76afb,BY226,Departure,2025-04-02 10:59:58,BRS,SSH,B38M,N/A,G-TUMY
39b75fa2,LS1869,Departure,2025-04-02 10:59:58,BRS,PFO,B738,N/A,G-JZBM
39b75832,U22931,Departure,2025-04-02 10:59:58,BRS,CPH,A320,N/A,G-EZRT
39b73c1b,FR7949,Departure,2025-04-02 10:59:58,BRS,POZ,B38M,N/A,9H-VVG
39b72e8a,U22716,Arrival,2025-04-02 10:59:59,AGP,BRS,A320,N/A,G-EZWA
39b7369f,FR3160,Arrival,2025-04-02 10:59:59,BCN,BRS,B738,N/A,EI-DCJ
39b76fa6,U25531,Arrival,2025-04-02 10:59:59,AMS,BRS,A319,N/A,OE-LQP
39b77527,FR4130,Arrival,2025-04-02 10:59:59,SOF,BRS,B738,N/A,9H-QBZ
39b74f6e,LS1827,Departure,2025-04-02 10:59:59,BRS,FUE,B738,N/A,G-DRTV
39b7566f,FR4753,Departure,2025-04-02 10:59:59,BRS,TFS,B38M,N/A,EI-IHA
