flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39c5828a,FR3161,Departure,2025-04-06 10:59:45,BRS,BCN,B738,N/A,9H-QFO
39c583eb,FR8202,Departure,2025-04-06 10:59:48,BRS,NOC,B38M,N/A,EI-HMX
39c553c8,FR1667,Arrival,2025-04-06 10:59:58,FUE,BRS,B38M,N/A,EI-IJD
39c54e7d,LS1822,Arrival,2025-04-06 10:59:58,FAO,BRS,B738,N/A,G-DRTK
39c527e5,FR8682,Arrival,2025-04-06 10:59:58,KUN,BRS,B38M,N/A,9H-VVG
39c54e9d,U22738,Arrival,2025-04-06 10:59:58,BIO,BRS,A320,N/A,G-EZTA
39c5799c,U2138,Departure,2025-04-06 10:59:58,BRS,BFS,A319,N/A,G-EZDL
39c58220,U22854,Arrival,2025-04-06 10:59:59,BJV,BRS,A20N,N/A,G-UZLL
39c570d9,BY6759,Arrival,2025-04-06 10:59:59,ACE,BRS,B38M,N/A,G-TUOA
39c54cfc,LS1808,Arrival,2025-04-06 10:59:59,AGP,BRS,B738,N/A,G-DRTV
39c55de7,U22868,Arrival,2025-04-06 10:59:59,LIS,BRS,A320,N/A,G-EZTV
39c54615,U22722,Arrival,2025-04-06 10:59:59,ALC,BRS,A320,N/A,G-EZUA
39c53f8e,U22940,Arrival,2025-04-06 10:59:59,GIB,BRS,A20N,N/A,G-UZHT
39c53d6a,U22716,Arrival,2025-04-06 10:59:59,AGP,BRS,A21N,N/A,G-UZMK
39c54c04,U22956,Arrival,2025-04-06 10:59:59,KEF,BRS,A320,N/A,G-EZRT
39c56861,U22732,Arrival,2025-04-06 10:59:59,TFS,BRS,A20N,N/A,G-UZHK
39c57baa,U22822,Arrival,2025-04-06 10:59:59,RHO,BRS,A21N,N/A,G-UZMG
39c555ad,U22710,Arrival,2025-04-06 10:59:59,PMI,BRS,A20N,N/A,G-UZHC
39c5690e,BY6741,Arrival,2025-04-06 10:59:59,TRN,BRS,B738,N/A,G-FDZD
39c51a62,BY6711,Arrival,2025-04-06 10:59:59,AGP,BRS,B38M,N/A,G-TUMY
39c56ccb,GR642,Arrival,2025-04-06 10:59:59,GCI,BRS,AT76,N/A,G-ORAI
39c558b6,U22804,Arrival,2025-04-06 10:59:59,ATH,BRS,A20N,N/A,G-UZHL
39c53095,U22892,Arrival,2025-04-06 10:59:59,SPU,BRS,A20N,N/A,G-UZHZ
39c54d2d,LS1883,Departure,2025-04-06 10:59:59,BRS,TFS,B738,N/A,G-JZBM
39c56c4d,U2213,Departure,2025-04-06 10:59:59,BRS,EDI,A320,N/A,G-EZWA
39c55eb7,FR7949,Departure,2025-04-06 10:59:59,BRS,POZ,B738,N/A,SP-RSM
39c4ee5a,LS1811,Departure,2025-04-06 10:59:59,BRS,PFO,B738,N/A,G-DRTJ
