flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39c21dcc,HTT104,Departure,2025-04-05 10:59:58,BRS,YQX,ASTR,N/A,C-GRJP
39c21135,F44,Arrival,2025-04-05 11:00:00,PUF,BRS,B738,N/A,EI-FFA
39c21c16,FR4122,Arrival,2025-04-05 11:00:01,AGP,BRS,B738,N/A,9H-QEI
39c222dc,FR2291,Arrival,2025-04-05 11:00:01,ALC,BRS,B38M,N/A,EI-IGE
39c21747,FR9335,Arrival,2025-04-05 11:00:01,GRO,BRS,B738,N/A,EI-EMK
39c231f5,GR642,Arrival,2025-04-05 11:00:01,GCI,BRS,AT76,N/A,G-PBOT
39c23fba,U22814,Arrival,2025-04-05 11:00:01,HER,BRS,A20N,N/A,G-UZHT
39c23c5c,,Arrival,2025-04-05 11:00:01,AYT,BRS,B738,N/A,G-FDZD
39c2155e,U22887,Departure,2025-04-05 11:00:01,BRS,GVA,A320,N/A,G-EZTA
39c242b1,LS1892,Arrival,2025-04-05 11:00:02,TFS,BRS,B738,N/A,G-JZBM
39c23068,U22732,Arrival,2025-04-05 11:00:02,TFS,BRS,A20N,N/A,G-UZHC
39c22b7b,U22878,Arrival,2025-04-05 11:00:02,FNC,BRS,A20N,N/A,G-UZHK
39c20035,LS1822,Arrival,2025-04-05 11:00:02,FAO,BRS,B738,N/A,G-DRTK
39c22935,LS1872,Arrival,2025-04-05 11:00:02,PMI,BRS,B738,N/A,G-DRTJ
39c21903,U22892,Arrival,2025-04-05 11:00:02,SPU,BRS,A20N,N/A,G-UZHL
39c20922,U22896,Arrival,2025-04-05 11:00:02,PUY,BRS,A320,N/A,G-EZUW
39c1fbd3,LS1806,Arrival,2025-04-05 11:00:02,ALC,BRS,B738,N/A,G-JZBZ
39c200c1,U22832,Arrival,2025-04-05 11:00:02,VCE,BRS,A320,N/A,G-EZWZ
39c1e937,U22838,Arrival,2025-04-05 11:00:02,FCO,BRS,A20N,N/A,G-UZLL
39c1c244,XC3335,Arrival,2025-04-05 11:00:02,AYT,BRS,B38M,N/A,TC-MKG
39c239e7,U25531,Arrival,2025-04-05 11:00:02,AMS,BRS,A319,N/A,OE-LKX
39c231e9,FR8682,Arrival,2025-04-05 11:00:02,KUN,BRS,B738,N/A,EI-EVA
39c1eb71,U27508,Departure,2025-04-05 11:00:02,BRS,FAO,A319,N/A,OE-LQM
39c20e37,U22705,Departure,2025-04-05 11:00:02,BRS,BCN,A320,N/A,G-EZRX
39c2167b,FR6009,Departure,2025-04-05 11:00:02,BRS,BZR,B738,N/A,9H-QFO
39c2288a,U2215,Departure,2025-04-05 11:00:02,BRS,EDI,A320,N/A,G-EZRT
