flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22912,easyjet,landed,2023-06-14t01:05:00.000,2023-06-14t01:28:00.000,2023-06-14 01:27:00,2023-06-14,01:27:00,22,Night hour departures
u22726,easyjet,landed,2023-06-14t01:15:00.000,2023-06-14t01:38:00.000,2023-06-14 01:35:00,2023-06-14,01:35:00,21,Night hour departures
ls1882,jet2,landed,2023-06-14t01:25:00.000,2023-06-14t01:36:00.000,2023-06-14 01:40:00,2023-06-14,01:40:00,16,Night hour departures
x36279,tuifly,landed,2023-06-14t01:35:00.000,2023-06-14t01:24:00.000,2023-06-14 01:22:00,2023-06-14,01:22:00,0,Night hour departures
u22914,easyjet,landed,2023-06-14t02:05:00.000,2023-06-14t02:18:00.000,2023-06-14 02:17:00,2023-06-14,02:17:00,12,Night hour departures
x3639,tuifly,landed,2023-06-14t02:15:00.000,2023-06-14t02:01:00.000,2023-06-14 02:02:00,2023-06-14,02:02:00,0,Night hour departures
ls1810,jet2,landed,2023-06-14t02:20:00.000,2023-06-14t02:42:00.000,2023-06-14 02:38:00,2023-06-14,02:38:00,19,Night hour departures
x3419,tuifly,landed,2023-06-14t02:25:00.000,2023-06-14t02:07:00.000,2023-06-14 02:08:00,2023-06-14,02:08:00,0,Night hour departures
x3563,tuifly,landed,2023-06-14t03:00:00.000,2023-06-14t02:47:00.000,2023-06-14 02:41:00,2023-06-14,02:41:00,0,Night hour departures
rr6220,ryanair sun,landed,2023-06-14t07:40:00.000,2023-06-14t07:19:00.000,2023-06-14 07:23:00,2023-06-14,07:23:00,0,Regular departures
fr2291,ryanair,landed,2023-06-14t07:45:00.000,2023-06-14t07:19:00.000,2023-06-14 07:19:00,2023-06-14,07:19:00,0,Regular departures
ba8936,british airways,landed,2023-06-14t07:55:00.000,2023-06-14t07:51:00.000,2023-06-14 07:52:00,2023-06-14,07:52:00,0,Regular departures
ei3280,aer lingus,landed,2023-06-14t07:55:00.000,2023-06-14t07:51:00.000,2023-06-14 07:52:00,2023-06-14,07:52:00,0,Regular departures
gr642,aurigny air services,landed,2023-06-14t08:15:00.000,2023-06-14t08:06:00.000,2023-06-14 08:07:00,2023-06-14,08:07:00,0,Regular departures
af3161,air france,landed,2023-06-14t08:45:00.000,2023-06-14t08:40:00.000,2023-06-14 08:36:00,2023-06-14,08:36:00,0,Regular departures
dl9629,delta air lines,landed,2023-06-14t08:45:00.000,2023-06-14t08:40:00.000,2023-06-14 08:36:00,2023-06-14,08:36:00,0,Regular departures
ey7395,etihad airways,landed,2023-06-14t08:45:00.000,2023-06-14t08:40:00.000,2023-06-14 08:36:00,2023-06-14,08:36:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-06-14t08:45:00.000,2023-06-14t08:40:00.000,2023-06-14 08:36:00,2023-06-14,08:36:00,0,Regular departures
kl1049,klm,landed,2023-06-14t08:45:00.000,2023-06-14t08:40:00.000,2023-06-14 08:36:00,2023-06-14,08:36:00,0,Regular departures
