flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22726,easyjet,landed,2023-05-05t01:05:00.000,2023-05-05t01:38:00.000,2023-05-05 01:32:00,2023-05-05,01:32:00,28,Night hour departures
x36469,tuifly,landed,2023-05-05t01:20:00.000,2023-05-05t02:04:00.000,2023-05-05 02:05:00,2023-05-05,02:05:00,46,Night hour departures
u22856,easyjet,landed,2023-05-05t02:30:00.000,2023-05-05t02:57:00.000,2023-05-05 02:55:00,2023-05-05,02:55:00,26,Night hour departures
x36459,tuifly,landed,2023-05-05t03:40:00.000,2023-05-05t03:36:00.000,2023-05-05 03:36:00,2023-05-05,03:36:00,0,Night hour departures
ba8936,british airways,landed,2023-05-05t07:55:00.000,2023-05-05t07:45:00.000,2023-05-05 07:42:00,2023-05-05,07:42:00,0,Regular departures
ei3280,aer lingus,landed,2023-05-05t07:55:00.000,2023-05-05t07:45:00.000,2023-05-05 07:42:00,2023-05-05,07:42:00,0,Regular departures
af3161,air france,landed,2023-05-05t08:45:00.000,2023-05-05t08:49:00.000,2023-05-05 08:50:00,2023-05-05,08:50:00,5,Regular departures
dl9629,delta air lines,landed,2023-05-05t08:45:00.000,2023-05-05t08:49:00.000,2023-05-05 08:50:00,2023-05-05,08:50:00,5,Regular departures
ey7395,etihad airways,landed,2023-05-05t08:45:00.000,2023-05-05t08:49:00.000,2023-05-05 08:50:00,2023-05-05,08:50:00,5,Regular departures
vs7040,virgin atlantic,landed,2023-05-05t08:45:00.000,2023-05-05t08:49:00.000,2023-05-05 08:50:00,2023-05-05,08:50:00,5,Regular departures
kl1049,klm,landed,2023-05-05t08:45:00.000,2023-05-05t08:49:00.000,2023-05-05 08:50:00,2023-05-05,08:50:00,5,Regular departures
fr504,ryanair,landed,2023-05-05t08:50:00.000,2023-05-05t08:47:00.000,2023-05-05 08:46:00,2023-05-05,08:46:00,0,Regular departures
u21723,easyjet,landed,2023-05-05t08:50:00.000,2023-05-05t08:29:00.000,2023-05-05 08:29:00,2023-05-05,08:29:00,0,Regular departures
lh970,lufthansa,landed,2023-05-05t09:00:00.000,2023-05-05t08:52:00.000,2023-05-05 08:53:00,2023-05-05,08:53:00,0,Regular departures
fr4122,ryanair,landed,2023-05-05t09:15:00.000,2023-05-05t09:07:00.000,2023-05-05 09:04:00,2023-05-05,09:04:00,0,Regular departures
u2238,easyjet,landed,2023-05-05t09:40:00.000,2023-05-05t09:23:00.000,2023-05-05 09:24:00,2023-05-05,09:24:00,0,Regular departures
u27507,easyjet,landed,2023-05-05t09:40:00.000,2023-05-05t09:13:00.000,2023-05-05 09:16:00,2023-05-05,09:16:00,0,Regular departures
u2222,easyjet,landed,2023-05-05t09:45:00.000,2023-05-05t09:40:00.000,2023-05-05 09:41:00,2023-05-05,09:41:00,0,Regular departures
fr8203,ryanair,landed,2023-05-05t10:05:00.000,2023-05-05t10:09:00.000,2023-05-05 10:08:00,2023-05-05,10:08:00,3,Regular departures
u2214,easyjet,landed,2023-05-05t10:05:00.000,2023-05-05t09:51:00.000,2023-05-05 09:51:00,2023-05-05,09:51:00,0,Regular departures
u2202,easyjet,landed,2023-05-05t10:10:00.000,2023-05-05t10:26:00.000,2023-05-05 10:23:00,2023-05-05,10:23:00,14,Regular departures
u22922,easyjet,landed,2023-05-05t10:30:00.000,2023-05-05t10:31:00.000,2023-05-05 10:27:00,2023-05-05,10:27:00,0,Regular departures
u22774,easyjet,landed,2023-05-05t10:45:00.000,2023-05-05t10:42:00.000,2023-05-05 10:42:00,2023-05-05,10:42:00,0,Regular departures
u22884,easyjet,landed,2023-05-05t11:25:00.000,2023-05-05t11:46:00.000,2023-05-05 11:47:00,2023-05-05,11:47:00,23,Regular departures
u22710,easyjet,landed,2023-05-05t11:30:00.000,2023-05-05t11:27:00.000,2023-05-05 11:28:00,2023-05-05,11:28:00,0,Regular departures
ls1872,jet2,landed,2023-05-05t11:45:00.000,2023-05-05t11:41:00.000,2023-05-05 11:42:00,2023-05-05,11:42:00,0,Regular departures
fr1940,ryanair,landed,2023-05-05t12:10:00.000,2023-05-05t12:31:00.000,2023-05-05 12:32:00,2023-05-05,12:32:00,22,Regular departures
u22716,easyjet,landed,2023-05-05t12:10:00.000,2023-05-05t12:01:00.000,2023-05-05 11:58:00,2023-05-05,11:58:00,0,Regular departures
u22840,easyjet,landed,2023-05-05t12:10:00.000,2023-05-05t12:09:00.000,2023-05-05 12:06:00,2023-05-05,12:06:00,0,Regular departures
u22704,easyjet,landed,2023-05-05t12:15:00.000,2023-05-05t12:16:00.000,2023-05-05 12:11:00,2023-05-05,12:11:00,0,Regular departures
u22868,easyjet,landed,2023-05-05t12:30:00.000,2023-05-05t12:57:00.000,2023-05-05 12:58:00,2023-05-05,12:58:00,29,Regular departures
fr2291,ryanair,landed,2023-05-05t12:35:00.000,2023-05-05t12:22:00.000,2023-05-05 12:22:00,2023-05-05,12:22:00,0,Regular departures
ls1806,jet2,landed,2023-05-05t12:35:00.000,2023-05-05t12:55:00.000,2023-05-05 12:55:00,2023-05-05,12:55:00,21,Regular departures
ls1860,jet2,landed,2023-05-05t12:40:00.000,2023-05-05t12:27:00.000,2023-05-05 12:26:00,2023-05-05,12:26:00,0,Regular departures
ls1836,jet2,landed,2023-05-05t12:45:00.000,2023-05-05t13:00:00.000,2023-05-05 13:02:00,2023-05-05,13:02:00,18,Regular departures
u22722,easyjet,landed,2023-05-05t12:45:00.000,2023-05-05t12:34:00.000,2023-05-05 12:35:00,2023-05-05,12:35:00,0,Regular departures
a3640,aegean airlines,landed,2023-05-05t12:55:00.000,2023-05-05t12:47:00.000,2023-05-05 12:41:00,2023-05-05,12:41:00,0,Regular departures
dl9356,delta air lines,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
ey7011,etihad airways,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
g35514,gol,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
kq1051,kenya airways,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
vs7041,virgin atlantic,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
kl1051,klm,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:14:00,2023-05-05,13:14:00,4,Regular departures
u22846,easyjet,landed,2023-05-05t13:10:00.000,2023-05-05t13:19:00.000,2023-05-05 13:20:00,2023-05-05,13:20:00,10,Regular departures
ls1886,jet2,landed,2023-05-05t13:25:00.000,2023-05-05t13:24:00.000,2023-05-05 13:24:00,2023-05-05,13:24:00,0,Regular departures
x36525,tuifly,landed,2023-05-05t13:35:00.000,2023-05-05t14:23:00.000,2023-05-05 14:18:00,2023-05-05,14:18:00,43,Regular departures
u2405,easyjet,landed,2023-05-05t13:40:00.000,2023-05-05t13:30:00.000,2023-05-05 13:30:00,2023-05-05,13:30:00,0,Regular departures
u2224,easyjet,landed,2023-05-05t13:45:00.000,2023-05-05t13:37:00.000,2023-05-05 13:38:00,2023-05-05,13:38:00,0,Regular departures
fr4134,ryanair,landed,2023-05-05t13:50:00.000,2023-05-05t13:39:00.000,2023-05-05 13:34:00,2023-05-05,13:34:00,0,Regular departures
gr642,aurigny air services,landed,2023-05-05t13:50:00.000,2023-05-05t13:44:00.000,2023-05-05 13:46:00,2023-05-05,13:46:00,0,Regular departures
fr3559,ryanair,landed,2023-05-05t14:05:00.000,2023-05-05t14:22:00.000,2023-05-05 14:14:00,2023-05-05,14:14:00,10,Regular departures
u22942,easyjet,landed,2023-05-05t14:05:00.000,2023-05-05t14:04:00.000,2023-05-05 13:53:00,2023-05-05,13:53:00,0,Regular departures
fr9504,ryanair,landed,2023-05-05t14:30:00.000,2023-05-05t14:21:00.000,2023-05-05 14:11:00,2023-05-05,14:11:00,0,Regular departures
u22770,easyjet,landed,2023-05-05t14:50:00.000,2023-05-05t15:05:00.000,2023-05-05 15:03:00,2023-05-05,15:03:00,14,Regular departures
u27003,easyjet,landed,2023-05-05t14:55:00.000,2023-05-05t14:47:00.000,2023-05-05 14:44:00,2023-05-05,14:44:00,0,Regular departures
u22932,easyjet,landed,2023-05-05t15:05:00.000,2023-05-05t15:10:00.000,2023-05-05 15:10:00,2023-05-05,15:10:00,6,Regular departures
u22936,easyjet,landed,2023-05-05t15:05:00.000,2023-05-05t15:26:00.000,2023-05-05 15:20:00,2023-05-05,15:20:00,16,Regular departures
u22732,easyjet,landed,2023-05-05t15:15:00.000,2023-05-05t15:06:00.000,2023-05-05 15:07:00,2023-05-05,15:07:00,0,Regular departures
ba8940,british airways,landed,2023-05-05t15:30:00.000,2023-05-05t15:26:00.000,2023-05-05 15:27:00,2023-05-05,15:27:00,0,Regular departures
ei3284,aer lingus,landed,2023-05-05t15:30:00.000,2023-05-05t15:26:00.000,2023-05-05 15:27:00,2023-05-05,15:27:00,0,Regular departures
u2226,easyjet,landed,2023-05-05t15:30:00.000,2023-05-05t15:30:00.000,2023-05-05 15:31:00,2023-05-05,15:31:00,1,Regular departures
u22806,easyjet,landed,2023-05-05t15:30:00.000,2023-05-05t15:12:00.000,2023-05-05 15:15:00,2023-05-05,15:15:00,0,Regular departures
u27267,easyjet,landed,2023-05-05t15:35:00.000,2023-05-05t15:23:00.000,2023-05-05 15:24:00,2023-05-05,15:24:00,0,Regular departures
u2240,easyjet,landed,2023-05-05t15:40:00.000,2023-05-05t16:14:00.000,2023-05-05 16:15:00,2023-05-05,16:15:00,35,Regular departures
u22712,easyjet,landed,2023-05-05t15:45:00.000,2023-05-05t16:05:00.000,2023-05-05 16:06:00,2023-05-05,16:06:00,22,Regular departures
fr8235,ryanair,landed,2023-05-05t15:50:00.000,2023-05-05t15:56:00.000,2023-05-05 15:55:00,2023-05-05,15:55:00,5,Regular departures
u22766,easyjet,landed,2023-05-05t15:50:00.000,2023-05-05t15:48:00.000,2023-05-05 15:49:00,2023-05-05,15:49:00,0,Regular departures
