flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22728,easyjet,landed,2023-05-02t01:25:00.000,2023-05-02t02:26:00.000,2023-05-02 02:19:00,2023-05-02,02:19:00,55,Night hour departures
u22812,easyjet,landed,2023-05-02t01:30:00.000,2023-05-02t01:45:00.000,2023-05-02 01:49:00,2023-05-02,01:49:00,20,Night hour departures
u22744,easyjet,landed,2023-05-02t01:50:00.000,2023-05-02t02:12:00.000,2023-05-02 02:03:00,2023-05-02,02:03:00,14,Night hour departures
x3699,tuifly,landed,2023-05-02t02:35:00.000,2023-05-02t02:25:00.000,2023-05-02 02:27:00,2023-05-02,02:27:00,0,Night hour departures
u22850,easyjet,landed,2023-05-02t02:45:00.000,2023-05-02t02:58:00.000,2023-05-02 03:01:00,2023-05-02,03:01:00,16,Night hour departures
fr4134,ryanair,landed,2023-05-02t07:50:00.000,2023-05-02t07:41:00.000,2023-05-02 07:38:00,2023-05-02,07:38:00,0,Regular departures
ba8936,british airways,landed,2023-05-02t07:55:00.000,2023-05-02t07:47:00.000,2023-05-02 07:47:00,2023-05-02,07:47:00,0,Regular departures
ei3280,aer lingus,landed,2023-05-02t07:55:00.000,2023-05-02t07:47:00.000,2023-05-02 07:47:00,2023-05-02,07:47:00,0,Regular departures
w61019,wizz air,landed,2023-05-02t08:00:00.000,2023-05-02t07:41:00.000,2023-05-02 07:42:00,2023-05-02,07:42:00,0,Regular departures
fr1332,ryanair,landed,2023-05-02t08:45:00.000,2023-05-02t08:37:00.000,2023-05-02 08:38:00,2023-05-02,08:38:00,0,Regular departures
fr504,ryanair,landed,2023-05-02t08:55:00.000,2023-05-02t09:08:00.000,2023-05-02 09:09:00,2023-05-02,09:09:00,15,Regular departures
lh970,lufthansa,landed,2023-05-02t09:00:00.000,2023-05-02t08:51:00.000,2023-05-02 08:52:00,2023-05-02,08:52:00,0,Regular departures
u2224,easyjet,landed,2023-05-02t09:45:00.000,2023-05-02t09:55:00.000,2023-05-02 09:57:00,2023-05-02,09:57:00,12,Regular departures
u2202,easyjet,landed,2023-05-02t10:00:00.000,2023-05-02t09:48:00.000,2023-05-02 09:49:00,2023-05-02,09:49:00,0,Regular departures
u2214,easyjet,landed,2023-05-02t10:05:00.000,2023-05-02t10:08:00.000,2023-05-02 10:05:00,2023-05-02,10:05:00,0,Regular departures
u22922,easyjet,landed,2023-05-02t10:15:00.000,2023-05-02t10:29:00.000,2023-05-02 10:28:00,2023-05-02,10:28:00,13,Regular departures
u22766,easyjet,landed,2023-05-02t10:55:00.000,2023-05-02t11:00:00.000,2023-05-02 11:00:00,2023-05-02,11:00:00,6,Regular departures
u22710,easyjet,landed,2023-05-02t11:30:00.000,2023-05-02t11:42:00.000,2023-05-02 11:43:00,2023-05-02,11:43:00,13,Regular departures
u22716,easyjet,landed,2023-05-02t12:10:00.000,2023-05-02t12:13:00.000,2023-05-02 12:15:00,2023-05-02,12:15:00,5,Regular departures
si474,blue islands,landed,2023-05-02t10:05:00.000,2023-05-02t09:50:00.000,2023-05-02 09:52:00,2023-05-02,09:52:00,0,Regular departures
x36273,tuifly,landed,2023-05-02t12:00:00.000,2023-05-02t12:07:00.000,2023-05-02 12:08:00,2023-05-02,12:08:00,8,Regular departures
u22892,easyjet,landed,2023-05-02t12:05:00.000,2023-05-02t12:41:00.000,2023-05-02 12:43:00,2023-05-02,12:43:00,38,Regular departures
