flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22858,easyjet,landed,2023-06-26t01:30:00.000,2023-06-26t01:27:00.000,2023-06-26 01:28:00,2023-06-26,01:28:00,0,Night hour departures
u22744,easyjet,landed,2023-06-26t01:50:00.000,2023-06-26t02:12:00.000,2023-06-26 02:13:00,2023-06-26,02:13:00,23,Night hour departures
u22852,easyjet,landed,2023-06-26t01:55:00.000,2023-06-26t01:54:00.000,2023-06-26 01:57:00,2023-06-26,01:57:00,3,Night hour departures
x3649,tuifly,landed,2023-06-26t02:10:00.000,2023-06-26t02:48:00.000,2023-06-26 02:50:00,2023-06-26,02:50:00,40,Night hour departures
x36765,tuifly,landed,2023-06-26t04:20:00.000,2023-06-26t04:16:00.000,2023-06-26 04:08:00,2023-06-26,04:08:00,0,Night hour departures
u2202,easyjet,landed,2023-06-26t10:00:00.000,2023-06-26t09:54:00.000,2023-06-26 09:55:00,2023-06-26,09:55:00,0,Regular departures
fr7948,ryanair,landed,2023-06-26t07:50:00.000,2023-06-26t07:39:00.000,2023-06-26 07:39:00,2023-06-26,07:39:00,0,Regular departures
ba8936,british airways,landed,2023-06-26t07:55:00.000,2023-06-26t08:02:00.000,2023-06-26 08:05:00,2023-06-26,08:05:00,11,Regular departures
ei3280,aer lingus,landed,2023-06-26t07:55:00.000,2023-06-26t08:02:00.000,2023-06-26 08:05:00,2023-06-26,08:05:00,11,Regular departures
fr4148,ryanair,landed,2023-06-26t08:40:00.000,2023-06-26t08:30:00.000,2023-06-26 08:27:00,2023-06-26,08:27:00,0,Regular departures
af3161,air france,landed,2023-06-26t08:45:00.000,2023-06-26t08:49:00.000,2023-06-26 08:51:00,2023-06-26,08:51:00,6,Regular departures
dl9629,delta air lines,landed,2023-06-26t08:45:00.000,2023-06-26t08:49:00.000,2023-06-26 08:51:00,2023-06-26,08:51:00,6,Regular departures
ey7395,etihad airways,landed,2023-06-26t08:45:00.000,2023-06-26t08:49:00.000,2023-06-26 08:51:00,2023-06-26,08:51:00,6,Regular departures
vs7040,virgin atlantic,landed,2023-06-26t08:45:00.000,2023-06-26t08:49:00.000,2023-06-26 08:51:00,2023-06-26,08:51:00,6,Regular departures
kl1049,klm,landed,2023-06-26t08:45:00.000,2023-06-26t08:49:00.000,2023-06-26 08:51:00,2023-06-26,08:51:00,6,Regular departures
lh970,lufthansa,landed,2023-06-26t08:50:00.000,2023-06-26t08:41:00.000,2023-06-26 08:44:00,2023-06-26,08:44:00,0,Regular departures
u2224,easyjet,landed,2023-06-26t09:00:00.000,2023-06-26t08:40:00.000,2023-06-26 08:39:00,2023-06-26,08:39:00,0,Regular departures
u2238,easyjet,landed,2023-06-26t09:40:00.000,2023-06-26t09:30:00.000,2023-06-26 09:31:00,2023-06-26,09:31:00,0,Regular departures
u27507,easyjet,landed,2023-06-26t09:40:00.000,2023-06-26t09:27:00.000,2023-06-26 09:28:00,2023-06-26,09:28:00,0,Regular departures
u2262,easyjet,landed,2023-06-26t09:45:00.000,2023-06-26t09:31:00.000,2023-06-26 09:34:00,2023-06-26,09:34:00,0,Regular departures
fr504,ryanair,landed,2023-06-26t10:10:00.000,2023-06-26t09:50:00.000,2023-06-26 09:50:00,2023-06-26,09:50:00,0,Regular departures
u22922,easyjet,landed,2023-06-26t10:15:00.000,2023-06-26t10:33:00.000,2023-06-26 10:35:00,2023-06-26,10:35:00,21,Regular departures
u2214,easyjet,landed,2023-06-26t10:20:00.000,2023-06-26t10:31:00.000,2023-06-26 10:28:00,2023-06-26,10:28:00,9,Regular departures
u22774,easyjet,landed,2023-06-26t10:35:00.000,2023-06-26t10:32:00.000,2023-06-26 10:32:00,2023-06-26,10:32:00,0,Regular departures
u2226,easyjet,landed,2023-06-26t10:45:00.000,2023-06-26t10:40:00.000,2023-06-26 10:39:00,2023-06-26,10:39:00,0,Regular departures
fr4441,ryanair,landed,2023-06-26t11:25:00.000,2023-06-26t11:01:00.000,2023-06-26 11:05:00,2023-06-26,11:05:00,0,Regular departures
u22710,easyjet,landed,2023-06-26t11:30:00.000,2023-06-26t11:25:00.000,2023-06-26 11:23:00,2023-06-26,11:23:00,0,Regular departures
ls1880,jet2,landed,2023-06-26t11:35:00.000,2023-06-26t12:11:00.000,2023-06-26 12:11:00,2023-06-26,12:11:00,37,Regular departures
u22892,easyjet,landed,2023-06-26t12:00:00.000,2023-06-26t11:42:00.000,2023-06-26 11:38:00,2023-06-26,11:38:00,0,Regular departures
fr6027,ryanair,landed,2023-06-26t12:05:00.000,2023-06-26t11:58:00.000,2023-06-26 11:59:00,2023-06-26,11:59:00,0,Regular departures
u22716,easyjet,landed,2023-06-26t12:10:00.000,2023-06-26t12:04:00.000,2023-06-26 12:05:00,2023-06-26,12:05:00,0,Regular departures
x36151,tuifly,landed,2023-06-26t12:15:00.000,2023-06-26t12:14:00.000,2023-06-26 12:14:00,2023-06-26,12:14:00,0,Regular departures
fr9504,ryanair,landed,2023-06-26t12:30:00.000,2023-06-26t12:10:00.000,2023-06-26 12:09:00,2023-06-26,12:09:00,0,Regular departures
ls1806,jet2,landed,2023-06-26t12:35:00.000,2023-06-26t13:19:00.000,2023-06-26 13:19:00,2023-06-26,13:19:00,44,Regular departures
ls1822,jet2,landed,2023-06-26t12:45:00.000,2023-06-26t12:29:00.000,2023-06-26 12:30:00,2023-06-26,12:30:00,0,Regular departures
lxj657,flexjet,landed,2023-06-26t07:57:00.000,,2023-06-26 07:45:00,2023-06-26,07:45:00,0,Regular departures
a3640,aegean airlines,landed,2023-06-26t12:55:00.000,2023-06-26t13:02:00.000,2023-06-26 13:03:00,2023-06-26,13:03:00,9,Regular departures
fr6010,ryanair,landed,2023-06-26t12:55:00.000,2023-06-26t13:00:00.000,2023-06-26 12:58:00,2023-06-26,12:58:00,3,Regular departures
