flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22736,easyjet,landed,2023-07-02t01:05:00.000,2023-07-02t00:55:00.000,2023-07-02 00:56:00,2023-07-02,00:56:00,0,Night hour departures
u22726,easyjet,landed,2023-07-02t01:25:00.000,2023-07-02t01:45:00.000,2023-07-02 01:45:00,2023-07-02,01:45:00,21,Night hour departures
x36655,tuifly,landed,2023-07-02t01:40:00.000,2023-07-02t02:26:00.000,2023-07-02 02:26:00,2023-07-02,02:26:00,46,Night hour departures
u22850,easyjet,landed,2023-07-02t02:05:00.000,2023-07-02t02:33:00.000,2023-07-02 02:30:00,2023-07-02,02:30:00,25,Night hour departures
u22826,easyjet,landed,2023-07-02t03:45:00.000,2023-07-02t03:39:00.000,2023-07-02 03:41:00,2023-07-02,03:41:00,0,Night hour departures
u24979,easyjet,landed,2023-07-02t06:50:00.000,2023-07-02t07:10:00.000,2023-07-02 07:07:00,2023-07-02,07:07:00,17,Regular departures
fr9335,ryanair,landed,2023-07-02t07:25:00.000,2023-07-02t07:06:00.000,2023-07-02 07:03:00,2023-07-02,07:03:00,0,Regular departures
ba8936,british airways,landed,2023-07-02t07:55:00.000,,2023-07-02 07:42:00,2023-07-02,07:42:00,0,Regular departures
ei3280,aer lingus,landed,2023-07-02t07:55:00.000,,2023-07-02 07:42:00,2023-07-02,07:42:00,0,Regular departures
fr7948,ryanair,landed,2023-07-02t08:00:00.000,2023-07-02t08:07:00.000,2023-07-02 08:02:00,2023-07-02,08:02:00,3,Regular departures
fr1940,ryanair,landed,2023-07-02t08:35:00.000,2023-07-02t08:28:00.000,2023-07-02 08:28:00,2023-07-02,08:28:00,0,Regular departures
fr4122,ryanair,landed,2023-07-02t08:40:00.000,2023-07-02t08:32:00.000,2023-07-02 08:34:00,2023-07-02,08:34:00,0,Regular departures
u27507,easyjet,landed,2023-07-02t08:40:00.000,2023-07-02t08:37:00.000,2023-07-02 08:37:00,2023-07-02,08:37:00,0,Regular departures
af3161,air france,landed,2023-07-02t08:45:00.000,2023-07-02t08:41:00.000,2023-07-02 08:41:00,2023-07-02,08:41:00,0,Regular departures
dl9629,delta air lines,landed,2023-07-02t08:45:00.000,2023-07-02t08:41:00.000,2023-07-02 08:41:00,2023-07-02,08:41:00,0,Regular departures
ey7395,etihad airways,landed,2023-07-02t08:45:00.000,2023-07-02t08:41:00.000,2023-07-02 08:41:00,2023-07-02,08:41:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-07-02t08:45:00.000,2023-07-02t08:41:00.000,2023-07-02 08:41:00,2023-07-02,08:41:00,0,Regular departures
kl1049,klm,landed,2023-07-02t08:45:00.000,2023-07-02t08:41:00.000,2023-07-02 08:41:00,2023-07-02,08:41:00,0,Regular departures
fr8203,ryanair,landed,2023-07-02t08:50:00.000,2023-07-02t08:29:00.000,2023-07-02 08:31:00,2023-07-02,08:31:00,0,Regular departures
lh970,lufthansa,landed,2023-07-02t09:00:00.000,2023-07-02t08:54:00.000,2023-07-02 08:55:00,2023-07-02,08:55:00,0,Regular departures
fr3559,ryanair,landed,2023-07-02t10:45:00.000,2023-07-02t10:37:00.000,2023-07-02 10:37:00,2023-07-02,10:37:00,0,Regular departures
gr642,aurigny air services,landed,2023-07-02t10:45:00.000,2023-07-02t10:23:00.000,2023-07-02 10:26:00,2023-07-02,10:26:00,0,Regular departures
u22842,easyjet,landed,2023-07-02t11:25:00.000,2023-07-02t11:05:00.000,2023-07-02 11:04:00,2023-07-02,11:04:00,0,Regular departures
u22742,easyjet,landed,2023-07-02t11:35:00.000,2023-07-02t11:31:00.000,2023-07-02 11:27:00,2023-07-02,11:27:00,0,Regular departures
ls1872,jet2,landed,2023-07-02t11:45:00.000,2023-07-02t11:39:00.000,2023-07-02 11:40:00,2023-07-02,11:40:00,0,Regular departures
fr504,ryanair,landed,2023-07-02t11:55:00.000,2023-07-02t11:42:00.000,2023-07-02 11:43:00,2023-07-02,11:43:00,0,Regular departures
x36737,tuifly,landed,2023-07-02t11:55:00.000,2023-07-02t11:51:00.000,2023-07-02 11:52:00,2023-07-02,11:52:00,0,Regular departures
u2262,easyjet,landed,2023-07-02t12:00:00.000,2023-07-02t11:53:00.000,2023-07-02 11:56:00,2023-07-02,11:56:00,0,Regular departures
x36711,tuifly,landed,2023-07-02t12:10:00.000,2023-07-02t12:08:00.000,2023-07-02 12:08:00,2023-07-02,12:08:00,0,Regular departures
u22940,easyjet,landed,2023-07-02t12:15:00.000,2023-07-02t12:01:00.000,2023-07-02 12:01:00,2023-07-02,12:01:00,0,Regular departures
u22738,easyjet,landed,2023-07-02t12:20:00.000,2023-07-02t12:25:00.000,2023-07-02 12:26:00,2023-07-02,12:26:00,7,Regular departures
u22716,easyjet,landed,2023-07-02t12:25:00.000,2023-07-02t12:19:00.000,2023-07-02 12:18:00,2023-07-02,12:18:00,0,Regular departures
fr8235,ryanair,landed,2023-07-02t12:30:00.000,2023-07-02t12:46:00.000,2023-07-02 12:46:00,2023-07-02,12:46:00,17,Regular departures
