flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39a3fc68,FR3160,Arrival,2025-03-27 11:59:20,BCN,BRS,B38M,N/A,EI-HMW
39a3a675,LS1853,Departure,2025-03-27 11:59:36,BRS,LPA,B738,N/A,G-JZBM
39a3fdbc,FR504,Arrival,2025-03-27 11:59:55,DUB,BRS,B738,N/A,EI-DHG
39a3da13,FR4754,Arrival,2025-03-27 11:59:59,TFS,BRS,B738,N/A,EI-EBX
39a408a8,LS1822,Arrival,2025-03-27 11:59:59,FAO,BRS,B738,N/A,G-JZBZ
39a3cbc2,U22722,Arrival,2025-03-27 11:59:59,ALC,BRS,A320,N/A,G-EZRY
39a404a5,U22734,Arrival,2025-03-27 12:00:00,ACE,BRS,A20N,N/A,G-UZHL
39a3cbbd,FR1667,Arrival,2025-03-27 12:00:00,FUE,BRS,B38M,N/A,EI-IJI
39a3c312,U22872,Arrival,2025-03-27 12:00:00,FAO,BRS,A21N,N/A,G-UZMC
39a3ce22,U22868,Arrival,2025-03-27 12:00:00,LIS,BRS,A20N,N/A,G-UZHC
39a3dc02,FR4122,Arrival,2025-03-27 12:00:00,AGP,BRS,B38M,N/A,9H-VVG
39a3d422,LS1808,Arrival,2025-03-27 12:00:00,AGP,BRS,B738,N/A,G-DRTK
39a3ad7c,U22714,Arrival,2025-03-27 12:00:00,AGP,BRS,A320,N/A,G-EZWA
39a3b7ce,U22710,Arrival,2025-03-27 12:00:00,PMI,BRS,A21N,N/A,G-UZMK
39a3fbe7,SI474,Arrival,2025-03-27 12:00:00,JER,BRS,AT75,N/A,G-ISLL
39a3b9b2,U22704,Arrival,2025-03-27 12:00:00,BCN,BRS,A20N,N/A,G-UZED
39a3d809,U22772,Arrival,2025-03-27 12:00:00,CDG,BRS,A320,N/A,G-EZUA
39a3be71,FR6225,Arrival,2025-03-27 12:00:00,KRK,BRS,B738,N/A,EI-EFH
39a3c574,BY6407,Arrival,2025-03-27 12:00:00,MLA,BRS,B38M,N/A,G-TUMU
39a387d2,LS1891,Departure,2025-03-27 12:00:00,BRS,TFS,B738,N/A,G-DRTP
39a3b345,U22963,Departure,2025-03-27 12:00:00,BRS,RAK,A320,N/A,G-EZTA
39a3b736,BY6464,Departure,2025-03-27 12:00:00,BRS,ACE,B738,N/A,G-TUKR
39a3c996,LS1801,Departure,2025-03-27 12:00:00,BRS,ACE,B738,N/A,G-DRTJ
39a3d711,U22875,Departure,2025-03-27 12:00:00,BRS,OPO,A20N,N/A,G-UZHT
39a3ded1,,Departure,2025-03-27 12:00:00,BRS,PMI,LJ40,N/A,M-CKAY
39a3def5,U22883,Departure,2025-03-27 12:00:00,BRS,GVA,A320,N/A,G-EZRT
39a3fcba,U22913,Departure,2025-03-27 12:00:00,BRS,HRG,A20N,N/A,G-UZHZ
39a3b7ed,U22885,Departure,2025-03-27 12:00:00,BRS,GVA,A320,N/A,G-EZTY
39a39a49,LS1877,Departure,2025-03-27 12:00:00,BRS,MLA,B738,N/A,G-DRTV
39a3bf7f,U22931,Departure,2025-03-27 12:00:00,BRS,CPH,A20N,N/A,G-UZLV
