flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39a01f1e,U22714,Arrival,2025-03-26 11:59:58,AGP,BRS,A21N,N/A,G-UZMK
39a05d38,U2215,Departure,2025-03-26 11:59:58,BRS,EDI,A320,N/A,G-EZTH
39a05a59,FR154,Arrival,2025-03-26 11:59:59,MAD,BRS,B38M,N/A,EI-IJC
39a04380,U22868,Arrival,2025-03-26 11:59:59,LIS,BRS,A20N,N/A,G-UZHL
39a03c3f,U22872,Arrival,2025-03-26 11:59:59,FAO,BRS,A21N,N/A,G-UZMC
39a064e9,FR504,Arrival,2025-03-26 11:59:59,DUB,BRS,B38M,N/A,9H-VVG
39a030ef,U22722,Arrival,2025-03-26 11:59:59,ALC,BRS,A20N,N/A,G-UZLV
39a03f29,LS1806,Arrival,2025-03-26 11:59:59,ALC,BRS,B738,N/A,G-JZBZ
39a024c3,FR4122,Arrival,2025-03-26 11:59:59,AGP,BRS,B38M,N/A,EI-HES
39a03558,FR3160,Arrival,2025-03-26 11:59:59,BCN,BRS,B738,N/A,EI-EBX
39a02bdb,U22704,Arrival,2025-03-26 11:59:59,BCN,BRS,A320,N/A,G-EZTA
39a02c94,U22708,Arrival,2025-03-26 11:59:59,MAD,BRS,A320,N/A,G-EZRY
39a01e62,FR2291,Arrival,2025-03-26 11:59:59,ALC,BRS,B738,N/A,EI-EFH
39a0596e,U22968,Arrival,2025-03-26 11:59:59,NBE,BRS,A20N,N/A,G-UZED
399ffc88,LS1891,Departure,2025-03-26 11:59:59,BRS,TFS,B738,N/A,G-JZBM
39a0294e,LS1827,Departure,2025-03-26 11:59:59,BRS,FUE,B738,N/A,G-DRTP
39a03870,BY6384,Departure,2025-03-26 11:59:59,BRS,FUE,B38M,N/A,G-TUMU
39a042c1,FR4753,Departure,2025-03-26 11:59:59,BRS,TFS,B738,N/A,EI-EVM
39a06f9a,U2104,Departure,2025-03-26 11:59:59,BRS,BFS,A319,N/A,G-EZBW
39a009de,,Departure,2025-03-26 11:59:59,BRS,,D140,N/A,G-YRUS
39a047df,U22911,Departure,2025-03-26 11:59:59,BRS,SSH,A20N,N/A,G-UZHZ
39a067b7,U22783,Departure,2025-03-26 11:59:59,BRS,ORY,A320,N/A,G-EZUA
39a0093f,LS1845,Departure,2025-03-26 11:59:59,BRS,AYT,B738,N/A,G-DRTK
39a044c1,BY226,Departure,2025-03-26 11:59:59,BRS,SSH,B38M,N/A,G-TUMY
39a04a17,FR6241,Departure,2025-03-26 11:59:59,BRS,OTP,B738,N/A,EI-EPD
39a045f8,U22935,Departure,2025-03-26 11:59:59,BRS,PRG,A320,N/A,G-EZRT
39a050c1,U22933,Departure,2025-03-26 11:59:59,BRS,BER,A20N,N/A,G-UZHF
39a06696,U22901,Departure,2025-03-26 12:00:00,BRS,PFO,A20N,N/A,G-UZHC
399ff124,LS1869,Departure,2025-03-26 12:00:00,BRS,PFO,B738,N/A,G-DRTV
