flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
398f7767,U22952,Arrival,2025-03-21 11:59:45,INN,BRS,A20N,N/A,G-UZED
398f90eb,,Departure,2025-03-21 11:59:56,BRS,,B738,N/A,G-JZBM
398f704a,U22881,Departure,2025-03-21 11:59:57,BRS,BSL,A20N,N/A,G-UZHL
398fa3c4,FR4756,Arrival,2025-03-21 12:00:00,ACE,BRS,B38M,N/A,9H-VVE
398fc2ac,U22868,Arrival,2025-03-21 12:00:00,LIS,BRS,A320,N/A,G-EZUW
398fb5ef,U22722,Arrival,2025-03-21 12:00:00,ALC,BRS,A20N,N/A,G-UZHZ
398f9c6d,U22872,Arrival,2025-03-21 12:00:00,FAO,BRS,A21N,N/A,G-UZMA
398fbb6d,,Arrival,2025-03-21 12:00:00,GCI,BRS,FA8X,N/A,G-KOLO
398f6d36,U22714,Arrival,2025-03-21 12:00:00,AGP,BRS,A320,N/A,G-EZTH
398f54b7,U22938,Arrival,2025-03-21 12:00:00,KRK,BRS,A21N,N/A,G-UZMJ
398f6c01,FR8225,Arrival,2025-03-21 12:00:00,RZE,BRS,B738,N/A,9H-QDE
398f7d82,U22848,Arrival,2025-03-21 12:00:00,FCO,BRS,A320,N/A,G-EZRY
398f92ef,U22968,Arrival,2025-03-21 12:00:00,NBE,BRS,A20N,N/A,G-UZLV
398fb13a,XQ584,Arrival,2025-03-21 12:00:00,AYT,BRS,B38M,N/A,TC-SOI
398fb865,U24057,Arrival,2025-03-21 12:00:00,VCE,BRS,A320,N/A,OE-IJV
398fab6e,FR8682,Arrival,2025-03-21 12:00:00,KUN,BRS,B738,N/A,SP-RSB
398f27bc,LS1893,Departure,2025-03-21 12:00:00,BRS,TFS,B738,N/A,G-JZBG
398fb1d4,BY6508,Departure,2025-03-21 12:00:00,BRS,TFS,B38M,N/A,G-TUMY
398f4f37,LS1849,Departure,2025-03-21 12:00:00,BRS,DLM,B738,N/A,G-DRTV
398f9b14,FR4754,Arrival,2025-03-21 12:00:01,TFS,BRS,B38M,N/A,EI-IJI
398fb380,LS1806,Arrival,2025-03-21 12:00:01,ALC,BRS,B738,N/A,G-DRTJ
398f9910,U22704,Arrival,2025-03-21 12:00:01,BCN,BRS,A320,N/A,G-EZUA
398f7f35,FR2291,Arrival,2025-03-21 12:00:01,ALC,BRS,B738,N/A,9H-QBZ
398fa860,FR506,Arrival,2025-03-21 12:00:01,DUB,BRS,B738,N/A,EI-EMM
398f770f,LS1803,Departure,2025-03-21 12:00:01,BRS,ACE,B738,N/A,G-JZBC
398fad78,U22773,Departure,2025-03-21 12:00:01,BRS,CDG,A20N,N/A,G-UZHC
398fa2a7,U22935,Departure,2025-03-21 12:00:01,BRS,PRG,A320,N/A,G-EZWP
398fa03d,U22885,Departure,2025-03-21 12:00:01,BRS,GVA,A320,N/A,G-EZTY
398f9a49,BY324,Departure,2025-03-21 12:00:01,BRS,HRG,B738,N/A,G-FDZD
398f7b14,LS1845,Departure,2025-03-21 12:00:01,BRS,AYT,B738,N/A,G-DRTP
