flight_id,flight_number,direction,actual_time,origin,destination,aircraft_type,airline,registration
39930130,FR3559,Arrival,2025-03-22 11:59:54,BGY,BRS,B738,N/A,9H-QBZ
399319d8,LS1806,Arrival,2025-03-22 11:59:58,ALC,BRS,B738,N/A,G-JZBC
399307ec,U22872,Arrival,2025-03-22 11:59:58,FAO,BRS,A20N,N/A,G-UZHZ
399306b8,U22838,Arrival,2025-03-22 11:59:58,FCO,BRS,A320,N/A,G-EZTY
3992d76e,LS1801,Departure,2025-03-22 11:59:58,BRS,ACE,B738,N/A,G-DRTP
39933261,U22913,Departure,2025-03-22 11:59:58,BRS,HRG,A20N,N/A,G-UZED
3993256d,U2231,Departure,2025-03-22 11:59:58,BRS,BHD,A320,N/A,G-EZRT
3993235c,LS1892,Arrival,2025-03-22 11:59:59,TFS,BRS,B738,N/A,G-JZBM
39933acc,U22734,Arrival,2025-03-22 11:59:59,ACE,BRS,A20N,N/A,G-UZLV
39930372,U22704,Arrival,2025-03-22 11:59:59,BCN,BRS,A320,N/A,G-EZUA
3992ed1b,FR4122,Arrival,2025-03-22 11:59:59,AGP,BRS,B738,N/A,9H-QDE
3992d7cf,U22714,Arrival,2025-03-22 11:59:59,AGP,BRS,A21N,N/A,G-UZMJ
39933570,FR506,Arrival,2025-03-22 11:59:59,DUB,BRS,B738,N/A,EI-DLI
399306b9,LS3508,Arrival,2025-03-22 11:59:59,GVA,BRS,B738,N/A,G-DRTJ
39932253,FR4130,Arrival,2025-03-22 11:59:59,SOF,BRS,B738,N/A,EI-EFH
3992c944,FR4755,Departure,2025-03-22 11:59:59,BRS,ACE,B38M,N/A,9H-VVE
3992fdb9,LS1827,Departure,2025-03-22 11:59:59,BRS,FUE,B738,N/A,G-JZBG
39933f30,U22947,Departure,2025-03-22 11:59:59,BRS,SZG,A320,N/A,G-EZUW
39931c06,U2215,Departure,2025-03-22 11:59:59,BRS,EDI,A20N,N/A,G-UZHH
39931810,U22885,Departure,2025-03-22 11:59:59,BRS,GVA,A320,N/A,G-EZRY
399329db,FR7949,Departure,2025-03-22 11:59:59,BRS,POZ,B738,N/A,SP-RNF
39931a75,U22937,Departure,2025-03-22 11:59:59,BRS,KRK,A20N,N/A,G-UZHF
