flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,GR642,AUR42D,Aurigny Air Services,GR,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T15:05:00+00:00,2025-11-06T15:05:00+00:00,,,Guernsey,GCI,EGJB,,,,2025-11-06T16:05:00+00:00,,,,G-PEMB,AT76,No,,
Departure,U2223,EZY223,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T07:10:00+00:00,2025-11-06T07:10:00+00:00,2025-11-06T07:12:00+00:00,3,Aldergrove International Airport,BFS,EGAA,,,,2025-11-06T08:25:00+00:00,2025-11-06T08:02:00+00:00,2025-11-06T08:00:00+00:00,,,,No,,
Departure,FR3560,RYR3560,Ryanair,FR,landed,2025-11-06,Bristol,BRS,EGGD,,13,2025-11-06T06:05:00+00:00,2025-11-06T06:05:00+00:00,2025-11-06T06:02:00+00:00,,Bergamo - Orio al Serio,BGY,LIME,,,,2025-11-06T09:10:00+00:00,2025-11-06T08:55:00+00:00,2025-11-06T08:53:00+00:00,,,,No,,
Departure,U22709,EZY2709,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T06:20:00+00:00,2025-11-06T06:20:00+00:00,2025-11-06T06:24:00+00:00,4,Son Sant Joan Airport,PMI,LEPA,,,,2025-11-06T09:40:00+00:00,2025-11-06T09:51:00+00:00,2025-11-06T09:54:00+00:00,14,,,No,,
Departure,U2213,EZY213,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T07:00:00+00:00,2025-11-06T07:00:00+00:00,2025-11-06T07:15:00+00:00,15,Edinburgh,EDI,EGPH,,,9,2025-11-06T08:20:00+00:00,2025-11-06T08:05:00+00:00,2025-11-06T08:05:00+00:00,,,,No,,
Departure,LS1807,EXS1807,Jet2,LS,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T07:05:00+00:00,2025-11-06T07:05:00+00:00,2025-11-06T07:22:00+00:00,18,Pablo Ruiz Picasso,AGP,LEMG,,,29,2025-11-06T10:45:00+00:00,2025-11-06T10:52:00+00:00,2025-11-06T10:53:00+00:00,8,,,No,,
Departure,MW4753,MAY4753,Malta Air,MW,landed,2025-11-06,Bristol,BRS,EGGD,,15,2025-11-06T06:40:00+00:00,2025-11-06T06:40:00+00:00,2025-11-06T06:39:00+00:00,,Sur Reina Sofia,TFS,GCTS,,,,2025-11-06T10:55:00+00:00,2025-11-06T10:15:00+00:00,2025-11-06T10:15:00+00:00,,,,No,,
Departure,U22733,EZY2733,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T07:00:00+00:00,2025-11-06T07:00:00+00:00,2025-11-06T07:01:00+00:00,2,Lanzarote,ACE,GCRR,1,,2,2025-11-06T11:05:00+00:00,2025-11-06T10:28:00+00:00,2025-11-06T10:27:00+00:00,,,,No,,
Departure,FR6221,RYR6221,Ryanair,FR,landed,2025-11-06,Bristol,BRS,EGGD,,17,2025-11-06T09:30:00+00:00,2025-11-06T09:30:00+00:00,2025-11-06T09:28:00+00:00,,John Paul II Balice International,KRK,EPKK,3,,,2025-11-06T13:05:00+00:00,2025-11-06T12:43:00+00:00,2025-11-06T12:40:00+00:00,,,,No,,
Departure,X36464,TUI6464,TUIfly,X3,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T09:55:00+00:00,2025-11-06T09:55:00+00:00,2025-11-06T10:02:00+00:00,7,Lanzarote,ACE,GCRR,1,,3,2025-11-06T13:50:00+00:00,2025-11-06T13:28:00+00:00,2025-11-06T13:27:00+00:00,,,,No,,
Departure,U22937,EZY2937,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T12:00:00+00:00,2025-11-06T12:00:00+00:00,2025-11-06T12:05:00+00:00,5,John Paul II Balice International,KRK,EPKK,3,,,2025-11-06T15:30:00+00:00,2025-11-06T15:18:00+00:00,2025-11-06T15:18:00+00:00,,,,No,,
Departure,U2245,EZY245,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T14:20:00+00:00,2025-11-06T14:20:00+00:00,2025-11-06T14:19:00+00:00,,Inverness,INV,EGPE,,,,2025-11-06T15:50:00+00:00,2025-11-06T15:30:00+00:00,2025-11-06T15:23:00+00:00,,,,No,,
Departure,U22837,EZY2837,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T12:50:00+00:00,2025-11-06T12:50:00+00:00,2025-11-06T12:52:00+00:00,2,Leonardo Da Vinci (Fiumicino),FCO,LIRF,1,,,2025-11-06T16:25:00+00:00,2025-11-06T16:19:00+00:00,2025-11-06T16:19:00+00:00,,,,No,,
Departure,U22945,EZY2945,easyJet,U2,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T14:05:00+00:00,2025-11-06T14:05:00+00:00,2025-11-06T14:37:00+00:00,33,Keflavik International,KEF,BIKF,GA,D21,5,2025-11-06T17:15:00+00:00,2025-11-06T17:09:00+00:00,2025-11-06T17:08:00+00:00,,,,No,,
Departure,EI3287,EIN3287,Aer Lingus,EI,landed,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T19:40:00+00:00,2025-11-06T19:40:00+00:00,,16,Dublin International,DUB,EIDW,2,,,2025-11-06T21:00:00+00:00,,,,,,No,,
Departure,U22703,EZY2703,easyJet,U2,scheduled,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T07:15:00+00:00,2025-11-06T07:15:00+00:00,2025-11-06T09:44:00+00:00,150,El Prat De Llobregat,BCN,LEBL,2,,14C,2025-11-06T10:20:00+00:00,2025-11-06T12:31:00+00:00,,131,,,No,,
Departure,BA8943,BAW8943,British Airways,BA,scheduled,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T19:40:00+00:00,2025-11-06T19:40:00+00:00,,,Dublin International,DUB,EIDW,2,,,2025-11-06T21:00:00+00:00,,,,,,Yes,aer lingus,ei3287
Departure,QR8240,QTR8240,Qatar Airways,QR,scheduled,2025-11-06,Bristol,BRS,EGGD,,,2025-11-06T19:40:00+00:00,2025-11-06T19:40:00+00:00,,,Dublin International,DUB,EIDW,2,,,2025-11-06T21:00:00+00:00,,,,,,Yes,aer lingus,ei3287
Arrival,FR746,RYR746,Ryanair,FR,landed,2025-11-06,Kastrup,CPH,EKCH,2,82,2025-11-06T06:20:00+00:00,2025-11-06T06:20:00+00:00,2025-11-06T06:31:00+00:00,12,Bristol,BRS,EGGD,1,,,2025-11-06T07:20:00+00:00,2025-11-06T07:17:00+00:00,2025-11-06T07:18:00+00:00,,,,No,,
Arrival,FR504,RYR504,Ryanair,FR,landed,2025-11-06,Dublin International,DUB,EIDW,1,13,2025-11-06T06:50:00+00:00,2025-11-06T06:50:00+00:00,2025-11-06T07:00:00+00:00,10,Bristol,BRS,EGGD,1,,,2025-11-06T07:55:00+00:00,2025-11-06T07:43:00+00:00,2025-11-06T07:43:00+00:00,,,,No,,
Arrival,U22964,EZY51YK,easyJet,U2,landed,2025-11-06,Menara,RAK,GMMX,,,2025-11-06T15:05:00+00:00,2025-11-06T15:05:00+00:00,2025-11-06T15:01:00+00:00,,Bristol,BRS,EGGD,,,,2025-11-06T17:45:00+00:00,2025-11-06T17:04:00+00:00,,,G-UZHO,A20N,No,,
Arrival,FR3160,RYR3160,Ryanair,FR,landed,2025-11-06,El Prat De Llobregat,BCN,LEBL,2,B47-,2025-11-06T12:45:00+00:00,2025-11-06T12:45:00+00:00,2025-11-06T13:22:00+00:00,38,Bristol,BRS,EGGD,1,,,2025-11-06T14:10:00+00:00,2025-11-06T14:06:00+00:00,2025-11-06T14:06:00+00:00,,,,No,,
Arrival,LS1822,EXS1822,Jet2,LS,landed,2025-11-06,Faro,FAO,LPFR,,,2025-11-06T11:45:00+00:00,2025-11-06T11:45:00+00:00,2025-11-06T11:49:00+00:00,4,Bristol,BRS,EGGD,1,,,2025-11-06T14:25:00+00:00,2025-11-06T14:09:00+00:00,2025-11-06T14:10:00+00:00,,,,No,,
Arrival,U22960,EZY2960,easyJet,U2,landed,2025-11-06,Malta International,MLA,LMML,,,2025-11-06T11:50:00+00:00,2025-11-06T11:50:00+00:00,2025-11-06T12:44:00+00:00,55,Bristol,BRS,EGGD,1,,,2025-11-06T14:25:00+00:00,2025-11-06T14:35:00+00:00,2025-11-06T14:36:00+00:00,11,G-UZHO,A20N,No,,
Arrival,GR642,AUR642,Aurigny Air Services,GR,landed,2025-11-06,Exeter,EXT,EGTE,,,2025-11-06T13:55:00+00:00,2025-11-06T13:55:00+00:00,2025-11-06T14:05:00+00:00,10,Bristol,BRS,EGGD,1,,,2025-11-06T14:30:00+00:00,2025-11-06T14:26:00+00:00,2025-11-06T14:22:00+00:00,,,,No,,
Arrival,FR1332,RYR1332,Ryanair,FR,landed,2025-11-06,Francisco Sá Carneiro,OPO,LPPR,,10,2025-11-06T14:05:00+00:00,2025-11-06T14:05:00+00:00,2025-11-06T14:09:00+00:00,5,Bristol,BRS,EGGD,,,,2025-11-06T16:15:00+00:00,2025-11-06T15:53:00+00:00,2025-11-06T15:56:00+00:00,,,,No,,
Arrival,U2321,EZY321,easyJet,U2,scheduled,2025-11-06,Edinburgh,EDI,EGPH,,,2025-11-06T15:00:00+00:00,2025-11-06T15:00:00+00:00,2025-11-06T16:50:00+00:00,110,Bristol,BRS,EGGD,,,,2025-11-06T16:15:00+00:00,,,,,,No,,
Arrival,U2442,EZY442,easyJet,U2,landed,2025-11-06,Glasgow International,GLA,EGPF,M,35,2025-11-06T15:00:00+00:00,2025-11-06T15:00:00+00:00,2025-11-06T14:59:00+00:00,,Bristol,BRS,EGGD,,,,2025-11-06T16:15:00+00:00,2025-11-06T15:57:00+00:00,2025-11-06T15:54:00+00:00,,,,No,,
Arrival,LS3416,EXS3416,Jet2,LS,landed,2025-11-06,Agadir Almassira,AGA,GMAD,,,2025-11-06T13:45:00+00:00,2025-11-06T13:45:00+00:00,2025-11-06T13:54:00+00:00,9,Bristol,BRS,EGGD,,,,2025-11-06T16:30:00+00:00,2025-11-06T16:18:00+00:00,2025-11-06T16:17:00+00:00,,,,No,,
Arrival,DL9228,DAL9228,Delta Air Lines,DL,landed,2025-11-06,Schiphol,AMS,EHAM,,D10,2025-11-06T16:40:00+00:00,2025-11-06T16:40:00+00:00,2025-11-06T17:06:00+00:00,26,Bristol,BRS,EGGD,,,,2025-11-06T16:55:00+00:00,2025-11-06T17:01:00+00:00,2025-11-06T16:55:00+00:00,,,,Yes,klm,kl1081
Arrival,G35520,GLO5520,Gol,G3,landed,2025-11-06,Schiphol,AMS,EHAM,,D10,2025-11-06T16:40:00+00:00,2025-11-06T16:40:00+00:00,2025-11-06T17:06:00+00:00,26,Bristol,BRS,EGGD,,,,2025-11-06T16:55:00+00:00,2025-11-06T17:01:00+00:00,2025-11-06T16:55:00+00:00,,,,Yes,klm,kl1081
Arrival,KQ1053,KQA1053,Kenya Airways,KQ,landed,2025-11-06,Schiphol,AMS,EHAM,,D10,2025-11-06T16:40:00+00:00,2025-11-06T16:40:00+00:00,2025-11-06T17:06:00+00:00,26,Bristol,BRS,EGGD,,,,2025-11-06T16:55:00+00:00,2025-11-06T17:01:00+00:00,2025-11-06T16:55:00+00:00,,,,Yes,klm,kl1081
Arrival,VS6956,VIR6956,Virgin Atlantic,VS,landed,2025-11-06,Schiphol,AMS,EHAM,,D10,2025-11-06T16:40:00+00:00,2025-11-06T16:40:00+00:00,2025-11-06T17:06:00+00:00,26,Bristol,BRS,EGGD,,,,2025-11-06T16:55:00+00:00,2025-11-06T17:01:00+00:00,2025-11-06T16:55:00+00:00,,,,Yes,klm,kl1081
