flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
GR642,AUR42D,G-ORAI,AT76,EGTE/EXT,EGGD/BRS,7025,226,2024-11-12 14:44:58 UTC,Day flight,AUR
U22876,EZY43CM,G-EZTC,A320,LPPR/OPO,EGGD/BRS,7150,214,2024-11-12 14:44:58 UTC,Day flight,EZY
U22945,EZY25LQ,G-UZLP,A20N,EGGD/BRS,BIKF/KEF,22175,355,2024-11-12 14:44:59 UTC,Day flight,EZY
