flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22721,EZY42HC,G-UZLP,A20N,EGGD/BRS,LEAL/ALC,0,10,2024-11-12 07:29:58 UTC,Day flight,EZY
EI3280,EAI8BR,EI-FSL,AT76,EIDW/DUB,EGGD/BRS,2975,210,2024-11-12 07:29:58 UTC,Day flight,EAI
FR8681,RYR992R,SP-RZE,B38M,EGGD/BRS,EYKA/KUN,3775,202,2024-11-12 07:29:56 UTC,Day flight,RYS
