flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
BY6279,N/A,GCTS,TFS,EGGD,BRS,2023-01-04T00:00:02Z,Invalid Timestamp,51.38484,-2.7195,Unknown
