flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
U26262,N/A,LCPH,PFO,EGGD,BRS,2023-01-14T23:59:59Z,Invalid Timestamp,51.38411,-2.68155,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-14T23:59:57Z,Invalid Timestamp,51.38992,-2.31856,Unknown
