flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-02-12T00:00:01Z,Invalid Timestamp,51.47053,-1.91368,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-02-11T23:59:57Z,Invalid Timestamp,51.38557,-2.7108,Unknown
