flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,U22967,EZY2967,easyJet,U2,active,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T06:25:00+00:00,2025-11-28T06:25:00+00:00,2025-11-28T06:31:00+00:00,7,Zine El Abidine Ben Ali International Airport,NBE,DTNH,,,,2025-11-28T10:35:00+00:00,2025-11-28T10:16:00+00:00,,,,,No,,
Departure,E43005,ENT3005,Enter Air,E4,active,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T10:00:00+00:00,2025-11-28T10:00:00+00:00,2025-11-28T10:28:00+00:00,28,Enontekio,ENF,EFET,,,,2025-11-28T15:01:00+00:00,2025-11-28T15:34:00+00:00,,33,SP-ESI,B738,No,,
Departure,U22839,EZY2839,easyJet,U2,active,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T12:50:00+00:00,2025-11-28T12:50:00+00:00,2025-11-28T13:18:00+00:00,29,Galileo Galilei,PSA,LIRP,T1,,,2025-11-28T16:05:00+00:00,2025-11-28T16:17:00+00:00,,12,,,No,,
Departure,FR623,RYR623,Ryanair,FR,landed,2025-11-28,Bristol,BRS,EGGD,,14,2025-11-28T05:55:00+00:00,2025-11-28T05:55:00+00:00,2025-11-28T06:12:00+00:00,17,Liszt Ferenc International,BUD,LHBP,2B,,,2025-11-28T09:30:00+00:00,2025-11-28T09:29:00+00:00,2025-11-28T09:30:00+00:00,,,,No,,
Departure,FR5187,RYR5187,Ryanair,FR,landed,2025-11-28,Bristol,BRS,EGGD,,22,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:05:00+00:00,6,Alicante El Altet,ALC,LEAL,A,,8B,2025-11-28T09:40:00+00:00,2025-11-28T09:17:00+00:00,2025-11-28T09:18:00+00:00,,,,No,,
Departure,FR8123,RYR8123,Ryanair,FR,landed,2025-11-28,Bristol,BRS,EGGD,,17,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:14:00+00:00,15,Pablo Ruiz Picasso,AGP,LEMG,1,,26,2025-11-28T09:50:00+00:00,2025-11-28T09:36:00+00:00,2025-11-28T09:42:00+00:00,,,,No,,
Departure,FR9503,RYR9503,Ryanair,FR,landed,2025-11-28,Bristol,BRS,EGGD,,16,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:08:00+00:00,8,Bydgoszcz I. J. Paderewski Airport,BZG,EPBY,,,,2025-11-28T09:20:00+00:00,2025-11-28T09:08:00+00:00,2025-11-28T09:05:00+00:00,,,,No,,
Departure,DL9469,DAL9469,Delta Air Lines,DL,landed,2025-11-28,Bristol,BRS,EGGD,,10,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:16:00+00:00,17,Schiphol,AMS,EHAM,3,A08,12,2025-11-28T08:20:00+00:00,2025-11-28T08:04:00+00:00,2025-11-28T08:09:00+00:00,,,,Yes,klm,kl1074
Departure,G35570,GLO5570,Gol,G3,landed,2025-11-28,Bristol,BRS,EGGD,,10,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:16:00+00:00,17,Schiphol,AMS,EHAM,3,A08,12,2025-11-28T08:20:00+00:00,2025-11-28T08:04:00+00:00,2025-11-28T08:09:00+00:00,,,,Yes,klm,kl1074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,landed,2025-11-28,Bristol,BRS,EGGD,,10,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:16:00+00:00,17,Schiphol,AMS,EHAM,3,A08,12,2025-11-28T08:20:00+00:00,2025-11-28T08:04:00+00:00,2025-11-28T08:09:00+00:00,,,,Yes,klm,kl1074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,landed,2025-11-28,Bristol,BRS,EGGD,,10,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:16:00+00:00,17,Schiphol,AMS,EHAM,3,A08,12,2025-11-28T08:20:00+00:00,2025-11-28T08:04:00+00:00,2025-11-28T08:09:00+00:00,,,,Yes,klm,kl1074
Departure,KL1074,KLM1074,KLM,KL,landed,2025-11-28,Bristol,BRS,EGGD,,10,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:16:00+00:00,17,Schiphol,AMS,EHAM,3,A08,12,2025-11-28T08:20:00+00:00,2025-11-28T08:04:00+00:00,2025-11-28T08:09:00+00:00,,,,No,,
Departure,U22713,EZY2713,easyJet,U2,landed,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T06:00:00+00:00,2025-11-28T06:00:00+00:00,2025-11-28T06:10:00+00:00,10,Pablo Ruiz Picasso,AGP,LEMG,1,,25,2025-11-28T09:40:00+00:00,2025-11-28T09:33:00+00:00,2025-11-28T09:35:00+00:00,,,,No,,
Departure,FR4757,RYR4757,Ryanair,FR,landed,2025-11-28,Bristol,BRS,EGGD,,8,2025-11-28T06:10:00+00:00,2025-11-28T06:10:00+00:00,2025-11-28T06:19:00+00:00,9,Gran Canaria,LPA,GCLP,1,,,2025-11-28T10:20:00+00:00,2025-11-28T10:11:00+00:00,2025-11-28T10:11:00+00:00,,,,No,,
Departure,U22707,EZY2707,easyJet,U2,landed,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T06:15:00+00:00,2025-11-28T06:15:00+00:00,2025-11-28T06:21:00+00:00,6,Barajas,MAD,LEMD,1,,,2025-11-28T09:35:00+00:00,2025-11-28T09:15:00+00:00,2025-11-28T09:18:00+00:00,,,,No,,
Departure,U22937,EZY2937,easyJet,U2,landed,2025-11-28,Bristol,BRS,EGGD,,,2025-11-28T06:20:00+00:00,2025-11-28T06:20:00+00:00,2025-11-28T06:45:00+00:00,26,John Paul II Balice International,KRK,EPKK,M,,,2025-11-28T10:00:00+00:00,2025-11-28T10:06:00+00:00,2025-11-28T10:05:00+00:00,5,,,No,,
