flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-23T23:59:53Z,Invalid Timestamp,51.38556,-2.7147,Unknown
