flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
U26224,N/A,LFPG,CDG,EGGD,BRS,2023-02-18T00:00:01Z,Invalid Timestamp,51.38437,-2.71687,Unknown
U26144,N/A,LFBO,TLS,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,50.99121,-2.5924,Unknown
U26190,N/A,LIRP,PSA,EGGD,BRS,2023-02-18T00:00:02Z,Invalid Timestamp,51.40361,-2.32227,Unknown
