flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22912,easyjet,landed,2024-04-03t01:20:00.000,2024-04-03t01:19:00.000,2024-04-03 01:17:00,2024-04-03,01:17:00,0,Night hour departures
u22852,easyjet,landed,2024-04-03t01:35:00.000,2024-04-03t01:45:00.000,2024-04-03 01:39:00,2024-04-03,01:39:00,5,Night hour departures
u22914,easyjet,landed,2024-04-03t02:05:00.000,2024-04-03t02:41:00.000,2024-04-03 02:42:00,2024-04-03,02:42:00,37,Night hour departures
rr8682,ryanair sun,landed,2024-04-03t07:00:00.000,2024-04-03t06:55:00.000,2024-04-03 06:51:00,2024-04-03,06:51:00,0,Shoulder hour flights
fr3559,ryanair,landed,2024-04-03t07:10:00.000,2024-04-03t06:47:00.000,2024-04-03 06:48:00,2024-04-03,06:48:00,0,Shoulder hour flights
fr6220,ryanair,landed,2024-04-03t07:40:00.000,2024-04-03t07:34:00.000,2024-04-03 07:34:00,2024-04-03,07:34:00,0,Regular departures
ba8936,british airways,landed,2024-04-03t07:55:00.000,2024-04-03t08:01:00.000,2024-04-03 08:00:00,2024-04-03,08:00:00,6,Regular departures
ei3280,aer lingus,landed,2024-04-03t07:55:00.000,2024-04-03t08:01:00.000,2024-04-03 08:00:00,2024-04-03,08:00:00,6,Regular departures
2l480,helvetic airways,landed,2024-04-03t07:55:00.000,2024-04-03t07:36:00.000,2024-04-03 07:38:00,2024-04-03,07:38:00,0,Regular departures
u25527,easyjet,landed,2024-04-03t08:35:00.000,2024-04-03t08:21:00.000,2024-04-03 08:25:00,2024-04-03,08:25:00,0,Regular departures
u21533,easyjet,landed,2024-04-03t08:45:00.000,2024-04-03t08:27:00.000,2024-04-03 08:22:00,2024-04-03,08:22:00,0,Regular departures
dl9298,delta air lines,landed,2024-04-03t08:50:00.000,2024-04-03t08:40:00.000,2024-04-03 08:40:00,2024-04-03,08:40:00,0,Regular departures
vs6896,virgin atlantic,landed,2024-04-03t08:50:00.000,2024-04-03t08:40:00.000,2024-04-03 08:40:00,2024-04-03,08:40:00,0,Regular departures
kl1075,klm,landed,2024-04-03t08:50:00.000,2024-04-03t08:40:00.000,2024-04-03 08:40:00,2024-04-03,08:40:00,0,Regular departures
fr504,ryanair,landed,2024-04-03t09:00:00.000,2024-04-03t08:53:00.000,2024-04-03 08:51:00,2024-04-03,08:51:00,0,Regular departures
u27191,easyjet,landed,2024-04-03t09:10:00.000,2024-04-03t08:56:00.000,2024-04-03 08:56:00,2024-04-03,08:56:00,0,Regular departures
u27507,easyjet,landed,2024-04-03t09:40:00.000,2024-04-03t09:33:00.000,2024-04-03 09:29:00,2024-04-03,09:29:00,0,Regular departures
u2224,easyjet,landed,2024-04-03t09:45:00.000,2024-04-03t09:52:00.000,2024-04-03 09:54:00,2024-04-03,09:54:00,9,Regular departures
