flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22721,EZY42HC,G-EZTX,A320,EGGD/BRS,LEAL/ALC,0,2,2024-11-05 07:29:59 UTC,Day flight,EZY
LS1881,EXS24H,G-JZDH,B738,EGGD/BRS,LGRP/RHO,10650,274,2024-11-05 07:29:59 UTC,Day flight,EXS
U22771,EZY48KG,G-UZHD,A20N,EGGD/BRS,LFPG/CDG,18650,366,2024-11-05 07:29:59 UTC,Day flight,EZY
