flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U27848,EJU57WJ,OE-LSU,A20N,EGGD/BRS,EHAM/AMS,2850,202,2024-11-05 07:59:59 UTC,Day flight,EJU
U22937,EZY51FL,G-UZHJ,A20N,EGGD/BRS,EPKK/KRK,9000,292,2024-11-05 07:59:59 UTC,Day flight,EZY
