flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U2238,EZY38YA,G-EZTC,A320,EGNT/NCL,EGGD/BRS,2700,174,2024-11-12 09:14:59 UTC,Day flight,EZY
U2224,EZY937G,G-EZUW,A320,EGAA/BFS,EGGD/BRS,450,122,2024-11-12 09:14:59 UTC,Day flight,EZY
KL1076,KLM80X,D-APRI,E190,EGGD/BRS,EHAM/AMS,13100,278,2024-11-12 09:14:57 UTC,Day flight,GER
