flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
,NJU924H,G-NJAB,C56X,EGGD/BRS,EGJJ/JER,16000,341,2024-11-05 09:29:57 UTC,Day flight,NJU
U2238,EZY38YA,G-EZTZ,A320,EGNT/NCL,EGGD/BRS,8000,226,2024-11-05 09:29:57 UTC,Day flight,EZY
LS1883,EXS39C,G-JZBG,B738,EGGD/BRS,GCTS/TFS,0,0,2024-11-05 09:29:40 UTC,Day flight,EXS
U22873,EZY81KD,G-UZMA,A21N,EGGD/BRS,LPFR/FAO,0,0,2024-11-05 09:29:50 UTC,Day flight,EZY
U22903,EZY16AM,G-UZHA,A20N,EGGD/BRS,LCLK/LCA,6350,260,2024-11-05 09:29:59 UTC,Day flight,EZY
U2214,EZY37UM,G-EZWI,A320,EGPH/EDI,EGGD/BRS,1200,139,2024-11-05 09:29:57 UTC,Day flight,EZY
FR4754,RYR9ND,EI-IFY,B38M,GCTS/TFS,EGGD/BRS,4925,229,2024-11-05 09:29:57 UTC,Day flight,RYR
