flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,AZ3738,AZA3738,Alitalia,AZ,active,2025-10-21,Bristol,BRS,EGGD,,9B,2025-10-21T06:20:00+00:00,2025-10-21T06:20:00+00:00,2025-10-21T06:52:00+00:00,33,Schiphol,AMS,EHAM,,A08,13,2025-10-21T08:35:00+00:00,2025-10-21T08:47:00+00:00,,12,,,Yes,klm,kl1074
Departure,DL9469,DAL9469,Delta Air Lines,DL,active,2025-10-21,Bristol,BRS,EGGD,,9B,2025-10-21T06:20:00+00:00,2025-10-21T06:20:00+00:00,2025-10-21T06:52:00+00:00,33,Schiphol,AMS,EHAM,,A08,13,2025-10-21T08:35:00+00:00,2025-10-21T08:47:00+00:00,,12,,,Yes,klm,kl1074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,active,2025-10-21,Bristol,BRS,EGGD,,9B,2025-10-21T06:20:00+00:00,2025-10-21T06:20:00+00:00,2025-10-21T06:52:00+00:00,33,Schiphol,AMS,EHAM,,A08,13,2025-10-21T08:35:00+00:00,2025-10-21T08:47:00+00:00,,12,,,Yes,klm,kl1074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,active,2025-10-21,Bristol,BRS,EGGD,,9B,2025-10-21T06:20:00+00:00,2025-10-21T06:20:00+00:00,2025-10-21T06:52:00+00:00,33,Schiphol,AMS,EHAM,,A08,13,2025-10-21T08:35:00+00:00,2025-10-21T08:47:00+00:00,,12,,,Yes,klm,kl1074
Departure,KL1074,KLM1074,KLM,KL,active,2025-10-21,Bristol,BRS,EGGD,,9B,2025-10-21T06:20:00+00:00,2025-10-21T06:20:00+00:00,2025-10-21T06:52:00+00:00,33,Schiphol,AMS,EHAM,,A08,13,2025-10-21T08:35:00+00:00,2025-10-21T08:47:00+00:00,,12,,,No,,
Departure,U22702,EZY2702,easyJet,U2,active,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T06:40:00+00:00,2025-10-21T06:40:00+00:00,2025-10-21T06:45:00+00:00,6,Corvera International,RMU,LEMI,,,,2025-10-21T10:10:00+00:00,2025-10-21T09:55:00+00:00,,,,,No,,
Departure,SI4473,SPA4473,Sierra Pacific Airlines,SI,active,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T11:35:00+00:00,2025-10-21T11:35:00+00:00,,,Jersey,JER,EGJJ,,,,2025-10-21T12:35:00+00:00,,,,,,No,,
Departure,U2245,EZY245,easyJet,U2,active,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T11:00:00+00:00,2025-10-21T11:00:00+00:00,2025-10-21T11:02:00+00:00,3,Inverness,INV,EGPE,,,,2025-10-21T12:30:00+00:00,2025-10-21T12:13:00+00:00,,,,,No,,
Departure,LS1821,EXS1821,Jet2,LS,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T06:15:00+00:00,2025-10-21T06:15:00+00:00,2025-10-21T06:28:00+00:00,13,Faro,FAO,LPFR,,,,2025-10-21T08:55:00+00:00,2025-10-21T08:53:00+00:00,2025-10-21T08:47:00+00:00,,,,No,,
Departure,RR8254,RYS8254,Ryanair Sun,RR,landed,2025-10-21,Bristol,BRS,EGGD,,17,2025-10-21T06:15:00+00:00,2025-10-21T06:15:00+00:00,2025-10-21T06:14:00+00:00,,Lech Walesa,GDN,EPGD,,,,2025-10-21T09:30:00+00:00,2025-10-21T09:12:00+00:00,2025-10-21T09:11:00+00:00,,,,No,,
Departure,LS,EXS,Jet2,LS,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T07:50:00+00:00,2025-10-21T07:50:00+00:00,2025-10-21T08:16:00+00:00,26,Leeds/bradford,LBA,EGNM,,,,2025-10-21T09:13:00+00:00,2025-10-21T09:09:00+00:00,2025-10-21T09:19:00+00:00,6,,,No,,
Departure,U22921,EZY2921,easyJet,U2,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T07:05:00+00:00,2025-10-21T07:05:00+00:00,2025-10-21T07:21:00+00:00,16,Schiphol,AMS,EHAM,,,19,2025-10-21T09:25:00+00:00,2025-10-21T09:15:00+00:00,2025-10-21T09:14:00+00:00,,,,No,,
Departure,U22841,EZY2841,easyJet,U2,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T08:00:00+00:00,2025-10-21T08:00:00+00:00,2025-10-21T08:07:00+00:00,8,Milano Malpensa,MXP,LIMC,2,,,2025-10-21T11:00:00+00:00,2025-10-21T10:47:00+00:00,2025-10-21T10:47:00+00:00,,,,No,,
Departure,U22733,EZY18CF,easyJet,U2,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T06:05:00+00:00,2025-10-21T06:05:00+00:00,2025-10-21T06:11:00+00:00,6,Lanzarote,ACE,GCRR,1,,4,2025-10-21T10:05:00+00:00,2025-10-21T09:34:00+00:00,2025-10-21T09:38:00+00:00,,G-UZMA,A21N,No,,
Departure,U25530,EZY5530,easyJet,U2,landed,2025-10-21,Bristol,BRS,EGGD,,,2025-10-21T09:15:00+00:00,2025-10-21T09:15:00+00:00,2025-10-21T09:37:00+00:00,23,Schiphol,AMS,EHAM,,,19,2025-10-21T11:35:00+00:00,2025-10-21T11:33:00+00:00,2025-10-21T11:32:00+00:00,,,,No,,
Departure,DL9522,DAL9522,Delta Air Lines,DL,landed,2025-10-21,Bristol,BRS,EGGD,,11B,2025-10-21T09:20:00+00:00,2025-10-21T09:20:00+00:00,2025-10-21T09:43:00+00:00,23,Schiphol,AMS,EHAM,,A08,8,2025-10-21T11:35:00+00:00,2025-10-21T11:32:00+00:00,2025-10-21T11:38:00+00:00,3,,,Yes,klm,kl1076
Departure,G35569,GLO5569,Gol,G3,landed,2025-10-21,Bristol,BRS,EGGD,,11B,2025-10-21T09:20:00+00:00,2025-10-21T09:20:00+00:00,2025-10-21T09:43:00+00:00,23,Schiphol,AMS,EHAM,,A08,8,2025-10-21T11:35:00+00:00,2025-10-21T11:32:00+00:00,2025-10-21T11:38:00+00:00,3,,,Yes,klm,kl1076
Departure,KQ1052,KQA1052,Kenya Airways,KQ,landed,2025-10-21,Bristol,BRS,EGGD,,11B,2025-10-21T09:20:00+00:00,2025-10-21T09:20:00+00:00,2025-10-21T09:43:00+00:00,23,Schiphol,AMS,EHAM,,A08,8,2025-10-21T11:35:00+00:00,2025-10-21T11:32:00+00:00,2025-10-21T11:38:00+00:00,3,,,Yes,klm,kl1076
Departure,VS6949,VIR6949,Virgin Atlantic,VS,landed,2025-10-21,Bristol,BRS,EGGD,,11B,2025-10-21T09:20:00+00:00,2025-10-21T09:20:00+00:00,2025-10-21T09:43:00+00:00,23,Schiphol,AMS,EHAM,,A08,8,2025-10-21T11:35:00+00:00,2025-10-21T11:32:00+00:00,2025-10-21T11:38:00+00:00,3,,,Yes,klm,kl1076
Departure,KL1076,KLM1076,KLM,KL,landed,2025-10-21,Bristol,BRS,EGGD,,11B,2025-10-21T09:20:00+00:00,2025-10-21T09:20:00+00:00,2025-10-21T09:43:00+00:00,23,Schiphol,AMS,EHAM,,A08,8,2025-10-21T11:35:00+00:00,2025-10-21T11:32:00+00:00,2025-10-21T11:38:00+00:00,3,,,No,,
