flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
fr4757,ryanair,active,2023-11-16t05:45:00.000,2023-11-16t05:45:00.000,2023-11-16 05:48:00,2023-11-16,05:48:00,4,Night hour departures
u22733,easyjet,active,2023-11-16t06:05:00.000,2023-11-16t06:05:00.000,2023-11-16 06:04:00,2023-11-16,06:04:00,0,Shoulder hour flights
af5199,air france,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
az3737,alitalia,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
dl9422,delta air lines,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
ey7330,etihad airways,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
g35535,gol,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
kq1046,kenya airways,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
vs6854,virgin atlantic,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
kl1046,klm,active,2023-11-16t06:15:00.000,2023-11-16t06:47:00.000,2023-11-16 06:46:00,2023-11-16,06:46:00,32,Shoulder hour flights
u22713,easyjet,active,2023-11-16t06:20:00.000,2023-11-16t06:20:00.000,2023-11-16 06:16:00,2023-11-16,06:16:00,0,Shoulder hour flights
fr4753,ryanair,active,2023-11-16t07:00:00.000,2023-11-16t07:00:00.000,2023-11-16 07:16:00,2023-11-16,07:16:00,16,Regular departures
ls1807,jet2,active,2023-11-16t07:00:00.000,2023-11-16t07:15:00.000,2023-11-16 07:25:00,2023-11-16,07:25:00,26,Regular departures
u2201,easyjet,active,2023-11-16t07:00:00.000,2023-11-16t07:00:00.000,2023-11-16 07:05:00,2023-11-16,07:05:00,6,Regular departures
u2213,easyjet,active,2023-11-16t07:00:00.000,2023-11-16t07:12:00.000,2023-11-16 07:01:00,2023-11-16,07:01:00,1,Regular departures
u2237,easyjet,active,2023-11-16t07:00:00.000,2023-11-16t07:00:00.000,2023-11-16 07:03:00,2023-11-16,07:03:00,3,Regular departures
fr2292,ryanair,active,2023-11-16t07:05:00.000,2023-11-16t07:05:00.000,2023-11-16 07:11:00,2023-11-16,07:11:00,7,Regular departures
u22709,easyjet,active,2023-11-16t07:10:00.000,2023-11-16t07:08:00.000,2023-11-16 07:19:00,2023-11-16,07:19:00,9,Regular departures
u22721,easyjet,active,2023-11-16t07:20:00.000,2023-11-16t07:20:00.000,2023-11-16 07:28:00,2023-11-16,07:28:00,8,Regular departures
