flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
FR4756,N/A,GCRR,ACE,EGGD,BRS,2022-12-11T23:59:59Z,Invalid Timestamp,51.38311,-2.73342,Unknown
,N/A,EGGD,BRS,N/A,N/A,2022-12-11T23:59:59Z,Invalid Timestamp,51.38431,-2.71971,Unknown
