flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.0638,-2.69234,Unknown
FR9504,N/A,EPBY,BZG,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38385,-2.73233,Unknown
U2430,N/A,EGPH,EDI,EGGD,BRS,2022-12-30T23:59:59Z,Invalid Timestamp,51.38504,-2.71852,Unknown
U26070,N/A,EFRO,RVN,EGGD,BRS,2022-12-30T23:59:57Z,Invalid Timestamp,51.61285,-2.54697,Unknown
