flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
x36254,tuifly,active,2023-10-03t06:00:00.000,2023-10-03t06:00:00.000,2023-10-03 06:15:00,2023-10-03,06:15:00,16,Shoulder hour flights
u22709,easyjet,active,2023-10-03t06:00:00.000,2023-10-03t06:17:00.000,2023-10-03 06:41:00,2023-10-03,06:41:00,42,Shoulder hour flights
u22715,easyjet,active,2023-10-03t06:00:00.000,2023-10-03t06:00:00.000,2023-10-03 06:11:00,2023-10-03,06:11:00,12,Shoulder hour flights
ls1891,jet2,active,2023-10-03t06:05:00.000,2023-10-03t06:05:00.000,2023-10-03 06:32:00,2023-10-03,06:32:00,27,Shoulder hour flights
u22733,easyjet,active,2023-10-03t06:10:00.000,2023-10-03t06:10:00.000,2023-10-03 06:21:00,2023-10-03,06:21:00,12,Shoulder hour flights
u22765,easyjet,active,2023-10-03t06:10:00.000,2023-10-03t06:10:00.000,2023-10-03 06:27:00,2023-10-03,06:27:00,17,Shoulder hour flights
fr505,ryanair,active,2023-10-03t06:15:00.000,2023-10-03t06:15:00.000,2023-10-03 06:24:00,2023-10-03,06:24:00,10,Shoulder hour flights
ls1821,jet2,active,2023-10-03t06:15:00.000,2023-10-03t06:30:00.000,2023-10-03 06:34:00,2023-10-03,06:34:00,19,Shoulder hour flights
u22731,easyjet,active,2023-10-03t06:15:00.000,2023-10-03t06:44:00.000,2023-10-03 06:43:00,2023-10-03,06:43:00,29,Shoulder hour flights
u22837,easyjet,active,2023-10-03t06:15:00.000,2023-10-03t06:28:00.000,2023-10-03 06:37:00,2023-10-03,06:37:00,23,Shoulder hour flights
u22843,easyjet,active,2023-10-03t06:15:00.000,2023-10-03t06:20:00.000,2023-10-03 06:29:00,2023-10-03,06:29:00,15,Shoulder hour flights
af5199,air france,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
az3737,alitalia,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
dl9422,delta air lines,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
ey7330,etihad airways,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
g35535,gol,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
kq1046,kenya airways,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
vs6854,virgin atlantic,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
kl1046,klm,active,2023-10-03t06:20:00.000,2023-10-03t06:19:00.000,2023-10-03 06:19:00,2023-10-03,06:19:00,0,Shoulder hour flights
