flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,VS6948,VIR6948,Virgin Atlantic,VS,active,2025-07-22,Bristol,BRS,EGGD,,10,2025-07-22T06:20:00+00:00,2025-07-22T06:20:00+00:00,,15,Schiphol,AMS,EHAM,,A08,,2025-07-22T08:35:00+00:00,,,,,,Yes,eastern airways,t31074
Departure,T31074,EZE1074,Eastern Airways,T3,active,2025-07-22,Bristol,BRS,EGGD,,10,2025-07-22T06:20:00+00:00,2025-07-22T06:20:00+00:00,,15,Schiphol,AMS,EHAM,,A08,,2025-07-22T08:35:00+00:00,,,,,,No,,
Departure,LS1849,EXS1849,Jet2,LS,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:30:00+00:00,2025-07-22T06:30:00+00:00,,8,Dalaman,DLM,LTBS,I,,,2025-07-22T12:35:00+00:00,,,,,,No,,
Departure,X36272,TUI6272,TUIfly,X3,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:30:00+00:00,2025-07-22T06:30:00+00:00,,15,Son Sant Joan Airport,PMI,LEPA,,,04,2025-07-22T09:45:00+00:00,,,,,,No,,
Departure,U22765,EZY2765,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:30:00+00:00,2025-07-22T06:30:00+00:00,,,Cote D'azur International Airport,NCE,LFMN,2,,,2025-07-22T09:35:00+00:00,,,,,,No,,
Departure,U22883,EZY2883,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:30:00+00:00,2025-07-22T06:30:00+00:00,,,Geneve-cointrin,GVA,LSGG,1,,2,2025-07-22T09:10:00+00:00,,,,,,No,,
Departure,LS1807,EXS1807,Jet2,LS,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:35:00+00:00,2025-07-22T06:35:00+00:00,,15,Pablo Ruiz Picasso,AGP,LEMG,,,,2025-07-22T10:15:00+00:00,,,,,,No,,
Departure,U22702,EZY2702,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:40:00+00:00,2025-07-22T06:40:00+00:00,,,Corvera International,RMU,LEMI,,,,2025-07-22T10:10:00+00:00,,,,,,No,,
Departure,U22715,EZY2715,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:00:00+00:00,2025-07-22T06:00:00+00:00,2025-07-22T06:01:00+00:00,2,Pablo Ruiz Picasso,AGP,LEMG,,,,2025-07-22T09:45:00+00:00,,,,,,No,,
Departure,U22803,EZY2803,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T06:05:00+00:00,2025-07-22T06:05:00+00:00,2025-07-22T06:34:00+00:00,29,"Athens International Airport ""Eleftherios Venizelos""",ATH,LGAV,,,04,2025-07-22T11:45:00+00:00,,,8,,,No,,
Departure,U22867,EZY2867,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T13:30:00+00:00,2025-07-22T13:30:00+00:00,,,Lisbon Portela,LIS,LPPT,1,,,2025-07-22T16:05:00+00:00,,,,,,No,,
Departure,AZ3738,AZA3738,Alitalia,AZ,active,2025-07-22,Bristol,BRS,EGGD,,10,2025-07-22T06:20:00+00:00,2025-07-22T06:20:00+00:00,,12,Schiphol,AMS,EHAM,2,A08,011,2025-07-22T08:35:00+00:00,,,,,,Yes,eastern airways,t31074
Departure,FR5213,RYR5213,Ryanair,FR,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:10:00+00:00,2025-07-22T09:10:00+00:00,,65,Alicante El Altet,ALC,LEAL,,,21A,2025-07-22T12:40:00+00:00,,,,,,No,,
Departure,U25530,EZY5530,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:15:00+00:00,2025-07-22T09:15:00+00:00,2025-07-22T09:28:00+00:00,13,Schiphol,AMS,EHAM,3,,20,2025-07-22T11:35:00+00:00,,,,,,No,,
Departure,DL9522,DAL9522,Delta Air Lines,DL,active,2025-07-22,Bristol,BRS,EGGD,,10,2025-07-22T09:20:00+00:00,2025-07-22T09:20:00+00:00,2025-07-22T09:45:00+00:00,25,Schiphol,AMS,EHAM,2,A08,008,2025-07-22T11:35:00+00:00,,,3,,,Yes,klm,kl1076
Departure,G35569,GLO5569,Gol,G3,active,2025-07-22,Bristol,BRS,EGGD,,10,2025-07-22T09:20:00+00:00,2025-07-22T09:20:00+00:00,2025-07-22T09:45:00+00:00,25,Schiphol,AMS,EHAM,2,A08,008,2025-07-22T11:35:00+00:00,,,3,,,Yes,klm,kl1076
Departure,FR9336,RYR9336,Ryanair,FR,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T12:10:00+00:00,2025-07-22T12:10:00+00:00,2025-07-22T12:12:00+00:00,3,Girona-Costa Brava,GRO,LEGE,1,,,2025-07-22T15:10:00+00:00,,,,,,No,,
Departure,U2245,EZY245,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T11:00:00+00:00,2025-07-22T11:00:00+00:00,2025-07-22T10:58:00+00:00,,Inverness,INV,EGPE,,,,2025-07-22T12:30:00+00:00,,,,,,No,,
Departure,U22737,EZY2737,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T11:20:00+00:00,2025-07-22T11:20:00+00:00,2025-07-22T11:18:00+00:00,,Bilbao,BIO,LEBB,O,,6,2025-07-22T14:10:00+00:00,,,,,,No,,
Departure,U22835,EZY2835,easyJet,U2,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T11:35:00+00:00,2025-07-22T11:35:00+00:00,2025-07-22T11:41:00+00:00,6,Costa Smeralda,OLB,LIEO,1,,,2025-07-22T15:15:00+00:00,,,,,,No,,
Departure,PC1197,PGT1197,Pegasus,PC,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T11:40:00+00:00,2025-07-22T11:40:00+00:00,2025-07-22T12:03:00+00:00,23,Sabiha Gokcen,SAW,LTFJ,,,,2025-07-22T17:50:00+00:00,,,,,,No,,
Departure,FR8234,RYR8234,Ryanair,FR,active,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T12:10:00+00:00,2025-07-22T12:10:00+00:00,2025-07-22T12:38:00+00:00,29,Son Sant Joan Airport,PMI,LEPA,,,19,2025-07-22T15:30:00+00:00,,,7,,,No,,
Departure,KQ1052,KQA1052,Kenya Airways,KQ,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:20:00+00:00,2025-07-22T09:20:00+00:00,,10,Schiphol,AMS,EHAM,,A08,,2025-07-22T11:35:00+00:00,,,,,,Yes,klm,kl1076
Departure,VS6949,VIR6949,Virgin Atlantic,VS,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:20:00+00:00,2025-07-22T09:20:00+00:00,,10,Schiphol,AMS,EHAM,,A08,,2025-07-22T11:35:00+00:00,,,,,,Yes,klm,kl1076
Departure,KL1076,KLM1076,KLM,KL,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:20:00+00:00,2025-07-22T09:20:00+00:00,,10,Schiphol,AMS,EHAM,,A08,,2025-07-22T11:35:00+00:00,,,,,,No,,
Departure,U27508,EZY7508,easyJet,U2,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:35:00+00:00,2025-07-22T09:35:00+00:00,,,Faro,FAO,LPFR,,,,2025-07-22T12:15:00+00:00,,,,,,No,,
Departure,1I,EJA,NetJets Aviation,1I,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T09:50:00+00:00,2025-07-22T09:50:00+00:00,,15,Zurich,ZRH,LSZH,,,,2025-07-22T12:28:00+00:00,,,,,,No,,
Departure,U27192,EZY7192,easyJet,U2,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T10:05:00+00:00,2025-07-22T10:05:00+00:00,,,El Prat De Llobregat,BCN,LEBL,2,,13C,2025-07-22T13:10:00+00:00,,,,,,No,,
Departure,X36256,TUI6256,TUIfly,X3,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T07:15:00+00:00,2025-07-22T07:15:00+00:00,,15,Reus,REU,LERS,T1,,3,2025-07-22T10:15:00+00:00,,,,,,No,,
Departure,U22773,EZY2773,easyJet,U2,scheduled,2025-07-22,Bristol,BRS,EGGD,,,2025-07-22T07:15:00+00:00,2025-07-22T07:15:00+00:00,,,Charles De Gaulle,CDG,LFPG,2B,,,2025-07-22T09:35:00+00:00,,,,,,No,,
