Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Malta International,2024-04-10T11:00:00+00:00,2024-04-10T11:07:00+00:00,Bristol,2024-04-10T13:30:00+00:00,2024-04-10T13:12:00+00:00
Alitalia,Schiphol,2024-04-10T12:55:00+00:00,2024-04-10T13:21:00+00:00,Bristol,2024-04-10T13:10:00+00:00,2024-04-10T13:15:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-10T10:25:00+00:00,2024-04-10T10:34:00+00:00,Bristol,2024-04-10T12:10:00+00:00,2024-04-10T12:14:00+00:00
Arcus Air,Dyce,2024-04-10T11:45:00+00:00,2024-04-10T12:05:00+00:00,Bristol,2024-04-10T13:04:00+00:00,2024-04-10T13:23:00+00:00
Ryanair Sun,Kaunas,2024-04-10T06:05:00+00:00,2024-04-10T06:15:00+00:00,Bristol,2024-04-10T07:00:00+00:00,2024-04-10T06:56:00+00:00
easyJet,Alicante El Altet,2024-04-10T11:20:00+00:00,2024-04-10T11:32:00+00:00,Bristol,2024-04-10T12:55:00+00:00,2024-04-10T13:04:00+00:00
Ryanair,Bergamo - Orio al Serio,2024-04-10T06:05:00+00:00,2024-04-10T06:16:00+00:00,Bristol,2024-04-10T07:10:00+00:00,2024-04-10T07:05:00+00:00
Ryanair,John Paul II Balice International,2024-04-10T06:05:00+00:00,2024-04-10T06:47:00+00:00,Bristol,2024-04-10T07:40:00+00:00,2024-04-10T08:02:00+00:00
Ryanair,Kaunas,2024-04-10T06:05:00+00:00,,Bristol,2024-04-10T07:00:00+00:00,
easyJet,Alicante El Altet,2024-04-10T07:00:00+00:00,2024-04-10T07:15:00+00:00,Bristol,2024-04-10T08:35:00+00:00,2024-04-10T08:44:00+00:00
easyJet,Geneve-cointrin,2024-04-10T17:10:00+00:00,2024-04-10T17:28:00+00:00,Bristol,2024-04-10T17:55:00+00:00,2024-04-10T17:58:00+00:00
Ryanair,Alicante El Altet,2024-04-10T10:00:00+00:00,2024-04-10T10:14:00+00:00,Bristol,2024-04-10T11:35:00+00:00,2024-04-10T11:44:00+00:00
BAe Systems Marine,Walney Island,2024-04-10T16:10:00+00:00,2024-04-10T16:19:00+00:00,Bristol,2024-04-10T16:59:00+00:00,2024-04-10T17:06:00+00:00
Ryanair,Faro,2024-04-10T21:05:00+00:00,2024-04-10T21:14:00+00:00,Bristol,2024-04-10T23:45:00+00:00,2024-04-10T23:41:00+00:00
TUIfly,Paphos International Airport,2024-04-10T14:50:00+00:00,2024-04-10T14:53:00+00:00,Bristol,2024-04-10T17:40:00+00:00,2024-04-10T17:33:00+00:00
Ryanair,Dublin International,2024-04-10T11:45:00+00:00,2024-04-10T12:12:00+00:00,Bristol,2024-04-10T12:50:00+00:00,2024-04-10T12:53:00+00:00
easyJet,Berlin Brandenburg Airport,2024-04-10T17:10:00+00:00,2024-04-10T17:25:00+00:00,Bristol,2024-04-10T18:10:00+00:00,2024-04-10T18:07:00+00:00
easyJet,Son Sant Joan Airport,2024-04-10T14:10:00+00:00,2024-04-10T14:19:00+00:00,Bristol,2024-04-10T15:40:00+00:00,2024-04-10T15:42:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-10T13:40:00+00:00,2024-04-10T13:50:00+00:00,Bristol,2024-04-10T15:10:00+00:00,2024-04-10T15:10:00+00:00
easyJet,Ioannis Kapodistrias,2024-04-10T12:25:00+00:00,2024-04-10T12:52:00+00:00,Bristol,2024-04-10T13:55:00+00:00,2024-04-10T13:50:00+00:00
easyJet,Son Sant Joan Airport,2024-04-10T10:00:00+00:00,2024-04-10T10:10:00+00:00,Bristol,2024-04-10T11:30:00+00:00,2024-04-10T11:34:00+00:00
