flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
EC9046,EJU9046,OE-LSR,A20N,EGGD/BRS,LPPT/LIS,18225,322,2024-11-05 08:29:58 UTC,Day flight,EJU
EI3281,EAI81A,EI-HDI,AT76,EGGD/BRS,EIDW/DUB,0,13,2024-11-05 08:29:54 UTC,Day flight,EAI
LS1863,EXS3KC,G-JZHX,B738,EGGD/BRS,GCLP/LPA,4400,214,2024-11-05 08:30:00 UTC,Day flight,EXS
