flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,AZ3738,AZA3738,Alitalia,AZ,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:45:00+00:00,31,Schiphol,AMS,EHAM,2,A08,012,2025-09-05T08:35:00+00:00,2025-09-05T08:36:00+00:00,2025-09-05T08:38:00+00:00,3,,,Yes,eastern airways,t31074
Departure,DL9461,DAL9461,Delta Air Lines,DL,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:45:00+00:00,31,Schiphol,AMS,EHAM,2,A08,012,2025-09-05T08:35:00+00:00,2025-09-05T08:36:00+00:00,2025-09-05T08:38:00+00:00,3,,,Yes,eastern airways,t31074
Departure,KQ1050,KQA1050,Kenya Airways,KQ,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:45:00+00:00,31,Schiphol,AMS,EHAM,2,A08,012,2025-09-05T08:35:00+00:00,2025-09-05T08:36:00+00:00,2025-09-05T08:38:00+00:00,3,,,Yes,eastern airways,t31074
Departure,VS6948,VIR6948,Virgin Atlantic,VS,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:45:00+00:00,31,Schiphol,AMS,EHAM,2,A08,012,2025-09-05T08:35:00+00:00,2025-09-05T08:36:00+00:00,2025-09-05T08:38:00+00:00,3,,,Yes,eastern airways,t31074
Departure,T31074,EZE1074,Eastern Airways,T3,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:45:00+00:00,31,Schiphol,AMS,EHAM,2,A08,012,2025-09-05T08:35:00+00:00,2025-09-05T08:36:00+00:00,2025-09-05T08:38:00+00:00,3,,,No,,
Departure,U2221,EZY682V,easyJet,U2,landed,2025-09-05,Bristol,BRS,EGGD,,,2025-09-05T07:00:00+00:00,2025-09-05T07:00:00+00:00,2025-09-05T07:03:00+00:00,4,Aldergrove International Airport,BFS,EGAA,,,,2025-09-05T08:10:00+00:00,2025-09-05T07:56:00+00:00,2025-09-05T07:59:00+00:00,,G-UZLZ,A20N,No,,
Departure,U22703,EZY2703,easyJet,U2,landed,2025-09-05,Bristol,BRS,EGGD,,,2025-09-05T07:10:00+00:00,2025-09-05T07:10:00+00:00,2025-09-05T07:18:00+00:00,9,El Prat De Llobregat,BCN,LEBL,2,,14C,2025-09-05T10:15:00+00:00,2025-09-05T10:06:00+00:00,2025-09-05T10:07:00+00:00,,,,No,,
Departure,FR3385,RYR3385,Ryanair,FR,landed,2025-09-05,Bristol,BRS,EGGD,,11,2025-09-05T06:30:00+00:00,2025-09-05T06:30:00+00:00,2025-09-05T06:36:00+00:00,6,Bellegarde,LIG,LFBL,1,11,,2025-09-05T09:05:00+00:00,2025-09-05T08:44:00+00:00,2025-09-05T08:47:00+00:00,,,,No,,
Departure,U22921,EZY2921,easyJet,U2,landed,2025-09-05,Bristol,BRS,EGGD,,,2025-09-05T07:20:00+00:00,2025-09-05T07:20:00+00:00,2025-09-05T08:00:00+00:00,40,Schiphol,AMS,EHAM,3,,20,2025-09-05T09:40:00+00:00,2025-09-05T09:55:00+00:00,2025-09-05T09:56:00+00:00,16,,,No,,
Departure,U22731,EZY2731,easyJet,U2,landed,2025-09-05,Bristol,BRS,EGGD,,,2025-09-05T06:05:00+00:00,2025-09-05T06:05:00+00:00,2025-09-05T06:13:00+00:00,8,Sur Reina Sofia,TFS,GCTS,M,,A3,2025-09-05T10:25:00+00:00,2025-09-05T09:56:00+00:00,2025-09-05T09:56:00+00:00,,,,No,,
Departure,LS1805,EXS1805,Jet2,LS,landed,2025-09-05,Bristol,BRS,EGGD,,,2025-09-05T06:25:00+00:00,2025-09-05T06:25:00+00:00,2025-09-05T06:57:00+00:00,33,Alicante El Altet,ALC,LEAL,N,,5B,2025-09-05T09:55:00+00:00,2025-09-05T10:04:00+00:00,2025-09-05T10:06:00+00:00,11,,,No,,
Departure,FR1666,RYR67MF,Ryanair,FR,landed,2025-09-05,Bristol,BRS,EGGD,,22,2025-09-05T06:15:00+00:00,2025-09-05T06:15:00+00:00,2025-09-05T06:24:00+00:00,10,Fuerteventura,FUE,GCFV,1,22,4,2025-09-05T10:15:00+00:00,2025-09-05T10:01:00+00:00,2025-09-05T10:00:00+00:00,,SP-RSF,B738,No,,
Departure,DL9522,DAL9522,Delta Air Lines,DL,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T09:20:00+00:00,2025-09-05T09:20:00+00:00,2025-09-05T09:43:00+00:00,23,Schiphol,AMS,EHAM,2,A08,010,2025-09-05T11:35:00+00:00,2025-09-05T11:34:00+00:00,2025-09-05T11:38:00+00:00,3,,,Yes,klm,kl1076
Departure,G35569,GLO5569,Gol,G3,landed,2025-09-05,Bristol,BRS,EGGD,,10,2025-09-05T09:20:00+00:00,2025-09-05T09:20:00+00:00,2025-09-05T09:43:00+00:00,23,Schiphol,AMS,EHAM,2,A08,010,2025-09-05T11:35:00+00:00,2025-09-05T11:34:00+00:00,2025-09-05T11:38:00+00:00,3,,,Yes,klm,kl1076
