flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U2217,EZY137C,G-EZUW,A320,EGGD/BRS,EGPH/EDI,5325,239,2024-11-05 11:29:58 UTC,Day flight,EZY
U22772,EZY18TQ,G-EZUO,A320,LFPG/CDG,EGGD/BRS,4750,234,2024-11-05 11:29:57 UTC,Day flight,EZY
FR504,RYR61VY,EI-EBO,B738,EIDW/DUB,EGGD/BRS,10075,244,2024-11-05 11:29:57 UTC,Day flight,RYR
