flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
fr4755,ryanair,active,2023-10-29t05:55:00.000,2023-10-29t05:55:00.000,2023-10-29 06:12:00,2023-10-29,06:12:00,17,Shoulder hour flights
u22871,easyjet,active,2023-10-29t06:00:00.000,2023-10-29t06:00:00.000,2023-10-29 06:06:00,2023-10-29,06:06:00,6,Shoulder hour flights
ls1815,jet2,active,2023-10-29t06:05:00.000,2023-10-29t06:25:00.000,2023-10-29 06:36:00,2023-10-29,06:36:00,31,Shoulder hour flights
fr1941,ryanair,active,2023-10-29t06:15:00.000,2023-10-29t06:55:00.000,2023-10-29 06:47:00,2023-10-29,06:47:00,33,Shoulder hour flights
af5199,air france,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
az3737,alitalia,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
dl9422,delta air lines,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
ey7330,etihad airways,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
g35535,gol,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
kq1046,kenya airways,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
vs6854,virgin atlantic,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
kl1046,klm,active,2023-10-29t06:15:00.000,2023-10-29t06:24:00.000,2023-10-29 06:27:00,2023-10-29,06:27:00,12,Shoulder hour flights
ls1871,jet2,active,2023-10-29t06:15:00.000,2023-10-29t06:30:00.000,2023-10-29 06:29:00,2023-10-29,06:29:00,15,Shoulder hour flights
u22945,easyjet,active,2023-10-29t06:15:00.000,2023-10-29t06:25:00.000,2023-10-29 06:25:00,2023-10-29,06:25:00,10,Shoulder hour flights
u22811,easyjet,active,2023-10-29t06:20:00.000,2023-10-29t06:20:00.000,2023-10-29 06:38:00,2023-10-29,06:38:00,18,Shoulder hour flights
u22893,easyjet,active,2023-10-29t06:20:00.000,2023-10-29t06:40:00.000,2023-10-29 06:54:00,2023-10-29,06:54:00,35,Shoulder hour flights
fr4133,ryanair,active,2023-10-29t06:30:00.000,2023-10-29t06:30:00.000,2023-10-29 06:42:00,2023-10-29,06:42:00,13,Shoulder hour flights
u22713,easyjet,active,2023-10-29t06:30:00.000,2023-10-29t06:30:00.000,2023-10-29 06:40:00,2023-10-29,06:40:00,10,Shoulder hour flights
fr2292,ryanair,active,2023-10-29t06:50:00.000,2023-10-29t06:50:00.000,2023-10-29 07:06:00,2023-10-29,07:06:00,16,Regular departures
u22729,easyjet,active,2023-10-29t06:55:00.000,2023-10-29t07:00:00.000,2023-10-29 06:59:00,2023-10-29,06:59:00,4,Shoulder hour flights
ls1807,jet2,active,2023-10-29t07:00:00.000,2023-10-29t07:05:00.000,2023-10-29 07:15:00,2023-10-29,07:15:00,16,Regular departures
u2201,easyjet,active,2023-10-29t07:00:00.000,2023-10-29t07:00:00.000,2023-10-29 07:13:00,2023-10-29,07:13:00,13,Regular departures
u22709,easyjet,active,2023-10-29t07:00:00.000,2023-10-29t07:00:00.000,2023-10-29 07:11:00,2023-10-29,07:11:00,11,Regular departures
u22801,easyjet,active,2023-10-29t07:00:00.000,2023-10-29t07:00:00.000,2023-10-29 07:27:00,2023-10-29,07:27:00,27,Regular departures
u22939,easyjet,active,2023-10-29t07:10:00.000,2023-10-29t07:10:00.000,2023-10-29 07:18:00,2023-10-29,07:18:00,8,Regular departures
u22703,easyjet,active,2023-10-29t07:15:00.000,2023-10-29t07:25:00.000,2023-10-29 07:32:00,2023-10-29,07:32:00,17,Regular departures
u22731,easyjet,active,2023-10-29t07:35:00.000,2023-10-29t07:36:00.000,2023-10-29 07:57:00,2023-10-29,07:57:00,22,Regular departures
u22725,easyjet,active,2023-10-29t07:40:00.000,2023-10-29t07:40:00.000,2023-10-29 07:50:00,2023-10-29,07:50:00,11,Regular departures
u22781,easyjet,active,2023-10-29t07:40:00.000,2023-10-29t07:40:00.000,2023-10-29 07:44:00,2023-10-29,07:44:00,5,Regular departures
fr8244,ryanair,active,2023-10-29t07:50:00.000,2023-10-29t07:50:00.000,2023-10-29 08:02:00,2023-10-29,08:02:00,12,Regular departures
u2229,easyjet,active,2023-10-29t07:50:00.000,2023-10-29t07:50:00.000,2023-10-29 07:54:00,2023-10-29,07:54:00,5,Regular departures
fr505,ryanair,active,2023-10-29t08:00:00.000,2023-10-29t08:00:00.000,2023-10-29 08:11:00,2023-10-29,08:11:00,11,Regular departures
ls1869,jet2,active,2023-10-29t08:00:00.000,2023-10-29t08:00:00.000,2023-10-29 08:13:00,2023-10-29,08:13:00,14,Regular departures
u22773,easyjet,active,2023-10-29t08:10:00.000,2023-10-29t08:10:00.000,2023-10-29 08:15:00,2023-10-29,08:15:00,6,Regular departures
