flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
BY6465,N/A,GCRR,ACE,EGGD,BRS,2022-12-22T23:59:59Z,Invalid Timestamp,50.61337,-3.07646,Unknown
