flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
,N/A,LBSF,SOF,EGGD,BRS,2023-01-08T00:00:00Z,Invalid Timestamp,51.39092,-2.49046,Unknown
U26096,N/A,GCTS,TFS,EGGD,BRS,2023-01-07T23:59:07Z,Invalid Timestamp,51.38555,-2.71082,Unknown
U26278,N/A,HESH,SSH,EGGD,BRS,2023-01-08T00:00:02Z,Invalid Timestamp,51.38264,-2.23373,Unknown
