flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u27847,easyjet,landed,2024-02-27t07:20:00.000,2024-02-27t07:15:00.000,2024-02-27 07:08:00,2024-02-27,07:08:00,0,Regular departures
ba8936,british airways,landed,2024-02-27t07:35:00.000,2024-02-27t07:25:00.000,2024-02-27 07:25:00,2024-02-27,07:25:00,0,Regular departures
ei3280,aer lingus,landed,2024-02-27t07:35:00.000,2024-02-27t07:25:00.000,2024-02-27 07:25:00,2024-02-27,07:25:00,0,Regular departures
af3161,air france,landed,2024-02-27t08:30:00.000,2024-02-27t08:25:00.000,2024-02-27 08:24:00,2024-02-27,08:24:00,0,Regular departures
dl9629,delta air lines,landed,2024-02-27t08:30:00.000,2024-02-27t08:25:00.000,2024-02-27 08:24:00,2024-02-27,08:24:00,0,Regular departures
ey7395,etihad airways,landed,2024-02-27t08:30:00.000,2024-02-27t08:25:00.000,2024-02-27 08:24:00,2024-02-27,08:24:00,0,Regular departures
vs7040,virgin atlantic,landed,2024-02-27t08:30:00.000,2024-02-27t08:25:00.000,2024-02-27 08:24:00,2024-02-27,08:24:00,0,Regular departures
zq1049,german airways,landed,2024-02-27t08:30:00.000,2024-02-27t08:25:00.000,2024-02-27 08:24:00,2024-02-27,08:24:00,0,Regular departures
fr4122,ryanair,landed,2024-02-27t08:45:00.000,2024-02-27t08:49:00.000,2024-02-27 08:50:00,2024-02-27,08:50:00,6,Regular departures
u23839,easyjet,landed,2024-02-27t08:45:00.000,2024-02-27t08:30:00.000,2024-02-27 08:30:00,2024-02-27,08:30:00,0,Regular departures
fr504,ryanair,landed,2024-02-27t09:35:00.000,2024-02-27t09:33:00.000,2024-02-27 09:34:00,2024-02-27,09:34:00,0,Regular departures
u2238,easyjet,landed,2024-02-27t09:40:00.000,2024-02-27t09:28:00.000,2024-02-27 09:29:00,2024-02-27,09:29:00,0,Regular departures
u2224,easyjet,landed,2024-02-27t09:50:00.000,2024-02-27t09:38:00.000,2024-02-27 09:39:00,2024-02-27,09:39:00,0,Regular departures
u2214,easyjet,landed,2024-02-27t09:55:00.000,2024-02-27t09:50:00.000,2024-02-27 09:45:00,2024-02-27,09:45:00,0,Regular departures
u2202,easyjet,landed,2024-02-27t10:00:00.000,2024-02-27t09:48:00.000,2024-02-27 09:49:00,2024-02-27,09:49:00,0,Regular departures
u22784,easyjet,landed,2024-02-27t11:00:00.000,2024-02-27t10:57:00.000,2024-02-27 10:54:00,2024-02-27,10:54:00,0,Regular departures
u22884,easyjet,landed,2024-02-27t11:25:00.000,2024-02-27t11:13:00.000,2024-02-27 11:11:00,2024-02-27,11:11:00,0,Regular departures
u22704,easyjet,landed,2024-02-27t12:20:00.000,2024-02-27t12:14:00.000,2024-02-27 12:06:00,2024-02-27,12:06:00,0,Regular departures
u22714,easyjet,landed,2024-02-27t12:35:00.000,2024-02-27t12:32:00.000,2024-02-27 12:29:00,2024-02-27,12:29:00,0,Regular departures
fr6220,ryanair,landed,2024-02-27t12:40:00.000,2024-02-27t12:32:00.000,2024-02-27 12:32:00,2024-02-27,12:32:00,0,Regular departures
u22872,easyjet,landed,2024-02-27t12:45:00.000,2024-02-27t12:45:00.000,2024-02-27 12:47:00,2024-02-27,12:47:00,2,Regular departures
dl9356,delta air lines,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
ey7011,etihad airways,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
g35514,gol,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
kq1051,kenya airways,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
vs7041,virgin atlantic,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
kl1051,klm,landed,2024-02-27t13:10:00.000,2024-02-27t13:24:00.000,2024-02-27 13:25:00,2024-02-27,13:25:00,16,Regular departures
u22722,easyjet,landed,2024-02-27t13:25:00.000,2024-02-27t13:19:00.000,2024-02-27 13:20:00,2024-02-27,13:20:00,0,Regular departures
u22938,easyjet,landed,2024-02-27t13:40:00.000,2024-02-27t13:21:00.000,2024-02-27 13:23:00,2024-02-27,13:23:00,0,Regular departures
,bae systems marine,landed,2024-02-27t08:13:00.000,2024-02-27t08:16:00.000,2024-02-27 08:17:00,2024-02-27,08:17:00,4,Regular departures
u22774,easyjet,landed,2024-02-27t13:50:00.000,2024-02-27t13:38:00.000,2024-02-27 13:29:00,2024-02-27,13:29:00,0,Regular departures
gr642,aurigny air services,landed,2024-02-27t14:30:00.000,2024-02-27t14:43:00.000,2024-02-27 14:44:00,2024-02-27,14:44:00,15,Regular departures
u22782,easyjet,landed,2024-02-27t14:45:00.000,2024-02-27t14:39:00.000,2024-02-27 14:40:00,2024-02-27,14:40:00,0,Regular departures
u22886,easyjet,landed,2024-02-27t14:45:00.000,2024-02-27t14:21:00.000,2024-02-27 14:22:00,2024-02-27,14:22:00,0,Regular departures
u22734,easyjet,landed,2024-02-27t14:50:00.000,2024-02-27t14:47:00.000,2024-02-27 14:47:00,2024-02-27,14:47:00,0,Regular departures
u22876,easyjet,landed,2024-02-27t15:00:00.000,2024-02-27t14:57:00.000,2024-02-27 14:56:00,2024-02-27,14:56:00,0,Regular departures
ba8940,british airways,landed,2024-02-27t15:30:00.000,2024-02-27t15:14:00.000,2024-02-27 15:16:00,2024-02-27,15:16:00,0,Regular departures
ei3284,aer lingus,landed,2024-02-27t15:30:00.000,2024-02-27t15:14:00.000,2024-02-27 15:16:00,2024-02-27,15:16:00,0,Regular departures
