Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Prague Vaclav Havel Airport,2024-04-19T13:55:00+00:00,2024-04-19T14:40:00+00:00,Bristol,2024-04-19T15:00:00+00:00,2024-04-19T15:31:00+00:00
easyJet,Lisbon Portela,2024-04-19T19:30:00+00:00,2024-04-19T20:37:00+00:00,Bristol,2024-04-19T22:05:00+00:00,2024-04-19T22:49:00+00:00
Jet2,Nikos Kazantzakis Airport,2024-04-19T20:25:00+00:00,2024-04-19T20:57:00+00:00,Bristol,2024-04-19T22:40:00+00:00,2024-04-19T22:55:00+00:00
British Airways,Cork,2024-04-19T18:30:00+00:00,2024-04-19T19:07:00+00:00,Bristol,2024-04-19T19:50:00+00:00,2024-04-19T20:06:00+00:00
Aer Lingus,Cork,2024-04-19T18:30:00+00:00,2024-04-19T19:07:00+00:00,Bristol,2024-04-19T19:50:00+00:00,2024-04-19T20:06:00+00:00
easyJet,Kastrup,2024-04-19T14:00:00+00:00,2024-04-19T14:27:00+00:00,Bristol,2024-04-19T15:05:00+00:00,2024-04-19T15:09:00+00:00
Avanti Air,Guernsey,2024-04-19T10:50:00+00:00,2024-04-19T10:53:00+00:00,Bristol,2024-04-19T11:33:00+00:00,2024-04-19T11:35:00+00:00
easyJet,Newcastle Airport,2024-04-19T21:55:00+00:00,2024-04-19T22:50:00+00:00,Bristol,2024-04-19T23:00:00+00:00,2024-04-19T23:34:00+00:00
easyJet,Sur Reina Sofia,2024-04-19T21:20:00+00:00,2024-04-19T21:57:00+00:00,Bristol,2024-04-20T01:15:00+00:00,2024-04-20T01:46:00+00:00
Jet2,Sur Reina Sofia,2024-04-19T15:35:00+00:00,2024-04-19T15:56:00+00:00,Bristol,2024-04-19T19:45:00+00:00,2024-04-19T19:44:00+00:00
easyJet,El Prat De Llobregat,2024-04-19T21:55:00+00:00,2024-04-19T22:12:00+00:00,Bristol,2024-04-19T23:15:00+00:00,2024-04-19T23:10:00+00:00
Blue Islands,Jersey,2024-04-19T17:40:00+00:00,,Bristol,2024-04-19T18:40:00+00:00,
Ryanair,Marco Polo,2024-04-19T18:05:00+00:00,2024-04-19T18:24:00+00:00,Bristol,2024-04-19T19:25:00+00:00,2024-04-19T19:35:00+00:00
easyJet,Ronaldsway,2024-04-19T16:30:00+00:00,,Bristol,2024-04-19T17:25:00+00:00,
Delta Air Lines,Schiphol,2024-04-19T16:40:00+00:00,2024-04-19T17:31:00+00:00,Bristol,2024-04-19T16:55:00+00:00,2024-04-19T17:25:00+00:00
Kenya Airways,Schiphol,2024-04-19T16:40:00+00:00,2024-04-19T17:31:00+00:00,Bristol,2024-04-19T16:55:00+00:00,2024-04-19T17:25:00+00:00
TUIfly,Hurghada,2024-04-19T22:00:00+00:00,2024-04-19T21:57:00+00:00,Bristol,2024-04-20T02:50:00+00:00,2024-04-20T02:24:00+00:00
Ryanair,Ibiza,2024-04-19T20:45:00+00:00,2024-04-19T20:52:00+00:00,Bristol,2024-04-19T22:10:00+00:00,2024-04-19T22:07:00+00:00
Ryanair,Dublin International,2024-04-19T21:00:00+00:00,2024-04-19T21:27:00+00:00,Bristol,2024-04-19T22:05:00+00:00,2024-04-19T22:09:00+00:00
easyJet,Blagnac,2024-04-19T21:35:00+00:00,2024-04-19T22:28:00+00:00,Bristol,2024-04-19T22:25:00+00:00,2024-04-19T23:04:00+00:00
easyJet,Orly,2024-04-19T19:00:00+00:00,2024-04-19T19:31:00+00:00,Bristol,2024-04-19T19:20:00+00:00,2024-04-19T19:28:00+00:00
KLM,Schiphol,2024-04-19T22:00:00+00:00,2024-04-19T22:47:00+00:00,Bristol,2024-04-19T22:20:00+00:00,2024-04-19T22:42:00+00:00
Qatar Airways,Dublin International,2024-04-19T17:05:00+00:00,2024-04-19T18:50:00+00:00,Bristol,2024-04-19T18:25:00+00:00,
Aer Lingus,Dublin International,2024-04-19T17:05:00+00:00,2024-04-19T18:50:00+00:00,Bristol,2024-04-19T18:25:00+00:00,
easyJet,Glasgow International,2024-04-19T21:45:00+00:00,2024-04-19T21:42:00+00:00,Bristol,2024-04-19T22:55:00+00:00,2024-04-19T22:31:00+00:00
easyJet,Faro,2024-04-19T22:10:00+00:00,2024-04-19T22:30:00+00:00,Bristol,2024-04-20T00:45:00+00:00,2024-04-20T00:48:00+00:00
NetJets Europe,Pablo Ruiz Picasso,2024-04-19T20:10:00+00:00,2024-04-19T20:09:00+00:00,Bristol,2024-04-19T21:49:00+00:00,2024-04-19T21:44:00+00:00
easyJet,Ioannis Kapodistrias,2024-04-19T23:30:00+00:00,2024-04-19T23:27:00+00:00,Bristol,2024-04-20T00:55:00+00:00,2024-04-20T00:41:00+00:00
Jet2,Antalya,2024-04-19T19:55:00+00:00,2024-04-19T20:37:00+00:00,Bristol,2024-04-19T22:40:00+00:00,2024-04-19T23:06:00+00:00
Loganair,Dyce,2024-04-19T10:30:00+00:00,2024-04-19T10:26:00+00:00,Bristol,2024-04-19T12:00:00+00:00,2024-04-19T11:30:00+00:00
Sierra Pacific Airlines,Dyce,2024-04-19T10:30:00+00:00,2024-04-19T10:26:00+00:00,Bristol,2024-04-19T12:00:00+00:00,2024-04-19T11:30:00+00:00
British Airways,Dyce,2024-04-19T10:30:00+00:00,2024-04-19T10:26:00+00:00,Bristol,2024-04-19T12:00:00+00:00,2024-04-19T11:30:00+00:00
easyJet,Aldergrove International Airport,2024-04-19T21:45:00+00:00,2024-04-19T21:40:00+00:00,Bristol,2024-04-19T22:50:00+00:00,2024-04-19T22:24:00+00:00
easyJet,Barajas,2024-04-19T22:15:00+00:00,2024-04-19T22:45:00+00:00,Bristol,2024-04-19T23:30:00+00:00,2024-04-19T23:38:00+00:00
Ryanair,John Paul II Balice International,2024-04-19T16:25:00+00:00,2024-04-19T16:41:00+00:00,Bristol,2024-04-19T18:00:00+00:00,2024-04-19T18:01:00+00:00
easyJet,Alicante El Altet,2024-04-19T22:30:00+00:00,2024-04-20T00:15:00+00:00,Bristol,2024-04-20T00:05:00+00:00,
Ryanair,Marseille Provence Airport,2024-04-19T23:15:00+00:00,2024-04-20T00:08:00+00:00,Bristol,2024-04-20T00:20:00+00:00,2024-04-20T01:00:00+00:00
Etihad Airways,Schiphol,2024-04-19T22:00:00+00:00,2024-04-19T22:47:00+00:00,Bristol,2024-04-19T22:20:00+00:00,2024-04-19T22:42:00+00:00
Kenya Airways,Schiphol,2024-04-19T22:00:00+00:00,2024-04-19T22:47:00+00:00,Bristol,2024-04-19T22:20:00+00:00,2024-04-19T22:42:00+00:00
Virgin Atlantic,Schiphol,2024-04-19T22:00:00+00:00,2024-04-19T22:47:00+00:00,Bristol,2024-04-19T22:20:00+00:00,2024-04-19T22:42:00+00:00
Ryanair,Pablo Ruiz Picasso,2024-04-19T20:55:00+00:00,2024-04-19T21:31:00+00:00,Bristol,2024-04-19T22:40:00+00:00,2024-04-19T22:58:00+00:00
Jet2,Dalaman,2024-04-19T20:30:00+00:00,2024-04-19T20:39:00+00:00,Bristol,2024-04-19T22:55:00+00:00,2024-04-19T22:52:00+00:00
TUIfly,Dalaman,2024-04-19T22:05:00+00:00,2024-04-19T22:24:00+00:00,Bristol,2024-04-20T00:45:00+00:00,2024-04-20T00:30:00+00:00
easyJet,Son Sant Joan Airport,2024-04-19T10:00:00+00:00,2024-04-19T10:36:00+00:00,Bristol,2024-04-19T11:30:00+00:00,2024-04-19T11:54:00+00:00
KLM,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
easyJet,Inverness,2024-04-19T16:00:00+00:00,2024-04-19T16:28:00+00:00,Bristol,2024-04-19T17:20:00+00:00,2024-04-19T17:28:00+00:00
easyJet,Edinburgh,2024-04-19T21:10:00+00:00,,Bristol,2024-04-19T22:19:00+00:00,
easyJet,Euroairport Swiss,2024-04-19T21:40:00+00:00,2024-04-19T22:58:00+00:00,Bristol,2024-04-19T22:25:00+00:00,
Delta Air Lines,Schiphol,2024-04-19T08:35:00+00:00,2024-04-19T09:18:00+00:00,Bristol,2024-04-19T08:50:00+00:00,2024-04-19T09:12:00+00:00
SunExpress,Antalya,2024-04-19T15:00:00+00:00,2024-04-19T15:45:00+00:00,Bristol,2024-04-19T17:35:00+00:00,2024-04-19T18:12:00+00:00
Ryanair,Dublin International,2024-04-19T08:25:00+00:00,2024-04-19T08:39:00+00:00,Bristol,2024-04-19T09:30:00+00:00,2024-04-19T09:22:00+00:00
easyJet,Glasgow International,2024-04-19T09:00:00+00:00,2024-04-19T09:43:00+00:00,Bristol,2024-04-19T10:15:00+00:00,2024-04-19T10:32:00+00:00
Virgin Atlantic,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
Virgin Atlantic,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
Ryanair,Francisco Sá Carneiro,2024-04-19T12:25:00+00:00,2024-04-19T12:42:00+00:00,Bristol,2024-04-19T14:30:00+00:00,2024-04-19T14:37:00+00:00
easyJet,Pablo Ruiz Picasso,2024-04-19T13:25:00+00:00,2024-04-19T13:42:00+00:00,Bristol,2024-04-19T15:10:00+00:00,2024-04-19T15:13:00+00:00
easyJet,Berlin Brandenburg Airport,2024-04-19T16:35:00+00:00,2024-04-19T18:05:00+00:00,Bristol,2024-04-19T17:40:00+00:00,
Ryanair,Kastrup,2024-04-19T14:50:00+00:00,2024-04-19T15:27:00+00:00,Bristol,2024-04-19T16:00:00+00:00,2024-04-19T16:14:00+00:00
KLM,Humberside International,2024-04-19T11:45:00+00:00,2024-04-19T11:56:00+00:00,Bristol,2024-04-19T12:25:00+00:00,2024-04-19T12:43:00+00:00
Virgin Atlantic,Schiphol,2024-04-19T16:40:00+00:00,2024-04-19T17:31:00+00:00,Bristol,2024-04-19T16:55:00+00:00,2024-04-19T17:25:00+00:00
easyJet,Charles De Gaulle,2024-04-19T22:20:00+00:00,2024-04-19T23:43:00+00:00,Bristol,2024-04-19T22:40:00+00:00,
Helvetic Airways,Zurich,2024-04-19T17:15:00+00:00,2024-04-19T18:08:00+00:00,Bristol,2024-04-19T18:10:00+00:00,2024-04-19T18:47:00+00:00
Ryanair,Menara,2024-04-19T10:10:00+00:00,2024-04-19T10:22:00+00:00,Bristol,2024-04-19T13:35:00+00:00,2024-04-19T13:30:00+00:00
Kenya Airways,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
TUIfly,Menara,2024-04-19T10:25:00+00:00,2024-04-19T10:52:00+00:00,Bristol,2024-04-19T13:45:00+00:00,2024-04-19T14:03:00+00:00
easyJet,Faro,2024-04-19T12:40:00+00:00,2024-04-19T12:56:00+00:00,Bristol,2024-04-19T15:15:00+00:00,2024-04-19T15:23:00+00:00
Ryanair,Beziers Vias,2024-04-19T09:55:00+00:00,2024-04-19T10:32:00+00:00,Bristol,2024-04-19T10:55:00+00:00,2024-04-19T11:26:00+00:00
easyJet,Zine El Abidine Ben Ali International Airport,2024-04-19T10:50:00+00:00,2024-04-19T11:02:00+00:00,Bristol,2024-04-19T14:05:00+00:00,2024-04-19T14:16:00+00:00
Platoon Aviation,Biggin Hill,2024-04-19T13:20:00+00:00,2024-04-19T13:29:00+00:00,Bristol,2024-04-19T14:08:00+00:00,2024-04-19T14:07:00+00:00
easyJet,Edinburgh,2024-04-19T19:30:00+00:00,,Bristol,2024-04-19T20:45:00+00:00,
British Airways,Dublin International,2024-04-19T17:05:00+00:00,2024-04-19T18:50:00+00:00,Bristol,2024-04-19T18:25:00+00:00,
easyJet,Geneve-cointrin,2024-04-19T18:10:00+00:00,2024-04-19T19:55:00+00:00,Bristol,2024-04-19T18:55:00+00:00,
Alitalia,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
Delta Air Lines,Schiphol,2024-04-19T12:55:00+00:00,2024-04-19T14:12:00+00:00,Bristol,2024-04-19T13:10:00+00:00,
Blue Islands,Jersey,2024-04-19T17:40:00+00:00,2024-04-19T18:16:00+00:00,Bristol,2024-04-19T18:39:00+00:00,2024-04-19T19:10:00+00:00
Sierra Pacific Airlines,Jersey,2024-04-19T17:40:00+00:00,,Bristol,2024-04-19T18:40:00+00:00,
,Jersey,2024-04-19T17:40:00+00:00,,Bristol,2024-04-19T18:40:00+00:00,
Loganair,Jersey,2024-04-19T17:40:00+00:00,,Bristol,2024-04-19T18:40:00+00:00,
easyJet,Edinburgh,2024-04-19T13:45:00+00:00,2024-04-19T14:46:00+00:00,Bristol,2024-04-19T15:00:00+00:00,2024-04-19T15:39:00+00:00
easyJet,Sur Reina Sofia,2024-04-19T11:10:00+00:00,2024-04-19T11:11:00+00:00,Bristol,2024-04-19T15:15:00+00:00,2024-04-19T14:51:00+00:00
easyJet,Liverpool John Lennon,2024-04-19T17:25:00+00:00,2024-04-19T18:46:00+00:00,Bristol,2024-04-19T18:06:00+00:00,
Ryanair,Bergamo - Orio al Serio,2024-04-19T06:30:00+00:00,2024-04-19T06:41:00+00:00,Bristol,2024-04-19T07:35:00+00:00,2024-04-19T07:34:00+00:00
British Airways,Dublin International,2024-04-19T06:40:00+00:00,2024-04-19T07:08:00+00:00,Bristol,2024-04-19T07:55:00+00:00,2024-04-19T08:01:00+00:00
Aer Lingus,Dublin International,2024-04-19T06:40:00+00:00,2024-04-19T07:08:00+00:00,Bristol,2024-04-19T07:55:00+00:00,2024-04-19T08:01:00+00:00
KLM,Schiphol,2024-04-19T08:35:00+00:00,2024-04-19T09:18:00+00:00,Bristol,2024-04-19T08:50:00+00:00,2024-04-19T09:12:00+00:00
easyJet,Bristol,2024-04-19T06:45:00+00:00,2024-04-19T07:02:00+00:00,Zine El Abidine Ben Ali International Airport,2024-04-19T09:55:00+00:00,
easyJet,Bristol,2024-04-19T13:00:00+00:00,2024-04-19T13:57:00+00:00,Berlin Brandenburg Airport,2024-04-19T16:00:00+00:00,2024-04-19T16:38:00+00:00
easyJet,Bristol,2024-04-19T07:00:00+00:00,2024-04-19T07:06:00+00:00,Aldergrove International Airport,2024-04-19T08:10:00+00:00,2024-04-19T08:01:00+00:00
easyJet,Bristol,2024-04-19T11:05:00+00:00,2024-04-19T12:30:00+00:00,Aldergrove International Airport,2024-04-19T12:15:00+00:00,
easyJet,Bristol,2024-04-19T15:50:00+00:00,2024-04-19T16:50:00+00:00,Aldergrove International Airport,2024-04-19T17:00:00+00:00,2024-04-19T17:41:00+00:00
easyJet,Bristol,2024-04-19T20:05:00+00:00,2024-04-19T20:07:00+00:00,Aldergrove International Airport,2024-04-19T21:15:00+00:00,2024-04-19T20:57:00+00:00
easyJet,Bristol,2024-04-19T14:45:00+00:00,2024-04-19T15:24:00+00:00,George Best Belfast City,2024-04-19T15:55:00+00:00,2024-04-19T16:22:00+00:00
Avanti Air,Bristol,2024-04-19T12:15:00+00:00,2024-04-19T12:25:00+00:00,Guernsey,2024-04-19T13:04:00+00:00,2024-04-19T13:00:00+00:00
Aurigny Air Services,Bristol,2024-04-19T14:20:00+00:00,,Guernsey,2024-04-19T15:25:00+00:00,
Loganair,Bristol,2024-04-19T19:10:00+00:00,,Jersey,2024-04-19T20:10:00+00:00,
Sierra Pacific Airlines,Bristol,2024-04-19T19:10:00+00:00,,Jersey,2024-04-19T20:10:00+00:00,
Blue Islands,Bristol,2024-04-19T19:10:00+00:00,,Jersey,2024-04-19T20:10:00+00:00,
Blue Islands,Bristol,2024-04-19T19:10:00+00:00,2024-04-19T19:50:00+00:00,Jersey,2024-04-19T20:03:00+00:00,
,Bristol,2024-04-19T19:10:00+00:00,,Jersey,2024-04-19T20:10:00+00:00,
BAe Systems Marine,Bristol,2024-04-19T14:55:00+00:00,2024-04-19T14:55:00+00:00,Walney Island,2024-04-19T15:54:00+00:00,2024-04-19T15:49:00+00:00
easyJet,Bristol,2024-04-19T15:10:00+00:00,2024-04-19T15:29:00+00:00,Ronaldsway,2024-04-19T16:00:00+00:00,
easyJet,Bristol,2024-04-19T13:05:00+00:00,2024-04-19T13:15:00+00:00,Newcastle Airport,2024-04-19T14:10:00+00:00,2024-04-19T14:10:00+00:00
easyJet,Bristol,2024-04-19T19:55:00+00:00,,Newcastle Airport,2024-04-19T21:00:00+00:00,
British Airways,Bristol,2024-04-19T12:35:00+00:00,2024-04-19T12:36:00+00:00,Dyce,2024-04-19T14:05:00+00:00,2024-04-19T13:56:00+00:00
Loganair,Bristol,2024-04-19T12:35:00+00:00,2024-04-19T12:36:00+00:00,Dyce,2024-04-19T14:05:00+00:00,2024-04-19T13:56:00+00:00
Sierra Pacific Airlines,Bristol,2024-04-19T12:35:00+00:00,2024-04-19T12:36:00+00:00,Dyce,2024-04-19T14:05:00+00:00,2024-04-19T13:56:00+00:00
easyJet,Bristol,2024-04-19T13:55:00+00:00,2024-04-19T14:19:00+00:00,Inverness,2024-04-19T15:25:00+00:00,
easyJet,Bristol,2024-04-19T07:15:00+00:00,2024-04-19T07:56:00+00:00,Glasgow International,2024-04-19T08:30:00+00:00,2024-04-19T08:58:00+00:00
easyJet,Bristol,2024-04-19T16:15:00+00:00,2024-04-19T16:27:00+00:00,Glasgow International,2024-04-19T17:30:00+00:00,2024-04-19T17:32:00+00:00
easyJet,Bristol,2024-04-19T20:00:00+00:00,2024-04-19T19:56:00+00:00,Glasgow International,2024-04-19T21:15:00+00:00,2024-04-19T20:53:00+00:00
easyJet,Bristol,2024-04-19T14:20:00+00:00,2024-04-19T14:22:00+00:00,Glasgow International,2024-04-19T15:35:00+00:00,2024-04-19T15:24:00+00:00
easyJet,Bristol,2024-04-19T07:05:00+00:00,2024-04-19T07:04:00+00:00,Edinburgh,2024-04-19T08:20:00+00:00,2024-04-19T08:03:00+00:00
easyJet,Bristol,2024-04-19T12:00:00+00:00,2024-04-19T12:45:00+00:00,Edinburgh,2024-04-19T13:15:00+00:00,2024-04-19T13:49:00+00:00
easyJet,Bristol,2024-04-19T15:45:00+00:00,2024-04-19T15:57:00+00:00,Edinburgh,2024-04-19T17:00:00+00:00,2024-04-19T17:05:00+00:00
easyJet,Bristol,2024-04-19T19:25:00+00:00,2024-04-19T19:37:00+00:00,Edinburgh,2024-04-19T20:40:00+00:00,2024-04-19T20:36:00+00:00
easyJet,Bristol,2024-04-19T21:15:00+00:00,,Edinburgh,2024-04-19T22:30:00+00:00,
easyJet,Bristol,2024-04-19T15:30:00+00:00,,Edinburgh,2024-04-19T16:48:00+00:00,
