flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_date,departure_time,departure_delay,flight_type
x36680,tuifly,active,2023-09-09t06:00:00.000,2023-09-09t06:00:00.000,2023-09-09 06:08:00,2023-09-09,06:08:00,8,Shoulder hour flights
u22715,easyjet,active,2023-09-09t06:00:00.000,2023-09-09t06:00:00.000,2023-09-09 06:12:00,2023-09-09,06:12:00,12,Shoulder hour flights
ls1827,jet2,active,2023-09-09t06:05:00.000,2023-09-09t06:17:00.000,2023-09-09 06:18:00,2023-09-09,06:18:00,13,Shoulder hour flights
ls1829,jet2,active,2023-09-09t06:05:00.000,2023-09-09t06:18:00.000,2023-09-09 06:16:00,2023-09-09,06:16:00,12,Shoulder hour flights
x36672,tuifly,active,2023-09-09t06:05:00.000,2023-09-09t06:05:00.000,2023-09-09 06:23:00,2023-09-09,06:23:00,18,Shoulder hour flights
u22837,easyjet,active,2023-09-09t06:05:00.000,2023-09-09t06:05:00.000,2023-09-09 06:25:00,2023-09-09,06:25:00,21,Shoulder hour flights
u22721,easyjet,active,2023-09-09t06:10:00.000,2023-09-09t06:23:00.000,2023-09-09 06:37:00,2023-09-09,06:37:00,27,Shoulder hour flights
ls1821,jet2,active,2023-09-09t06:15:00.000,2023-09-09t06:15:00.000,2023-09-09 06:32:00,2023-09-09,06:32:00,18,Shoulder hour flights
u22702,easyjet,active,2023-09-09t06:15:00.000,2023-09-09t06:15:00.000,2023-09-09 06:30:00,2023-09-09,06:30:00,16,Shoulder hour flights
u22731,easyjet,active,2023-09-09t06:15:00.000,2023-09-09t06:15:00.000,2023-09-09 06:20:00,2023-09-09,06:20:00,6,Shoulder hour flights
u22733,easyjet,active,2023-09-09t06:20:00.000,2023-09-09t06:20:00.000,2023-09-09 06:34:00,2023-09-09,06:34:00,15,Shoulder hour flights
fr505,ryanair,active,2023-09-09t06:25:00.000,2023-09-09t06:25:00.000,2023-09-09 06:27:00,2023-09-09,06:27:00,3,Shoulder hour flights
u22877,easyjet,active,2023-09-09t06:30:00.000,2023-09-09t06:30:00.000,2023-09-09 06:47:00,2023-09-09,06:47:00,18,Shoulder hour flights
u22883,easyjet,active,2023-09-09t06:30:00.000,2023-09-09t06:30:00.000,2023-09-09 06:41:00,2023-09-09,06:41:00,12,Shoulder hour flights
