flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-08T23:59:58Z,Invalid Timestamp,51.41167,-2.22473,Unknown
