flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
BY6278,TOM33W,G-TUMS,B38M,EGGD/BRS,GCTS/TFS,0,0,2024-11-05 11:14:23 UTC,Day flight,TOM
FR6220,RYR47SE,EI-HAT,B38M,EPKK/KRK,EGGD/BRS,3525,178,2024-11-05 11:14:59 UTC,Day flight,RYR
U22772,EZY18TQ,G-EZUO,A320,LFPG/CDG,EGGD/BRS,11300,362,2024-11-05 11:14:57 UTC,Day flight,EZY
