flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22912,easyjet,landed,2023-05-24t01:05:00.000,2023-05-24t01:21:00.000,2023-05-24 01:18:00,2023-05-24,01:18:00,14,Night hour departures
u22854,easyjet,landed,2023-05-24t01:20:00.000,2023-05-24t01:59:00.000,2023-05-24 01:56:00,2023-05-24,01:56:00,36,Night hour departures
ls1882,jet2,landed,2023-05-24t01:25:00.000,2023-05-24t01:52:00.000,2023-05-24 01:53:00,2023-05-24,01:53:00,29,Night hour departures
x36279,tuifly,landed,2023-05-24t01:35:00.000,2023-05-24t01:32:00.000,2023-05-24 01:25:00,2023-05-24,01:25:00,0,Night hour departures
u22914,easyjet,landed,2023-05-24t02:05:00.000,2023-05-24t02:12:00.000,2023-05-24 02:05:00,2023-05-24,02:05:00,0,Night hour departures
x3419,tuifly,landed,2023-05-24t02:25:00.000,2023-05-24t02:11:00.000,2023-05-24 02:13:00,2023-05-24,02:13:00,0,Night hour departures
x3563,tuifly,landed,2023-05-24t03:00:00.000,2023-05-24t02:48:00.000,2023-05-24 02:47:00,2023-05-24,02:47:00,0,Night hour departures
rr6220,ryanair sun,landed,2023-05-24t07:40:00.000,2023-05-24t07:28:00.000,2023-05-24 07:29:00,2023-05-24,07:29:00,0,Regular departures
fr2291,ryanair,landed,2023-05-24t07:45:00.000,2023-05-24t07:51:00.000,2023-05-24 07:50:00,2023-05-24,07:50:00,6,Regular departures
ba8936,british airways,landed,2023-05-24t07:55:00.000,2023-05-24t07:51:00.000,2023-05-24 07:43:00,2023-05-24,07:43:00,0,Regular departures
ei3280,aer lingus,landed,2023-05-24t07:55:00.000,2023-05-24t07:51:00.000,2023-05-24 07:43:00,2023-05-24,07:43:00,0,Regular departures
gr642,aurigny air services,landed,2023-05-24t08:15:00.000,2023-05-24t08:00:00.000,2023-05-24 07:56:00,2023-05-24,07:56:00,0,Regular departures
af3161,air france,landed,2023-05-24t08:45:00.000,2023-05-24t08:47:00.000,2023-05-24 08:42:00,2023-05-24,08:42:00,0,Regular departures
dl9629,delta air lines,landed,2023-05-24t08:45:00.000,2023-05-24t08:47:00.000,2023-05-24 08:42:00,2023-05-24,08:42:00,0,Regular departures
ey7395,etihad airways,landed,2023-05-24t08:45:00.000,2023-05-24t08:47:00.000,2023-05-24 08:42:00,2023-05-24,08:42:00,0,Regular departures
vs7040,virgin atlantic,landed,2023-05-24t08:45:00.000,2023-05-24t08:47:00.000,2023-05-24 08:42:00,2023-05-24,08:42:00,0,Regular departures
kl1049,klm,landed,2023-05-24t08:45:00.000,2023-05-24t08:47:00.000,2023-05-24 08:42:00,2023-05-24,08:42:00,0,Regular departures
u21723,easyjet,landed,2023-05-24t08:50:00.000,2023-05-24t08:28:00.000,2023-05-24 08:28:00,2023-05-24,08:28:00,0,Regular departures
fr504,ryanair,landed,2023-05-24t09:30:00.000,2023-05-24t09:26:00.000,2023-05-24 09:24:00,2023-05-24,09:24:00,0,Regular departures
u2238,easyjet,landed,2023-05-24t09:35:00.000,2023-05-24t09:09:00.000,2023-05-24 09:10:00,2023-05-24,09:10:00,0,Regular departures
u27191,easyjet,landed,2023-05-24t09:35:00.000,2023-05-24t09:13:00.000,2023-05-24 09:16:00,2023-05-24,09:16:00,0,Regular departures
u2224,easyjet,landed,2023-05-24t09:45:00.000,2023-05-24t09:49:00.000,2023-05-24 09:46:00,2023-05-24,09:46:00,2,Regular departures
u2202,easyjet,landed,2023-05-24t10:00:00.000,2023-05-24t09:50:00.000,2023-05-24 09:49:00,2023-05-24,09:49:00,0,Regular departures
u2214,easyjet,landed,2023-05-24t10:05:00.000,2023-05-24t10:00:00.000,2023-05-24 10:01:00,2023-05-24,10:01:00,0,Regular departures
u22922,easyjet,landed,2023-05-24t10:15:00.000,2023-05-24t10:25:00.000,2023-05-24 10:25:00,2023-05-24,10:25:00,11,Regular departures
u22774,easyjet,landed,2023-05-24t10:30:00.000,2023-05-24t10:38:00.000,2023-05-24 10:34:00,2023-05-24,10:34:00,4,Regular departures
fr8255,ryanair,landed,2023-05-24t10:50:00.000,2023-05-24t10:44:00.000,2023-05-24 10:38:00,2023-05-24,10:38:00,0,Regular departures
ls1896,jet2,landed,2023-05-24t10:55:00.000,2023-05-24t10:43:00.000,2023-05-24 10:44:00,2023-05-24,10:44:00,0,Regular departures
u22710,easyjet,landed,2023-05-24t11:30:00.000,2023-05-24t11:46:00.000,2023-05-24 11:46:00,2023-05-24,11:46:00,17,Regular departures
x36349,tuifly,landed,2023-05-24t12:00:00.000,2023-05-24t12:06:00.000,2023-05-24 12:06:00,2023-05-24,12:06:00,7,Regular departures
u22840,easyjet,landed,2023-05-24t12:00:00.000,2023-05-24t12:13:00.000,2023-05-24 12:12:00,2023-05-24,12:12:00,13,Regular departures
u22716,easyjet,landed,2023-05-24t12:10:00.000,2023-05-24t12:08:00.000,2023-05-24 12:09:00,2023-05-24,12:09:00,0,Regular departures
fr8235,ryanair,landed,2023-05-24t12:45:00.000,2023-05-24t13:12:00.000,2023-05-24 13:12:00,2023-05-24,13:12:00,28,Regular departures
fr506,ryanair,landed,2023-05-24t12:35:00.000,2023-05-24t12:18:00.000,2023-05-24 12:18:00,2023-05-24,12:18:00,0,Regular departures
x36363,tuifly,landed,2023-05-24t12:40:00.000,2023-05-24t13:25:00.000,2023-05-24 13:23:00,2023-05-24,13:23:00,43,Regular departures
u22894,easyjet,landed,2023-05-24t12:40:00.000,2023-05-24t12:29:00.000,2023-05-24 12:28:00,2023-05-24,12:28:00,0,Regular departures
x36315,tuifly,landed,2023-05-24t12:45:00.000,2023-05-24t12:51:00.000,2023-05-24 12:53:00,2023-05-24,12:53:00,8,Regular departures
ls1806,jet2,landed,2023-05-24t12:55:00.000,2023-05-24t13:03:00.000,2023-05-24 13:06:00,2023-05-24,13:06:00,11,Regular departures
u2226,easyjet,landed,2023-05-24t13:10:00.000,2023-05-24t12:55:00.000,2023-05-24 12:55:00,2023-05-24,12:55:00,0,Regular departures
ls1816,jet2,landed,2023-05-24t13:15:00.000,2023-05-24t13:30:00.000,2023-05-24 13:25:00,2023-05-24,13:25:00,11,Regular departures
u22722,easyjet,landed,2023-05-24t13:20:00.000,2023-05-24t13:16:00.000,2023-05-24 13:17:00,2023-05-24,13:17:00,0,Regular departures
u22812,easyjet,landed,2023-05-24t13:45:00.000,2023-05-24t13:45:00.000,2023-05-24 13:48:00,2023-05-24,13:48:00,3,Regular departures
u22816,easyjet,landed,2023-05-24t13:50:00.000,2023-05-24t13:31:00.000,2023-05-24 13:29:00,2023-05-24,13:29:00,0,Regular departures
u22928,easyjet,landed,2023-05-24t14:00:00.000,2023-05-24t13:58:00.000,2023-05-24 13:56:00,2023-05-24,13:56:00,0,Regular departures
u2208,easyjet,landed,2023-05-24t14:35:00.000,2023-05-24t14:34:00.000,2023-05-24 14:29:00,2023-05-24,14:29:00,0,Regular departures
u22808,easyjet,landed,2023-05-24t14:55:00.000,2023-05-24t15:42:00.000,2023-05-24 15:41:00,2023-05-24,15:41:00,47,Regular departures
u27003,easyjet,landed,2023-05-24t14:55:00.000,2023-05-24t14:54:00.000,2023-05-24 14:55:00,2023-05-24,14:55:00,0,Regular departures
u22732,easyjet,landed,2023-05-24t15:05:00.000,2023-05-24t14:54:00.000,2023-05-24 14:51:00,2023-05-24,14:51:00,0,Regular departures
u22932,easyjet,landed,2023-05-24t15:05:00.000,2023-05-24t15:21:00.000,2023-05-24 15:14:00,2023-05-24,15:14:00,10,Regular departures
u22720,easyjet,landed,2023-05-24t15:15:00.000,2023-05-24t15:19:00.000,2023-05-24 15:20:00,2023-05-24,15:20:00,5,Regular departures
ba8940,british airways,landed,2023-05-24t15:20:00.000,2023-05-24t15:38:00.000,2023-05-24 15:39:00,2023-05-24,15:39:00,19,Regular departures
ei3284,aer lingus,landed,2023-05-24t15:20:00.000,2023-05-24t15:38:00.000,2023-05-24 15:39:00,2023-05-24,15:39:00,19,Regular departures
ls1818,jet2,landed,2023-05-24t15:25:00.000,2023-05-24t15:46:00.000,2023-05-24 15:51:00,2023-05-24,15:51:00,27,Regular departures
u24979,easyjet,landed,2023-05-24t15:40:00.000,2023-05-24t15:44:00.000,2023-05-24 15:44:00,2023-05-24,15:44:00,5,Regular departures
u27267,easyjet,landed,2023-05-24t15:40:00.000,2023-05-24t15:30:00.000,2023-05-24 15:31:00,2023-05-24,15:31:00,0,Regular departures
fr4758,ryanair,landed,2023-05-24t15:45:00.000,2023-05-24t15:49:00.000,2023-05-24 15:49:00,2023-05-24,15:49:00,4,Regular departures
x36377,tuifly,landed,2023-05-24t15:45:00.000,2023-05-24t15:36:00.000,2023-05-24 15:35:00,2023-05-24,15:35:00,0,Regular departures
