flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
,N/A,EGGD,BRS,N/A,N/A,2023-01-21T23:59:58Z,Invalid Timestamp,51.38557,-2.71082,Unknown
U26020,N/A,LBSF,SOF,EGGD,BRS,2023-01-22T00:00:00Z,Invalid Timestamp,51.46852,-2.88139,Unknown
FR4754,N/A,GCTS,TFS,EGGD,BRS,2023-01-21T23:59:57Z,Invalid Timestamp,51.3825,-2.72331,Unknown
