Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
easyJet,Edinburgh,2024-04-15T15:45:00+00:00,2024-04-15T16:33:00+00:00,Bristol,2024-04-15T17:00:00+00:00,2024-04-15T17:22:00+00:00
Loganair,Jersey,2024-04-15T09:10:00+00:00,,Bristol,2024-04-15T10:10:00+00:00,
Ryanair,Lech Walesa,2024-04-15T19:05:00+00:00,2024-04-15T19:13:00+00:00,Bristol,2024-04-15T20:35:00+00:00,2024-04-15T20:34:00+00:00
easyJet,Diagoras,2024-04-15T13:25:00+00:00,2024-04-15T13:43:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T16:03:00+00:00
easyJet,Edinburgh,2024-04-15T10:10:00+00:00,2024-04-15T10:23:00+00:00,Bristol,2024-04-15T11:25:00+00:00,2024-04-15T11:17:00+00:00
easyJet,Glasgow International,2024-04-15T13:40:00+00:00,2024-04-15T14:22:00+00:00,Bristol,2024-04-15T14:55:00+00:00,2024-04-15T15:15:00+00:00
easyJet,El Prat De Llobregat,2024-04-15T14:20:00+00:00,2024-04-15T14:40:00+00:00,Bristol,2024-04-15T15:40:00+00:00,2024-04-15T15:49:00+00:00
Aer Lingus,Cork,2024-04-15T18:30:00+00:00,2024-04-15T18:51:00+00:00,Bristol,2024-04-15T19:50:00+00:00,2024-04-15T19:46:00+00:00
British Airways,Cork,2024-04-15T18:30:00+00:00,2024-04-15T18:51:00+00:00,Bristol,2024-04-15T19:50:00+00:00,2024-04-15T19:46:00+00:00
easyJet,Inverness,2024-04-15T09:50:00+00:00,2024-04-15T10:11:00+00:00,Bristol,2024-04-15T11:10:00+00:00,2024-04-15T11:15:00+00:00
Sierra Pacific Airlines,Jersey,2024-04-15T09:10:00+00:00,,Bristol,2024-04-15T10:10:00+00:00,
KLM,Schiphol,2024-04-15T12:55:00+00:00,2024-04-15T13:20:00+00:00,Bristol,2024-04-15T13:10:00+00:00,2024-04-15T13:17:00+00:00
easyJet,Orly,2024-04-15T15:00:00+00:00,2024-04-15T15:31:00+00:00,Bristol,2024-04-15T15:20:00+00:00,2024-04-15T15:38:00+00:00
Jet2,Madeira,2024-04-15T12:00:00+00:00,2024-04-15T12:22:00+00:00,Bristol,2024-04-15T15:30:00+00:00,2024-04-15T15:46:00+00:00
easyJet,Berlin Brandenburg Airport,2024-04-15T16:40:00+00:00,2024-04-15T16:45:00+00:00,Bristol,2024-04-15T17:45:00+00:00,2024-04-15T17:36:00+00:00
easyJet,John Paul II Balice International,2024-04-15T14:10:00+00:00,2024-04-15T14:19:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T15:53:00+00:00
Ryanair,Girona-Costa Brava,2024-04-15T16:05:00+00:00,2024-04-15T16:16:00+00:00,Bristol,2024-04-15T17:15:00+00:00,2024-04-15T17:18:00+00:00
easyJet,Glasgow International,2024-04-15T20:30:00+00:00,2024-04-15T20:58:00+00:00,Bristol,2024-04-15T21:40:00+00:00,2024-04-15T21:44:00+00:00
Qatar Airways,Dublin International,2024-04-15T14:30:00+00:00,2024-04-15T14:47:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T15:42:00+00:00
British Airways,Dublin International,2024-04-15T14:30:00+00:00,2024-04-15T14:47:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T15:42:00+00:00
easyJet,Son Sant Joan Airport,2024-04-15T14:20:00+00:00,2024-04-15T14:34:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T15:58:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-15T14:30:00+00:00,2024-04-15T14:50:00+00:00,Bristol,2024-04-15T16:00:00+00:00,2024-04-15T16:12:00+00:00
247 Aviation,Faro,2024-04-15T20:45:00+00:00,,Bristol,2024-04-15T23:17:00+00:00,
easyJet,Faro,2024-04-15T21:55:00+00:00,2024-04-15T22:07:00+00:00,Bristol,2024-04-16T00:30:00+00:00,2024-04-16T00:30:00+00:00
Ryanair,Dublin International,2024-04-15T14:15:00+00:00,2024-04-15T14:22:00+00:00,Bristol,2024-04-15T15:20:00+00:00,2024-04-15T15:03:00+00:00
Aer Lingus,Dublin International,2024-04-15T14:30:00+00:00,2024-04-15T14:47:00+00:00,Bristol,2024-04-15T15:50:00+00:00,2024-04-15T15:42:00+00:00
TUIfly,Dalaman,2024-04-15T16:05:00+00:00,2024-04-15T16:22:00+00:00,Bristol,2024-04-15T18:30:00+00:00,2024-04-15T18:40:00+00:00
easyJet,Prague Vaclav Havel Airport,2024-04-15T21:55:00+00:00,2024-04-15T22:42:00+00:00,Bristol,2024-04-15T23:00:00+00:00,2024-04-15T23:36:00+00:00
German Airways,Schiphol,2024-04-15T16:40:00+00:00,,Bristol,2024-04-15T16:55:00+00:00,
Ryanair,Bydgoszcz I. J. Paderewski Airport,2024-04-15T21:25:00+00:00,2024-04-15T21:52:00+00:00,Bristol,2024-04-15T22:50:00+00:00,2024-04-15T23:09:00+00:00
easyJet,Edinburgh,2024-04-15T08:50:00+00:00,2024-04-15T09:01:00+00:00,Bristol,2024-04-15T10:05:00+00:00,2024-04-15T09:52:00+00:00
easyJet,Schiphol,2024-04-15T19:20:00+00:00,,Bristol,2024-04-15T19:40:00+00:00,
TUIfly,Gran Canaria,2024-04-15T15:50:00+00:00,2024-04-15T16:03:00+00:00,Bristol,2024-04-15T19:55:00+00:00,2024-04-15T19:50:00+00:00
easyJet,Aldergrove International Airport,2024-04-15T22:00:00+00:00,,Bristol,2024-04-15T23:05:00+00:00,
easyJet,Cote D'azur International Airport,2024-04-15T14:10:00+00:00,2024-04-15T14:28:00+00:00,Bristol,2024-04-15T15:20:00+00:00,2024-04-15T15:26:00+00:00
Delta Air Lines,Schiphol,2024-04-15T16:40:00+00:00,,Bristol,2024-04-15T16:55:00+00:00,
Kenya Airways,Schiphol,2024-04-15T16:40:00+00:00,,Bristol,2024-04-15T16:55:00+00:00,
Virgin Atlantic,Schiphol,2024-04-15T16:40:00+00:00,,Bristol,2024-04-15T16:55:00+00:00,
easyJet,Aldergrove International Airport,2024-04-15T13:20:00+00:00,2024-04-15T13:41:00+00:00,Bristol,2024-04-15T14:30:00+00:00,2024-04-15T14:27:00+00:00
easyJet,Faro,2024-04-15T12:40:00+00:00,2024-04-15T12:59:00+00:00,Bristol,2024-04-15T15:15:00+00:00,2024-04-15T15:32:00+00:00
easyJet,Charles De Gaulle,2024-04-15T17:15:00+00:00,2024-04-15T17:47:00+00:00,Bristol,2024-04-15T17:35:00+00:00,2024-04-15T17:47:00+00:00
Luxwing,Guernsey,2024-04-15T12:55:00+00:00,2024-04-15T13:07:00+00:00,Bristol,2024-04-15T13:50:00+00:00,2024-04-15T13:51:00+00:00
easyJet,Geneve-cointrin,2024-04-15T18:35:00+00:00,2024-04-15T18:48:00+00:00,Bristol,2024-04-15T19:20:00+00:00,2024-04-15T19:21:00+00:00
Ryanair,Sur Reina Sofia,2024-04-15T10:45:00+00:00,2024-04-15T10:50:00+00:00,Bristol,2024-04-15T14:45:00+00:00,2024-04-15T14:44:00+00:00
Jet2,Larnaca,2024-04-15T17:35:00+00:00,2024-04-15T17:55:00+00:00,Bristol,2024-04-15T20:50:00+00:00,2024-04-15T20:47:00+00:00
easyJet,Mérignac,2024-04-15T23:00:00+00:00,2024-04-15T23:19:00+00:00,Bristol,2024-04-15T23:40:00+00:00,2024-04-15T23:40:00+00:00
Ryanair,Ibiza,2024-04-15T12:50:00+00:00,2024-04-15T12:56:00+00:00,Bristol,2024-04-15T14:15:00+00:00,2024-04-15T14:12:00+00:00
Jet2,Ibiza,2024-04-15T20:25:00+00:00,2024-04-15T20:30:00+00:00,Bristol,2024-04-15T21:55:00+00:00,2024-04-15T21:54:00+00:00
easyJet,Newcastle Airport,2024-04-15T17:55:00+00:00,2024-04-15T18:25:00+00:00,Bristol,2024-04-15T19:00:00+00:00,2024-04-15T19:08:00+00:00
easyJet,Euroairport Swiss,2024-04-15T21:05:00+00:00,2024-04-15T21:20:00+00:00,Bristol,2024-04-15T21:50:00+00:00,2024-04-15T21:51:00+00:00
easyJet,Schiphol,2024-04-15T12:10:00+00:00,2024-04-15T12:29:00+00:00,Bristol,2024-04-15T12:30:00+00:00,2024-04-15T12:36:00+00:00
easyJet,Schiphol,2024-04-15T19:00:00+00:00,,Bristol,2024-04-15T19:20:00+00:00,
Alitalia,Schiphol,2024-04-15T12:55:00+00:00,2024-04-15T13:20:00+00:00,Bristol,2024-04-15T13:10:00+00:00,2024-04-15T13:17:00+00:00
easyJet,Edinburgh,2024-04-15T19:55:00+00:00,2024-04-15T20:47:00+00:00,Bristol,2024-04-15T21:10:00+00:00,2024-04-15T21:36:00+00:00
Ryanair,Lanzarote,2024-04-15T20:00:00+00:00,2024-04-15T19:53:00+00:00,Bristol,2024-04-15T23:50:00+00:00,2024-04-15T23:32:00+00:00
easyJet,Antalya,2024-04-15T20:45:00+00:00,2024-04-15T21:18:00+00:00,Bristol,2024-04-15T23:30:00+00:00,2024-04-15T23:44:00+00:00
Ryanair,Menara,2024-04-15T19:30:00+00:00,2024-04-15T21:47:00+00:00,Bristol,2024-04-15T22:55:00+00:00,
Ryanair,Alicante El Altet,2024-04-15T21:05:00+00:00,2024-04-15T21:20:00+00:00,Bristol,2024-04-15T22:40:00+00:00,2024-04-15T22:46:00+00:00
Jet2,Malta International,2024-04-15T15:00:00+00:00,2024-04-15T15:08:00+00:00,Bristol,2024-04-15T17:30:00+00:00,2024-04-15T17:28:00+00:00
Jet2,Antalya,2024-04-15T20:35:00+00:00,2024-04-15T21:01:00+00:00,Bristol,2024-04-15T23:20:00+00:00,2024-04-15T23:28:00+00:00
Ryanair,Dublin International,2024-04-15T20:30:00+00:00,2024-04-15T20:35:00+00:00,Bristol,2024-04-15T21:35:00+00:00,2024-04-15T21:14:00+00:00
TUIfly,Hurghada,2024-04-15T18:30:00+00:00,2024-04-15T18:38:00+00:00,Bristol,2024-04-15T23:30:00+00:00,2024-04-15T23:26:00+00:00
easyJet,Sur Reina Sofia,2024-04-15T21:00:00+00:00,2024-04-15T21:51:00+00:00,Bristol,2024-04-16T00:55:00+00:00,2024-04-16T01:41:00+00:00
easyJet,Barajas,2024-04-15T21:45:00+00:00,2024-04-15T22:01:00+00:00,Bristol,2024-04-15T23:00:00+00:00,2024-04-15T22:54:00+00:00
KLM,Schiphol,2024-04-15T22:00:00+00:00,,Bristol,2024-04-15T22:20:00+00:00,
easyJet,Kastrup,2024-04-15T21:50:00+00:00,2024-04-15T21:57:00+00:00,Bristol,2024-04-15T22:55:00+00:00,2024-04-15T22:39:00+00:00
British Airways,Dyce,2024-04-15T17:55:00+00:00,2024-04-15T17:44:00+00:00,Bristol,2024-04-15T19:25:00+00:00,2024-04-15T18:48:00+00:00
Sierra Pacific Airlines,Dyce,2024-04-15T17:55:00+00:00,2024-04-15T17:44:00+00:00,Bristol,2024-04-15T19:25:00+00:00,2024-04-15T18:48:00+00:00
Loganair,Dyce,2024-04-15T17:55:00+00:00,2024-04-15T17:44:00+00:00,Bristol,2024-04-15T19:25:00+00:00,2024-04-15T18:48:00+00:00
Etihad Airways,Schiphol,2024-04-15T22:00:00+00:00,,Bristol,2024-04-15T22:20:00+00:00,
easyJet,El Prat De Llobregat,2024-04-15T22:15:00+00:00,2024-04-15T22:43:00+00:00,Bristol,2024-04-15T23:30:00+00:00,2024-04-15T23:47:00+00:00
Aer Lingus,Dublin International,2024-04-15T17:05:00+00:00,2024-04-15T17:18:00+00:00,Bristol,2024-04-15T18:25:00+00:00,2024-04-15T18:08:00+00:00
Virgin Atlantic,Schiphol,2024-04-15T22:00:00+00:00,,Bristol,2024-04-15T22:20:00+00:00,
Kenya Airways,Schiphol,2024-04-15T22:00:00+00:00,,Bristol,2024-04-15T22:20:00+00:00,
easyJet,Glasgow International,2024-04-15T08:50:00+00:00,2024-04-15T09:05:00+00:00,Bristol,2024-04-15T10:05:00+00:00,2024-04-15T09:55:00+00:00
Ryanair,Son Sant Joan Airport,2024-04-15T23:20:00+00:00,2024-04-15T23:28:00+00:00,Bristol,2024-04-16T00:50:00+00:00,2024-04-16T00:42:00+00:00
easyJet,Alicante El Altet,2024-04-15T14:20:00+00:00,2024-04-15T14:39:00+00:00,Bristol,2024-04-15T15:55:00+00:00,2024-04-15T16:08:00+00:00
easyJet,Glasgow International,2024-04-15T21:50:00+00:00,2024-04-15T21:52:00+00:00,Bristol,2024-04-15T23:00:00+00:00,2024-04-15T22:43:00+00:00
Virgin Atlantic,Schiphol,2024-04-15T08:35:00+00:00,2024-04-15T09:04:00+00:00,Bristol,2024-04-15T08:50:00+00:00,2024-04-15T09:01:00+00:00
empty,Faro,2024-04-15T21:55:00+00:00,,Bristol,2024-04-16T00:27:00+00:00,
easyJet,Lisbon Portela,2024-04-15T12:20:00+00:00,2024-04-15T12:57:00+00:00,Bristol,2024-04-15T14:50:00+00:00,2024-04-15T15:09:00+00:00
Jet2,Sur Reina Sofia,2024-04-15T15:35:00+00:00,2024-04-15T16:00:00+00:00,Bristol,2024-04-15T19:45:00+00:00,2024-04-15T19:56:00+00:00
easyJet,Son Sant Joan Airport,2024-04-15T15:40:00+00:00,2024-04-15T16:10:00+00:00,Bristol,2024-04-15T17:10:00+00:00,2024-04-15T17:33:00+00:00
Ryanair,Ireland West Airport Knock,2024-04-15T16:25:00+00:00,2024-04-15T16:38:00+00:00,Bristol,2024-04-15T17:35:00+00:00,2024-04-15T17:30:00+00:00
Ryanair,Dublin International,2024-04-15T08:45:00+00:00,2024-04-15T09:06:00+00:00,Bristol,2024-04-15T09:50:00+00:00,2024-04-15T09:45:00+00:00
easyJet,Aldergrove International Airport,2024-04-15T08:40:00+00:00,2024-04-15T09:02:00+00:00,Bristol,2024-04-15T09:45:00+00:00,2024-04-15T09:48:00+00:00
Ryanair,Marco Polo,2024-04-15T09:45:00+00:00,2024-04-15T10:06:00+00:00,Bristol,2024-04-15T11:05:00+00:00,2024-04-15T11:19:00+00:00
easyJet,Orly,2024-04-15T19:20:00+00:00,2024-04-15T19:47:00+00:00,Bristol,2024-04-15T19:40:00+00:00,2024-04-15T19:53:00+00:00
easyJet,Newcastle Airport,2024-04-15T08:35:00+00:00,2024-04-15T08:37:00+00:00,Bristol,2024-04-15T09:40:00+00:00,2024-04-15T09:24:00+00:00
easyJet,Ronaldsway,2024-04-15T17:10:00+00:00,2024-04-15T17:38:00+00:00,Bristol,2024-04-15T18:05:00+00:00,2024-04-15T18:20:00+00:00
Ryanair,Valencia,2024-04-15T05:55:00+00:00,2024-04-15T05:56:00+00:00,Bristol,2024-04-15T07:25:00+00:00,2024-04-15T07:09:00+00:00
easyJet,Gran Canaria,2024-04-15T22:10:00+00:00,2024-04-15T22:15:00+00:00,Bristol,2024-04-16T02:05:00+00:00,2024-04-16T02:04:00+00:00
easyJet,Zine El Abidine Ben Ali International Airport,2024-04-15T10:10:00+00:00,2024-04-15T10:31:00+00:00,Bristol,2024-04-15T13:25:00+00:00,2024-04-15T13:28:00+00:00
Virgin Atlantic,Schiphol,2024-04-15T12:55:00+00:00,2024-04-15T13:20:00+00:00,Bristol,2024-04-15T13:10:00+00:00,2024-04-15T13:17:00+00:00
Kenya Airways,Schiphol,2024-04-15T12:55:00+00:00,2024-04-15T13:20:00+00:00,Bristol,2024-04-15T13:10:00+00:00,2024-04-15T13:17:00+00:00
Delta Air Lines,Schiphol,2024-04-15T12:55:00+00:00,2024-04-15T13:20:00+00:00,Bristol,2024-04-15T13:10:00+00:00,2024-04-15T13:17:00+00:00
easyJet,Leonardo Da Vinci (Fiumicino),2024-04-15T21:10:00+00:00,2024-04-15T21:25:00+00:00,Bristol,2024-04-15T22:55:00+00:00,2024-04-15T23:04:00+00:00
Helvetic Airways,Zurich,2024-04-15T17:00:00+00:00,2024-04-15T17:33:00+00:00,Bristol,2024-04-15T17:55:00+00:00,2024-04-15T18:15:00+00:00
Ryanair,El Prat De Llobregat,2024-04-15T06:10:00+00:00,2024-04-15T06:31:00+00:00,Bristol,2024-04-15T07:35:00+00:00,2024-04-15T07:33:00+00:00
Ryanair,Kastrup,2024-04-15T06:40:00+00:00,2024-04-15T06:51:00+00:00,Bristol,2024-04-15T07:50:00+00:00,2024-04-15T07:46:00+00:00
easyJet,Alicante El Altet,2024-04-15T07:00:00+00:00,2024-04-15T07:06:00+00:00,Bristol,2024-04-15T08:35:00+00:00,2024-04-15T08:32:00+00:00
British Airways,Dublin International,2024-04-15T06:40:00+00:00,2024-04-15T06:50:00+00:00,Bristol,2024-04-15T07:55:00+00:00,2024-04-15T07:39:00+00:00
Aer Lingus,Dublin International,2024-04-15T06:40:00+00:00,2024-04-15T06:50:00+00:00,Bristol,2024-04-15T07:55:00+00:00,2024-04-15T07:39:00+00:00
KLM,Schiphol,2024-04-15T08:35:00+00:00,2024-04-15T09:04:00+00:00,Bristol,2024-04-15T08:50:00+00:00,2024-04-15T09:01:00+00:00
Ryanair,Lanzarote,2024-04-15T07:20:00+00:00,2024-04-15T07:26:00+00:00,Bristol,2024-04-15T11:10:00+00:00,2024-04-15T11:11:00+00:00
empty,Tees Valley,2024-04-15T07:20:00+00:00,2024-04-15T08:03:00+00:00,Bristol,2024-04-15T08:55:00+00:00,2024-04-15T09:19:00+00:00
easyJet,Bristol,2024-04-15T06:00:00+00:00,2024-04-15T06:22:00+00:00,Zine El Abidine Ben Ali International Airport,2024-04-15T09:10:00+00:00,
easyJet,Bristol,2024-04-15T13:00:00+00:00,2024-04-15T13:04:00+00:00,Berlin Brandenburg Airport,2024-04-15T16:00:00+00:00,2024-04-15T15:34:00+00:00
Centreline,Bristol,2024-04-15T07:00:00+00:00,2024-04-15T07:02:00+00:00,Bremen,2024-04-15T09:20:00+00:00,2024-04-15T09:09:00+00:00
easyJet,Bristol,2024-04-15T15:00:00+00:00,2024-04-15T15:18:00+00:00,Aldergrove International Airport,2024-04-15T16:10:00+00:00,2024-04-15T16:19:00+00:00
easyJet,Bristol,2024-04-15T07:00:00+00:00,2024-04-15T06:59:00+00:00,Aldergrove International Airport,2024-04-15T08:10:00+00:00,2024-04-15T08:13:00+00:00
easyJet,Bristol,2024-04-15T20:15:00+00:00,,Aldergrove International Airport,2024-04-15T21:25:00+00:00,
Luxwing,Bristol,2024-04-15T14:20:00+00:00,2024-04-15T14:38:00+00:00,Guernsey,2024-04-15T15:25:00+00:00,2024-04-15T15:11:00+00:00
Loganair,Bristol,2024-04-15T10:40:00+00:00,,Jersey,2024-04-15T11:40:00+00:00,
Sierra Pacific Airlines,Bristol,2024-04-15T10:40:00+00:00,,Jersey,2024-04-15T11:40:00+00:00,
Blue Islands,Bristol,2024-04-15T10:40:00+00:00,,Jersey,2024-04-15T11:40:00+00:00,
Blue Islands,Bristol,2024-04-15T10:40:00+00:00,2024-04-15T10:55:00+00:00,Jersey,2024-04-15T11:35:00+00:00,2024-04-15T11:30:00+00:00
,Bristol,2024-04-15T10:40:00+00:00,,Jersey,2024-04-15T11:40:00+00:00,
BAe Systems Marine,Bristol,2024-04-15T17:35:00+00:00,2024-04-15T17:31:00+00:00,Walney Island,2024-04-15T18:38:00+00:00,
easyJet,Bristol,2024-04-15T15:45:00+00:00,2024-04-15T16:04:00+00:00,Ronaldsway,2024-04-15T16:40:00+00:00,2024-04-15T16:52:00+00:00
easyJet,Bristol,2024-04-15T07:00:00+00:00,2024-04-15T07:05:00+00:00,Newcastle Airport,2024-04-15T08:05:00+00:00,2024-04-15T07:56:00+00:00
easyJet,Bristol,2024-04-15T16:20:00+00:00,2024-04-15T16:54:00+00:00,Newcastle Airport,2024-04-15T17:25:00+00:00,
British Airways,Bristol,2024-04-15T19:55:00+00:00,2024-04-15T19:48:00+00:00,Dyce,2024-04-15T21:25:00+00:00,2024-04-15T20:58:00+00:00
Loganair,Bristol,2024-04-15T19:55:00+00:00,2024-04-15T19:48:00+00:00,Dyce,2024-04-15T21:25:00+00:00,2024-04-15T20:58:00+00:00
Sierra Pacific Airlines,Bristol,2024-04-15T19:55:00+00:00,2024-04-15T19:48:00+00:00,Dyce,2024-04-15T21:25:00+00:00,2024-04-15T20:58:00+00:00
easyJet,Bristol,2024-04-15T07:45:00+00:00,2024-04-15T07:57:00+00:00,Inverness,2024-04-15T09:15:00+00:00,2024-04-15T09:21:00+00:00
easyJet,Bristol,2024-04-15T07:05:00+00:00,2024-04-15T07:15:00+00:00,Glasgow International,2024-04-15T08:20:00+00:00,2024-04-15T08:17:00+00:00
easyJet,Bristol,2024-04-15T11:55:00+00:00,2024-04-15T12:06:00+00:00,Glasgow International,2024-04-15T13:10:00+00:00,2024-04-15T13:15:00+00:00
easyJet,Bristol,2024-04-15T18:45:00+00:00,2024-04-15T19:16:00+00:00,Glasgow International,2024-04-15T20:00:00+00:00,2024-04-15T20:16:00+00:00
easyJet,Bristol,2024-04-15T20:05:00+00:00,2024-04-15T20:02:00+00:00,Glasgow International,2024-04-15T21:20:00+00:00,2024-04-15T21:03:00+00:00
easyJet,Bristol,2024-04-15T07:05:00+00:00,2024-04-15T07:13:00+00:00,Edinburgh,2024-04-15T08:20:00+00:00,2024-04-15T08:11:00+00:00
easyJet,Bristol,2024-04-15T13:55:00+00:00,2024-04-15T14:07:00+00:00,Edinburgh,2024-04-15T15:10:00+00:00,2024-04-15T15:08:00+00:00
easyJet,Bristol,2024-04-15T11:55:00+00:00,2024-04-15T12:11:00+00:00,Edinburgh,2024-04-15T13:10:00+00:00,2024-04-15T13:13:00+00:00
easyJet,Bristol,2024-04-15T21:40:00+00:00,2024-04-15T22:23:00+00:00,Edinburgh,2024-04-15T22:55:00+00:00,2024-04-15T23:28:00+00:00
Aurigny Air Services,Bristol,2024-04-15T14:10:00+00:00,,Exeter,2024-04-15T14:45:00+00:00,
Alitalia,Bristol,2024-04-15T06:20:00+00:00,2024-04-15T06:45:00+00:00,Schiphol,2024-04-15T08:45:00+00:00,
Alitalia,Bristol,2024-04-15T13:45:00+00:00,,Schiphol,2024-04-15T16:05:00+00:00,
Delta Air Lines,Bristol,2024-04-15T06:20:00+00:00,2024-04-15T06:45:00+00:00,Schiphol,2024-04-15T08:45:00+00:00,
Delta Air Lines,Bristol,2024-04-15T09:20:00+00:00,2024-04-15T10:01:00+00:00,Schiphol,2024-04-15T11:35:00+00:00,2024-04-15T11:53:00+00:00
Etihad Airways,Bristol,2024-04-15T17:30:00+00:00,,Schiphol,2024-04-15T19:45:00+00:00,
Gol,Bristol,2024-04-15T06:20:00+00:00,2024-04-15T06:45:00+00:00,Schiphol,2024-04-15T08:45:00+00:00,
KLM,Bristol,2024-04-15T06:20:00+00:00,2024-04-15T06:45:00+00:00,Schiphol,2024-04-15T08:45:00+00:00,
KLM,Bristol,2024-04-15T09:20:00+00:00,2024-04-15T10:01:00+00:00,Schiphol,2024-04-15T11:35:00+00:00,2024-04-15T11:53:00+00:00
KLM,Bristol,2024-04-15T13:45:00+00:00,,Schiphol,2024-04-15T16:05:00+00:00,
KLM,Bristol,2024-04-15T17:30:00+00:00,,Schiphol,2024-04-15T19:45:00+00:00,
Kenya Airways,Bristol,2024-04-15T06:20:00+00:00,2024-04-15T06:45:00+00:00,Schiphol,2024-04-15T08:45:00+00:00,
