Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival
Delta Air Lines,Schiphol,2024-04-07T08:35:00+00:00,2024-04-07T08:46:00+00:00,Bristol,2024-04-07T08:50:00+00:00,2024-04-07T08:50:00+00:00
easyJet,Son Sant Joan Airport,2024-04-07T11:40:00+00:00,2024-04-07T12:00:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
easyJet,Sur Reina Sofia,2024-04-07T11:10:00+00:00,2024-04-07T11:29:00+00:00,Bristol,2024-04-07T15:15:00+00:00,
Virgin Atlantic,Schiphol,2024-04-07T08:35:00+00:00,2024-04-07T08:46:00+00:00,Bristol,2024-04-07T08:50:00+00:00,2024-04-07T08:50:00+00:00
Virgin Atlantic,Schiphol,2024-04-07T08:35:00+00:00,2024-04-07T08:46:00+00:00,Bristol,2024-04-07T08:50:00+00:00,2024-04-07T08:50:00+00:00
TUIfly,Lanzarote,2024-04-07T10:55:00+00:00,2024-04-07T11:28:00+00:00,Bristol,2024-04-07T14:50:00+00:00,
TUIfly,Sandro Pertini (caselle),2024-04-07T11:10:00+00:00,2024-04-07T11:49:00+00:00,Bristol,2024-04-07T12:20:00+00:00,2024-04-07T12:25:00+00:00
Jet2,Paphos International Airport,2024-04-07T15:30:00+00:00,2024-04-07T15:32:00+00:00,Bristol,2024-04-07T18:35:00+00:00,2024-04-07T18:20:00+00:00
Alitalia,Schiphol,2024-04-07T12:55:00+00:00,2024-04-07T13:02:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
easyJet,Orly,2024-04-07T21:55:00+00:00,2024-04-07T22:31:00+00:00,Bristol,2024-04-07T22:15:00+00:00,2024-04-07T22:25:00+00:00
Ryanair,Ireland West Airport Knock,2024-04-07T13:30:00+00:00,,Bristol,2024-04-07T14:40:00+00:00,
Ryanair,Dublin International,2024-04-07T08:40:00+00:00,2024-04-07T09:23:00+00:00,Bristol,2024-04-07T09:45:00+00:00,2024-04-07T10:08:00+00:00
Delta Air Lines,Schiphol,2024-04-07T12:55:00+00:00,2024-04-07T13:02:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
Kenya Airways,Schiphol,2024-04-07T12:55:00+00:00,2024-04-07T13:02:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
Virgin Atlantic,Schiphol,2024-04-07T12:55:00+00:00,2024-04-07T13:02:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
Virgin Atlantic,Schiphol,2024-04-07T12:55:00+00:00,2024-04-07T13:02:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
easyJet,Schiphol,2024-04-07T15:40:00+00:00,,Bristol,2024-04-07T16:00:00+00:00,
easyJet,Aldergrove International Airport,2024-04-07T13:55:00+00:00,,Bristol,2024-04-07T15:05:00+00:00,
British Airways,Dublin International,2024-04-07T14:30:00+00:00,,Bristol,2024-04-07T15:50:00+00:00,
Qatar Airways,Dublin International,2024-04-07T14:30:00+00:00,,Bristol,2024-04-07T15:50:00+00:00,
Jet2,Antalya,2024-04-07T16:35:00+00:00,2024-04-07T16:43:00+00:00,Bristol,2024-04-07T19:20:00+00:00,2024-04-07T19:07:00+00:00
easyJet,Newcastle Airport,2024-04-07T14:55:00+00:00,,Bristol,2024-04-07T16:00:00+00:00,
Ryanair,Marseille Provence Airport,2024-04-07T09:50:00+00:00,2024-04-07T10:06:00+00:00,Bristol,2024-04-07T10:55:00+00:00,2024-04-07T10:44:00+00:00
Jet2,Fuerteventura,2024-04-07T18:45:00+00:00,2024-04-07T20:01:00+00:00,Bristol,2024-04-07T22:45:00+00:00,
easyJet,Son Sant Joan Airport,2024-04-07T16:45:00+00:00,2024-04-07T17:20:00+00:00,Bristol,2024-04-07T18:15:00+00:00,2024-04-07T18:16:00+00:00
Ryanair,Dublin International,2024-04-07T23:15:00+00:00,,Bristol,2024-04-08T00:00:00+00:00,
FlyWales,Aldergrove International Airport,2024-04-07T16:00:00+00:00,2024-04-07T16:06:00+00:00,Bristol,2024-04-07T17:10:00+00:00,2024-04-07T17:15:00+00:00
Jet2,Pablo Ruiz Picasso,2024-04-07T11:25:00+00:00,2024-04-07T12:14:00+00:00,Bristol,2024-04-07T13:10:00+00:00,
Loganair,Jersey,2024-04-07T18:20:00+00:00,,Bristol,2024-04-07T19:20:00+00:00,
Ryanair,Kastrup,2024-04-07T16:55:00+00:00,2024-04-07T17:12:00+00:00,Bristol,2024-04-07T18:05:00+00:00,2024-04-07T18:11:00+00:00
easyJet,El Prat De Llobregat,2024-04-07T22:15:00+00:00,2024-04-07T23:10:00+00:00,Bristol,2024-04-07T23:30:00+00:00,2024-04-07T23:54:00+00:00
Etihad Airways,Schiphol,2024-04-07T22:00:00+00:00,2024-04-07T22:21:00+00:00,Bristol,2024-04-07T22:20:00+00:00,2024-04-07T22:20:00+00:00
Kenya Airways,Schiphol,2024-04-07T22:00:00+00:00,2024-04-07T22:21:00+00:00,Bristol,2024-04-07T22:20:00+00:00,2024-04-07T22:20:00+00:00
Virgin Atlantic,Schiphol,2024-04-07T22:00:00+00:00,2024-04-07T22:21:00+00:00,Bristol,2024-04-07T22:20:00+00:00,2024-04-07T22:20:00+00:00
Aer Lingus,Dublin International,2024-04-07T17:05:00+00:00,2024-04-07T17:25:00+00:00,Bristol,2024-04-07T18:25:00+00:00,2024-04-07T18:31:00+00:00
Qatar Airways,Dublin International,2024-04-07T17:05:00+00:00,2024-04-07T17:25:00+00:00,Bristol,2024-04-07T18:25:00+00:00,2024-04-07T18:31:00+00:00
British Airways,Dublin International,2024-04-07T17:05:00+00:00,2024-04-07T17:25:00+00:00,Bristol,2024-04-07T18:25:00+00:00,2024-04-07T18:31:00+00:00
Loganair,Dyce,2024-04-07T17:55:00+00:00,2024-04-07T17:54:00+00:00,Bristol,2024-04-07T19:25:00+00:00,2024-04-07T19:11:00+00:00
Sierra Pacific Airlines,Dyce,2024-04-07T17:55:00+00:00,2024-04-07T17:54:00+00:00,Bristol,2024-04-07T19:25:00+00:00,2024-04-07T19:11:00+00:00
British Airways,Dyce,2024-04-07T17:55:00+00:00,2024-04-07T17:54:00+00:00,Bristol,2024-04-07T19:25:00+00:00,2024-04-07T19:11:00+00:00
Aer Lingus,Dublin International,2024-04-07T14:30:00+00:00,,Bristol,2024-04-07T15:50:00+00:00,
NetJets Europe,Ibiza,2024-04-07T17:00:00+00:00,2024-04-07T17:00:00+00:00,Bristol,2024-04-07T18:10:00+00:00,2024-04-07T18:08:00+00:00
easyJet,Leonardo Da Vinci (Fiumicino),2024-04-07T11:25:00+00:00,2024-04-07T12:01:00+00:00,Bristol,2024-04-07T13:20:00+00:00,
easyJet,Mérignac,2024-04-07T22:25:00+00:00,2024-04-07T22:36:00+00:00,Bristol,2024-04-07T23:05:00+00:00,2024-04-07T22:49:00+00:00
German Airways,Schiphol,2024-04-07T16:40:00+00:00,,Bristol,2024-04-07T16:55:00+00:00,
Ryanair,Dublin International,2024-04-07T15:35:00+00:00,,Bristol,2024-04-07T16:40:00+00:00,
TUIfly,Sur Reina Sofia,2024-04-07T19:10:00+00:00,2024-04-07T19:30:00+00:00,Bristol,2024-04-07T23:20:00+00:00,2024-04-07T23:07:00+00:00
Ryanair,Faro,2024-04-07T20:15:00+00:00,2024-04-07T21:09:00+00:00,Bristol,2024-04-07T22:55:00+00:00,2024-04-07T23:18:00+00:00
easyJet,Geneve-cointrin,2024-04-07T16:40:00+00:00,2024-04-07T16:53:00+00:00,Bristol,2024-04-07T17:25:00+00:00,2024-04-07T17:19:00+00:00
easyJet,Geneve-cointrin,2024-04-07T17:05:00+00:00,,Bristol,2024-04-07T17:33:00+00:00,
easyJet,Aldergrove International Airport,2024-04-07T14:45:00+00:00,,Bristol,2024-04-07T15:55:00+00:00,
Jet2,Sur Reina Sofia,2024-04-07T15:35:00+00:00,2024-04-07T16:04:00+00:00,Bristol,2024-04-07T19:45:00+00:00,2024-04-07T19:46:00+00:00
KLM,Schiphol,2024-04-07T22:00:00+00:00,2024-04-07T22:21:00+00:00,Bristol,2024-04-07T22:20:00+00:00,2024-04-07T22:20:00+00:00
easyJet,Edinburgh,2024-04-07T17:50:00+00:00,2024-04-07T18:12:00+00:00,Bristol,2024-04-07T19:05:00+00:00,2024-04-07T19:14:00+00:00
Jet2,Lanzarote,2024-04-07T17:35:00+00:00,2024-04-07T18:40:00+00:00,Bristol,2024-04-07T21:30:00+00:00,2024-04-07T22:01:00+00:00
easyJet,Ioannis Kapodistrias,2024-04-07T19:55:00+00:00,2024-04-07T20:05:00+00:00,Bristol,2024-04-07T21:25:00+00:00,2024-04-07T21:06:00+00:00
easyJet,Glasgow International,2024-04-07T17:45:00+00:00,2024-04-07T18:20:00+00:00,Bristol,2024-04-07T18:55:00+00:00,2024-04-07T19:18:00+00:00
easyJet,Edinburgh,2024-04-07T13:10:00+00:00,,Bristol,2024-04-07T14:25:00+00:00,
easyJet,Cote D'azur International Airport,2024-04-07T18:05:00+00:00,2024-04-07T18:52:00+00:00,Bristol,2024-04-07T19:20:00+00:00,2024-04-07T19:39:00+00:00
easyJet,Milas,2024-04-07T13:55:00+00:00,2024-04-07T14:15:00+00:00,Bristol,2024-04-07T16:15:00+00:00,
Ryanair,Son Sant Joan Airport,2024-04-07T19:25:00+00:00,2024-04-07T22:17:00+00:00,Bristol,2024-04-07T20:55:00+00:00,
easyJet,George Best Belfast City,2024-04-07T18:10:00+00:00,2024-04-07T18:42:00+00:00,Bristol,2024-04-07T19:15:00+00:00,2024-04-07T19:36:00+00:00
easyJet,North Front,2024-04-07T10:35:00+00:00,2024-04-07T11:09:00+00:00,Bristol,2024-04-07T12:25:00+00:00,2024-04-07T12:22:00+00:00
,Jersey,2024-04-07T18:20:00+00:00,,Bristol,2024-04-07T19:20:00+00:00,
Blue Islands,Jersey,2024-04-07T18:20:00+00:00,,Bristol,2024-04-07T19:20:00+00:00,
Blue Islands,Jersey,2024-04-07T18:20:00+00:00,2024-04-07T18:35:00+00:00,Bristol,2024-04-07T19:15:00+00:00,2024-04-07T19:23:00+00:00
Aer Lingus,Cork,2024-04-07T18:30:00+00:00,2024-04-07T19:19:00+00:00,Bristol,2024-04-07T19:50:00+00:00,2024-04-07T20:16:00+00:00
British Airways,Cork,2024-04-07T18:30:00+00:00,2024-04-07T19:19:00+00:00,Bristol,2024-04-07T19:50:00+00:00,2024-04-07T20:16:00+00:00
easyJet,Schiphol,2024-04-07T19:00:00+00:00,2024-04-07T19:45:00+00:00,Bristol,2024-04-07T19:20:00+00:00,2024-04-07T19:50:00+00:00
easyJet,Schiphol,2024-04-07T19:25:00+00:00,2024-04-07T20:01:00+00:00,Bristol,2024-04-07T19:45:00+00:00,2024-04-07T20:01:00+00:00
easyJet,Orly,2024-04-07T19:05:00+00:00,2024-04-07T19:59:00+00:00,Bristol,2024-04-07T19:25:00+00:00,2024-04-07T19:52:00+00:00
easyJet,Antalya,2024-04-07T22:45:00+00:00,2024-04-07T23:27:00+00:00,Bristol,2024-04-08T01:30:00+00:00,2024-04-08T01:45:00+00:00
easyJet,Edinburgh,2024-04-07T21:40:00+00:00,2024-04-07T22:29:00+00:00,Bristol,2024-04-07T22:55:00+00:00,2024-04-07T23:31:00+00:00
easyJet,Newcastle Airport,2024-04-07T21:50:00+00:00,2024-04-07T22:10:00+00:00,Bristol,2024-04-07T22:55:00+00:00,2024-04-07T23:02:00+00:00
easyJet,"Athens International Airport ""Eleftherios Venizelos""",2024-04-07T23:50:00+00:00,2024-04-08T01:01:00+00:00,Bristol,2024-04-08T01:45:00+00:00,2024-04-08T02:25:00+00:00
Ryanair,Francisco Sá Carneiro,2024-04-07T18:50:00+00:00,2024-04-07T20:03:00+00:00,Bristol,2024-04-07T21:00:00+00:00,2024-04-07T21:38:00+00:00
Ryanair,Lanzarote,2024-04-07T18:25:00+00:00,2024-04-07T19:00:00+00:00,Bristol,2024-04-07T22:15:00+00:00,2024-04-07T22:17:00+00:00
easyJet,Bilbao,2024-04-07T09:30:00+00:00,2024-04-07T10:18:00+00:00,Bristol,2024-04-07T10:15:00+00:00,2024-04-07T10:39:00+00:00
empty,Aldergrove International Airport,2024-04-07T16:30:00+00:00,,Bristol,2024-04-07T17:40:00+00:00,
easyJet,Berlin Brandenburg Airport,2024-04-07T22:00:00+00:00,2024-04-07T22:15:00+00:00,Bristol,2024-04-07T23:05:00+00:00,2024-04-07T23:04:00+00:00
Ryanair,Dublin International,2024-04-07T20:05:00+00:00,2024-04-07T20:16:00+00:00,Bristol,2024-04-07T21:10:00+00:00,2024-04-07T21:00:00+00:00
TUIfly,Larnaca,2024-04-07T23:55:00+00:00,2024-04-07T23:58:00+00:00,Bristol,2024-04-08T02:55:00+00:00,2024-04-08T02:34:00+00:00
Avanti Air,Guernsey,2024-04-07T10:45:00+00:00,2024-04-07T10:54:00+00:00,Bristol,2024-04-07T11:25:00+00:00,2024-04-07T11:30:00+00:00
Ryanair,El Prat De Llobregat,2024-04-07T18:50:00+00:00,2024-04-07T19:35:00+00:00,Bristol,2024-04-07T20:15:00+00:00,2024-04-07T20:24:00+00:00
Kenya Airways,Schiphol,2024-04-07T16:40:00+00:00,,Bristol,2024-04-07T16:55:00+00:00,
Virgin Atlantic,Schiphol,2024-04-07T16:40:00+00:00,,Bristol,2024-04-07T16:55:00+00:00,
easyJet,Kastrup,2024-04-07T22:15:00+00:00,2024-04-07T22:38:00+00:00,Bristol,2024-04-07T23:20:00+00:00,2024-04-07T23:34:00+00:00
Ryanair,Alicante El Altet,2024-04-07T20:35:00+00:00,2024-04-07T20:42:00+00:00,Bristol,2024-04-07T22:10:00+00:00,2024-04-07T21:49:00+00:00
easyJet,Corvera International,2024-04-07T10:20:00+00:00,2024-04-07T10:57:00+00:00,Bristol,2024-04-07T11:55:00+00:00,2024-04-07T11:57:00+00:00
easyJet,Aldergrove International Airport,2024-04-07T21:45:00+00:00,2024-04-07T22:30:00+00:00,Bristol,2024-04-07T22:50:00+00:00,2024-04-07T23:21:00+00:00
Ryanair,Henri Coanda International,2024-04-07T13:50:00+00:00,2024-04-07T14:09:00+00:00,Bristol,2024-04-07T15:25:00+00:00,
easyJet,Split,2024-04-07T10:35:00+00:00,2024-04-07T10:58:00+00:00,Bristol,2024-04-07T12:20:00+00:00,
easyJet,Faro,2024-04-07T22:15:00+00:00,2024-04-07T22:37:00+00:00,Bristol,2024-04-08T00:50:00+00:00,2024-04-08T00:40:00+00:00
Jet2,Son Sant Joan Airport,2024-04-07T10:25:00+00:00,2024-04-07T11:21:00+00:00,Bristol,2024-04-07T11:55:00+00:00,2024-04-07T12:19:00+00:00
easyJet,Milano Malpensa,2024-04-07T10:20:00+00:00,2024-04-07T10:41:00+00:00,Bristol,2024-04-07T11:20:00+00:00,2024-04-07T11:19:00+00:00
easyJet,Dubrovnik,2024-04-07T17:35:00+00:00,2024-04-07T17:52:00+00:00,Bristol,2024-04-07T19:35:00+00:00,2024-04-07T19:32:00+00:00
easyJet,Alicante El Altet,2024-04-07T16:10:00+00:00,2024-04-07T17:02:00+00:00,Bristol,2024-04-07T17:45:00+00:00,2024-04-07T18:05:00+00:00
Delta Air Lines,Schiphol,2024-04-07T16:40:00+00:00,,Bristol,2024-04-07T16:55:00+00:00,
easyJet,Edinburgh,2024-04-07T07:35:00+00:00,2024-04-07T07:31:00+00:00,Bristol,2024-04-07T08:50:00+00:00,2024-04-07T08:29:00+00:00
KLM,Schiphol,2024-04-07T08:35:00+00:00,2024-04-07T08:46:00+00:00,Bristol,2024-04-07T08:50:00+00:00,2024-04-07T08:50:00+00:00
easyJet,Bristol,2024-04-07T18:15:00+00:00,2024-04-07T18:28:00+00:00,Berlin Brandenburg Airport,2024-04-07T21:15:00+00:00,2024-04-07T21:00:00+00:00
FlyWales,Bristol,2024-04-07T18:30:00+00:00,2024-04-07T18:35:00+00:00,Aldergrove International Airport,2024-04-07T19:53:00+00:00,2024-04-07T19:49:00+00:00
empty,Bristol,2024-04-07T18:30:00+00:00,,Aldergrove International Airport,2024-04-07T19:53:00+00:00,
easyJet,Bristol,2024-04-07T15:35:00+00:00,,Aldergrove International Airport,2024-04-07T16:45:00+00:00,
easyJet,Bristol,2024-04-07T07:45:00+00:00,2024-04-07T07:56:00+00:00,Aldergrove International Airport,2024-04-07T08:55:00+00:00,2024-04-07T08:43:00+00:00
easyJet,Bristol,2024-04-07T13:05:00+00:00,,Aldergrove International Airport,2024-04-07T14:15:00+00:00,
easyJet,Bristol,2024-04-07T20:05:00+00:00,2024-04-07T20:45:00+00:00,Aldergrove International Airport,2024-04-07T21:15:00+00:00,2024-04-07T21:38:00+00:00
easyJet,Bristol,2024-04-07T16:30:00+00:00,2024-04-07T17:06:00+00:00,George Best Belfast City,2024-04-07T17:40:00+00:00,2024-04-07T17:55:00+00:00
Avanti Air,Bristol,2024-04-07T12:10:00+00:00,2024-04-07T12:20:00+00:00,Guernsey,2024-04-07T13:01:00+00:00,
Aurigny Air Services,Bristol,2024-04-07T16:15:00+00:00,,Guernsey,2024-04-07T17:20:00+00:00,
Loganair,Bristol,2024-04-07T19:50:00+00:00,,Jersey,2024-04-07T20:50:00+00:00,
Sierra Pacific Airlines,Bristol,2024-04-07T19:50:00+00:00,,Jersey,2024-04-07T20:50:00+00:00,
Blue Islands,Bristol,2024-04-07T19:50:00+00:00,,Jersey,2024-04-07T20:50:00+00:00,
Blue Islands,Bristol,2024-04-07T19:50:00+00:00,2024-04-07T20:08:00+00:00,Jersey,2024-04-07T20:48:00+00:00,2024-04-07T20:52:00+00:00
,Bristol,2024-04-07T19:50:00+00:00,,Jersey,2024-04-07T20:50:00+00:00,
easyJet,Bristol,2024-04-07T13:20:00+00:00,,Newcastle Airport,2024-04-07T14:25:00+00:00,
easyJet,Bristol,2024-04-07T20:15:00+00:00,2024-04-07T20:49:00+00:00,Newcastle Airport,2024-04-07T21:20:00+00:00,2024-04-07T21:33:00+00:00
British Airways,Bristol,2024-04-07T19:55:00+00:00,2024-04-07T20:12:00+00:00,Dyce,2024-04-07T21:25:00+00:00,2024-04-07T21:18:00+00:00
Loganair,Bristol,2024-04-07T19:55:00+00:00,2024-04-07T20:12:00+00:00,Dyce,2024-04-07T21:25:00+00:00,2024-04-07T21:18:00+00:00
Sierra Pacific Airlines,Bristol,2024-04-07T19:55:00+00:00,2024-04-07T20:12:00+00:00,Dyce,2024-04-07T21:25:00+00:00,2024-04-07T21:18:00+00:00
easyJet,Bristol,2024-04-07T14:45:00+00:00,,Inverness,2024-04-07T16:15:00+00:00,
easyJet,Bristol,2024-04-07T12:05:00+00:00,,Glasgow International,2024-04-07T13:20:00+00:00,
easyJet,Bristol,2024-04-07T16:00:00+00:00,2024-04-07T16:31:00+00:00,Glasgow International,2024-04-07T17:15:00+00:00,2024-04-07T17:23:00+00:00
easyJet,Bristol,2024-04-07T19:50:00+00:00,2024-04-07T20:37:00+00:00,Glasgow International,2024-04-07T21:05:00+00:00,2024-04-07T21:31:00+00:00
easyJet,Bristol,2024-04-07T11:25:00+00:00,2024-04-07T11:38:00+00:00,Edinburgh,2024-04-07T12:40:00+00:00,
easyJet,Bristol,2024-04-07T15:55:00+00:00,,Edinburgh,2024-04-07T17:10:00+00:00,
easyJet,Bristol,2024-04-07T19:45:00+00:00,2024-04-07T20:22:00+00:00,Edinburgh,2024-04-07T21:00:00+00:00,2024-04-07T21:13:00+00:00
easyJet,Bristol,2024-04-07T09:20:00+00:00,2024-04-07T09:19:00+00:00,Edinburgh,2024-04-07T10:35:00+00:00,2024-04-07T10:09:00+00:00
Alitalia,Bristol,2024-04-07T06:20:00+00:00,2024-04-07T06:26:00+00:00,Schiphol,2024-04-07T08:45:00+00:00,2024-04-07T08:17:00+00:00
Alitalia,Bristol,2024-04-07T13:45:00+00:00,,Schiphol,2024-04-07T16:05:00+00:00,
Delta Air Lines,Bristol,2024-04-07T06:20:00+00:00,2024-04-07T06:26:00+00:00,Schiphol,2024-04-07T08:45:00+00:00,2024-04-07T08:17:00+00:00
Delta Air Lines,Bristol,2024-04-07T09:20:00+00:00,2024-04-07T09:28:00+00:00,Schiphol,2024-04-07T11:35:00+00:00,2024-04-07T11:21:00+00:00
Etihad Airways,Bristol,2024-04-07T17:30:00+00:00,2024-04-07T17:47:00+00:00,Schiphol,2024-04-07T19:45:00+00:00,2024-04-07T19:37:00+00:00
KLM,Bristol,2024-04-07T06:20:00+00:00,2024-04-07T06:26:00+00:00,Schiphol,2024-04-07T08:45:00+00:00,2024-04-07T08:17:00+00:00
KLM,Bristol,2024-04-07T09:20:00+00:00,2024-04-07T09:28:00+00:00,Schiphol,2024-04-07T11:35:00+00:00,2024-04-07T11:21:00+00:00
KLM,Bristol,2024-04-07T13:45:00+00:00,,Schiphol,2024-04-07T16:05:00+00:00,
Kenya Airways,Bristol,2024-04-07T06:20:00+00:00,2024-04-07T06:26:00+00:00,Schiphol,2024-04-07T08:45:00+00:00,2024-04-07T08:17:00+00:00
Kenya Airways,Bristol,2024-04-07T09:20:00+00:00,2024-04-07T09:28:00+00:00,Schiphol,2024-04-07T11:35:00+00:00,2024-04-07T11:21:00+00:00
Kenya Airways,Bristol,2024-04-07T13:45:00+00:00,,Schiphol,2024-04-07T16:05:00+00:00,
easyJet,Bristol,2024-04-07T12:50:00+00:00,,Schiphol,2024-04-07T15:10:00+00:00,
easyJet,Bristol,2024-04-07T15:55:00+00:00,2024-04-07T16:44:00+00:00,Schiphol,2024-04-07T18:15:00+00:00,2024-04-07T18:38:00+00:00
easyJet,Bristol,2024-04-07T16:35:00+00:00,2024-04-07T16:47:00+00:00,Schiphol,2024-04-07T18:55:00+00:00,2024-04-07T18:42:00+00:00
Virgin Atlantic,Bristol,2024-04-07T13:45:00+00:00,,Schiphol,2024-04-07T16:05:00+00:00,
Virgin Atlantic,Bristol,2024-04-07T06:20:00+00:00,2024-04-07T06:26:00+00:00,Schiphol,2024-04-07T08:45:00+00:00,2024-04-07T08:17:00+00:00
Virgin Atlantic,Bristol,2024-04-07T09:20:00+00:00,2024-04-07T09:28:00+00:00,Schiphol,2024-04-07T11:35:00+00:00,2024-04-07T11:21:00+00:00
Virgin Atlantic,Bristol,2024-04-07T13:45:00+00:00,,Schiphol,2024-04-07T16:05:00+00:00,
Virgin Atlantic,Bristol,2024-04-07T17:30:00+00:00,2024-04-07T17:47:00+00:00,Schiphol,2024-04-07T19:45:00+00:00,2024-04-07T19:37:00+00:00
German Airways,Bristol,2024-04-07T17:30:00+00:00,2024-04-07T17:47:00+00:00,Schiphol,2024-04-07T19:45:00+00:00,2024-04-07T19:37:00+00:00
