Airline,Departure Airport,Scheduled Departure,Actual Departure,Arrival Airport,Scheduled Arrival,Actual Arrival,Event Time,Event Time Rounded,Event DateTime,Event Date
easyJet,Bristol,2024-04-06 09:35:00+00:00,2024-04-06 09:49:00+00:00,Schiphol,2024-04-06 11:55:00+00:00,2024-04-06 11:45:00+00:00,2024-04-06 09:49:00+00:00,2024-04-06 10:00:00+00:00,2024-04-06 10:00:00,2024-04-06
Other,Bristol,2024-04-06 13:45:00+00:00,2024-04-06 14:24:00+00:00,Schiphol,2024-04-06 16:05:00+00:00,,2024-04-06 14:24:00+00:00,2024-04-06 14:30:00+00:00,2024-04-06 14:30:00,2024-04-06
Other,Bristol,2024-04-06 13:45:00+00:00,2024-04-06 14:24:00+00:00,Schiphol,2024-04-06 16:05:00+00:00,,2024-04-06 14:24:00+00:00,2024-04-06 14:30:00+00:00,2024-04-06 14:30:00,2024-04-06
Other,Bristol,2024-04-06 06:20:00+00:00,2024-04-06 06:22:00+00:00,Schiphol,2024-04-06 08:45:00+00:00,2024-04-06 08:17:00+00:00,2024-04-06 06:22:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
Other,Bristol,2024-04-06 09:20:00+00:00,2024-04-06 09:35:00+00:00,Schiphol,2024-04-06 11:35:00+00:00,2024-04-06 11:29:00+00:00,2024-04-06 09:35:00+00:00,2024-04-06 09:30:00+00:00,2024-04-06 09:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 06:15:00+00:00,2024-04-06 06:31:00+00:00,Dublin International,2024-04-06 07:20:00+00:00,2024-04-06 07:13:00+00:00,2024-04-06 06:31:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 22:10:00+00:00,2024-04-06 22:28:00+00:00,Dublin International,2024-04-06 23:15:00+00:00,2024-04-06 23:13:00+00:00,2024-04-06 22:28:00+00:00,2024-04-06 22:30:00+00:00,2024-04-06 22:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 12:15:00+00:00,2024-04-06 13:01:00+00:00,Lawica,2024-04-06 15:25:00+00:00,,2024-04-06 13:01:00+00:00,2024-04-06 13:00:00+00:00,2024-04-06 13:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 16:45:00+00:00,2024-04-06 18:37:00+00:00,Copernicus Airport,2024-04-06 19:55:00+00:00,,2024-04-06 18:37:00+00:00,2024-04-06 18:30:00+00:00,2024-04-06 18:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 08:00:00+00:00,2024-04-06 07:57:00+00:00,Kaunas,2024-04-06 12:45:00+00:00,2024-04-06 12:21:00+00:00,2024-04-06 07:57:00+00:00,2024-04-06 08:00:00+00:00,2024-04-06 08:00:00,2024-04-06
Other,Bristol,2024-04-06 14:00:00+00:00,2024-04-06 14:31:00+00:00,Fuerteventura,2024-04-06 17:55:00+00:00,,2024-04-06 14:31:00+00:00,2024-04-06 14:30:00+00:00,2024-04-06 14:30:00,2024-04-06
easyJet,Bristol,2024-04-06 15:10:00+00:00,2024-04-06 16:42:00+00:00,Fuerteventura,2024-04-06 19:15:00+00:00,,2024-04-06 16:42:00+00:00,2024-04-06 16:30:00+00:00,2024-04-06 16:30:00,2024-04-06
Other,Bristol,2024-04-06 17:00:00+00:00,2024-04-06 17:38:00+00:00,Fuerteventura,2024-04-06 21:05:00+00:00,,2024-04-06 17:38:00+00:00,2024-04-06 17:30:00+00:00,2024-04-06 17:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 15:50:00+00:00,2024-04-06 17:31:00+00:00,Gran Canaria,2024-04-06 20:00:00+00:00,,2024-04-06 17:31:00+00:00,2024-04-06 17:30:00+00:00,2024-04-06 17:30:00,2024-04-06
Other,Bristol,2024-04-06 15:25:00+00:00,2024-04-06 15:35:00+00:00,Gran Canaria,2024-04-06 19:40:00+00:00,2024-04-06 19:50:00+00:00,2024-04-06 15:35:00+00:00,2024-04-06 15:30:00+00:00,2024-04-06 15:30:00,2024-04-06
easyJet,Bristol,2024-04-06 15:45:00+00:00,2024-04-06 16:36:00+00:00,Gran Canaria,2024-04-06 20:05:00+00:00,,2024-04-06 16:36:00+00:00,2024-04-06 16:30:00+00:00,2024-04-06 16:30:00,2024-04-06
Other,Bristol,2024-04-06 14:00:00+00:00,2024-04-06 14:45:00+00:00,Lanzarote,2024-04-06 18:00:00+00:00,,2024-04-06 14:45:00+00:00,2024-04-06 15:00:00+00:00,2024-04-06 15:00:00,2024-04-06
easyJet,Bristol,2024-04-06 06:20:00+00:00,2024-04-06 06:45:00+00:00,Lanzarote,2024-04-06 10:20:00+00:00,2024-04-06 11:05:00+00:00,2024-04-06 06:45:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 13:50:00+00:00,2024-04-06 15:24:00+00:00,Sur Reina Sofia,2024-04-06 18:05:00+00:00,,2024-04-06 15:24:00+00:00,2024-04-06 15:30:00+00:00,2024-04-06 15:30:00,2024-04-06
Other,Bristol,2024-04-06 13:50:00+00:00,2024-04-06 14:12:00+00:00,Sur Reina Sofia,2024-04-06 18:05:00+00:00,2024-04-06 18:26:00+00:00,2024-04-06 14:12:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
easyJet,Bristol,2024-04-06 06:10:00+00:00,2024-04-06 06:37:00+00:00,Sur Reina Sofia,2024-04-06 10:25:00+00:00,,2024-04-06 06:37:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 17:00:00+00:00,2024-04-06 17:06:00+00:00,Menara,2024-04-06 19:25:00+00:00,2024-04-06 19:52:00+00:00,2024-04-06 17:06:00+00:00,2024-04-06 17:00:00+00:00,2024-04-06 17:00:00,2024-04-06
easyJet,Bristol,2024-04-06 13:30:00+00:00,2024-04-06 13:47:00+00:00,Hurghada,2024-04-06 20:00:00+00:00,2024-04-06 19:51:00+00:00,2024-04-06 13:47:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
easyJet,Bristol,2024-04-06 13:10:00+00:00,2024-04-06 14:03:00+00:00,Sharm el-Sheikh International Airport,2024-04-06 19:45:00+00:00,,2024-04-06 14:03:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 18:00:00+00:00,2024-04-06 19:50:00+00:00,Rinas Mother Teresa,2024-04-06 22:10:00+00:00,,2024-04-06 19:50:00+00:00,2024-04-06 20:00:00+00:00,2024-04-06 20:00:00,2024-04-06
easyJet,Bristol,2024-04-06 07:00:00+00:00,2024-04-06 07:20:00+00:00,Larnaca,2024-04-06 13:35:00+00:00,2024-04-06 13:36:00+00:00,2024-04-06 07:20:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 14:40:00+00:00,2024-04-06 15:12:00+00:00,Paphos International Airport,2024-04-06 21:20:00+00:00,2024-04-06 21:23:00+00:00,2024-04-06 15:12:00+00:00,2024-04-06 15:00:00+00:00,2024-04-06 15:00:00,2024-04-06
Other,Bristol,2024-04-06 13:15:00+00:00,2024-04-06 13:43:00+00:00,Paphos International Airport,2024-04-06 19:45:00+00:00,2024-04-06 19:56:00+00:00,2024-04-06 13:43:00+00:00,2024-04-06 13:30:00+00:00,2024-04-06 13:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 09:25:00+00:00,2024-04-06 10:20:00+00:00,Alicante El Altet,2024-04-06 12:50:00+00:00,,2024-04-06 10:20:00+00:00,2024-04-06 10:30:00+00:00,2024-04-06 10:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 17:30:00+00:00,2024-04-06 19:54:00+00:00,Alicante El Altet,2024-04-06 20:55:00+00:00,,2024-04-06 19:54:00+00:00,2024-04-06 20:00:00+00:00,2024-04-06 20:00:00,2024-04-06
Other,Bristol,2024-04-06 06:55:00+00:00,2024-04-06 07:18:00+00:00,Alicante El Altet,2024-04-06 10:25:00+00:00,2024-04-06 10:42:00+00:00,2024-04-06 07:18:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 06:10:00+00:00,2024-04-06 06:17:00+00:00,Alicante El Altet,2024-04-06 09:40:00+00:00,2024-04-06 09:41:00+00:00,2024-04-06 06:17:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 13:25:00+00:00,2024-04-06 14:27:00+00:00,Alicante El Altet,2024-04-06 16:50:00+00:00,,2024-04-06 14:27:00+00:00,2024-04-06 14:30:00+00:00,2024-04-06 14:30:00,2024-04-06
Other,Bristol,2024-04-06 19:30:00+00:00,2024-04-06 19:27:00+00:00,El Prat De Llobregat,2024-04-06 22:29:00+00:00,2024-04-06 22:16:00+00:00,2024-04-06 19:27:00+00:00,2024-04-06 19:30:00+00:00,2024-04-06 19:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 08:15:00+00:00,2024-04-06 08:54:00+00:00,El Prat De Llobregat,2024-04-06 11:25:00+00:00,2024-04-06 11:59:00+00:00,2024-04-06 08:54:00+00:00,2024-04-06 09:00:00+00:00,2024-04-06 09:00:00,2024-04-06
easyJet,Bristol,2024-04-06 07:00:00+00:00,2024-04-06 07:16:00+00:00,El Prat De Llobregat,2024-04-06 10:05:00+00:00,2024-04-06 10:19:00+00:00,2024-04-06 07:16:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 15:05:00+00:00,2024-04-06 15:41:00+00:00,El Prat De Llobregat,2024-04-06 18:10:00+00:00,2024-04-06 18:46:00+00:00,2024-04-06 15:41:00+00:00,2024-04-06 15:30:00+00:00,2024-04-06 15:30:00,2024-04-06
easyJet,Bristol,2024-04-06 19:25:00+00:00,2024-04-06 19:43:00+00:00,Ibiza,2024-04-06 22:55:00+00:00,2024-04-06 23:12:00+00:00,2024-04-06 19:43:00+00:00,2024-04-06 19:30:00+00:00,2024-04-06 19:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 06:55:00+00:00,2024-04-06 07:09:00+00:00,Pablo Ruiz Picasso,2024-04-06 10:35:00+00:00,2024-04-06 10:51:00+00:00,2024-04-06 07:09:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00,2024-04-06
Other,Bristol,2024-04-06 07:30:00+00:00,2024-04-06 07:40:00+00:00,Pablo Ruiz Picasso,2024-04-06 11:10:00+00:00,2024-04-06 11:20:00+00:00,2024-04-06 07:40:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 06:00:00+00:00,2024-04-06 06:20:00+00:00,Pablo Ruiz Picasso,2024-04-06 09:45:00+00:00,2024-04-06 10:08:00+00:00,2024-04-06 06:20:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 12:20:00+00:00,2024-04-06 14:01:00+00:00,Pablo Ruiz Picasso,2024-04-06 16:00:00+00:00,,2024-04-06 14:01:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 07:10:00+00:00,2024-04-06 07:25:00+00:00,Son Sant Joan Airport,2024-04-06 10:30:00+00:00,2024-04-06 10:34:00+00:00,2024-04-06 07:25:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
Ryanair,Bristol,2024-04-06 12:40:00+00:00,2024-04-06 13:05:00+00:00,Son Sant Joan Airport,2024-04-06 16:00:00+00:00,2024-04-06 16:20:00+00:00,2024-04-06 13:05:00+00:00,2024-04-06 13:00:00+00:00,2024-04-06 13:00:00,2024-04-06
Other,Bristol,2024-04-06 15:00:00+00:00,2024-04-06 15:50:00+00:00,Son Sant Joan Airport,2024-04-06 18:25:00+00:00,2024-04-06 19:09:00+00:00,2024-04-06 15:50:00+00:00,2024-04-06 16:00:00+00:00,2024-04-06 16:00:00,2024-04-06
easyJet,Bristol,2024-04-06 12:55:00+00:00,2024-04-06 13:57:00+00:00,Son Sant Joan Airport,2024-04-06 16:15:00+00:00,,2024-04-06 13:57:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
easyJet,Bristol,2024-04-06 20:00:00+00:00,2024-04-06 20:55:00+00:00,Son Sant Joan Airport,2024-04-06 23:20:00+00:00,2024-04-07 00:06:00+00:00,2024-04-06 20:55:00+00:00,2024-04-06 21:00:00+00:00,2024-04-06 21:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 06:30:00+00:00,2024-04-06 07:02:00+00:00,Valencia,2024-04-06 09:45:00+00:00,2024-04-06 10:13:00+00:00,2024-04-06 07:02:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00,2024-04-06
Other,Bristol,2024-04-06 19:05:00+00:00,2024-04-06 20:16:00+00:00,Tarbes Ossun Lourdes,2024-04-06 21:55:00+00:00,,2024-04-06 20:16:00+00:00,2024-04-06 20:30:00+00:00,2024-04-06 20:30:00,2024-04-06
Other,Bristol,2024-04-06 09:30:00+00:00,2024-04-06 09:30:00+00:00,Chambery,2024-04-06 12:15:00+00:00,,2024-04-06 09:30:00+00:00,2024-04-06 09:30:00+00:00,2024-04-06 09:30:00,2024-04-06
Other,Bristol,2024-04-06 06:00:00+00:00,2024-04-06 06:13:00+00:00,Chambery,2024-04-06 08:55:00+00:00,,2024-04-06 06:13:00+00:00,2024-04-06 06:00:00+00:00,2024-04-06 06:00:00,2024-04-06
easyJet,Bristol,2024-04-06 07:20:00+00:00,2024-04-06 07:27:00+00:00,Cote D'azur International Airport,2024-04-06 10:25:00+00:00,2024-04-06 10:18:00+00:00,2024-04-06 07:27:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 18:25:00+00:00,2024-04-06 21:07:00+00:00,Cote D'azur International Airport,2024-04-06 21:30:00+00:00,,2024-04-06 21:07:00+00:00,2024-04-06 21:00:00+00:00,2024-04-06 21:00:00,2024-04-06
Ryanair,Bristol,2024-04-06 07:30:00+00:00,2024-04-06 07:34:00+00:00,Beziers Vias,2024-04-06 10:25:00+00:00,,2024-04-06 07:34:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 06:10:00+00:00,2024-04-06 06:29:00+00:00,Charles De Gaulle,2024-04-06 08:30:00+00:00,2024-04-06 08:32:00+00:00,2024-04-06 06:29:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 19:15:00+00:00,2024-04-06 21:15:00+00:00,Charles De Gaulle,2024-04-06 21:35:00+00:00,,2024-04-06 21:15:00+00:00,2024-04-06 21:00:00+00:00,2024-04-06 21:00:00,2024-04-06
easyJet,Bristol,2024-04-06 16:05:00+00:00,2024-04-06 16:10:00+00:00,Orly,2024-04-06 18:30:00+00:00,2024-04-06 18:17:00+00:00,2024-04-06 16:10:00+00:00,2024-04-06 16:00:00+00:00,2024-04-06 16:00:00,2024-04-06
easyJet,Bristol,2024-04-06 07:00:00+00:00,2024-04-06 07:11:00+00:00,Nikos Kazantzakis Airport,2024-04-06 12:55:00+00:00,2024-04-06 12:50:00+00:00,2024-04-06 07:11:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00,2024-04-06
easyJet,Bristol,2024-04-06 15:20:00+00:00,2024-04-06 17:00:00+00:00,Diagoras,2024-04-06 21:35:00+00:00,,2024-04-06 17:00:00+00:00,2024-04-06 17:00:00+00:00,2024-04-06 17:00:00,2024-04-06
easyJet,Bristol,2024-04-06 13:20:00+00:00,2024-04-06 13:34:00+00:00,Zakinthos International Airport,2024-04-06 18:55:00+00:00,2024-04-06 18:47:00+00:00,2024-04-06 13:34:00+00:00,2024-04-06 13:30:00+00:00,2024-04-06 13:30:00,2024-04-06
easyJet,Bristol,2024-04-06 07:00:00+00:00,2024-04-06 07:23:00+00:00,Marco Polo,2024-04-06 10:10:00+00:00,2024-04-06 10:17:00+00:00,2024-04-06 07:23:00+00:00,2024-04-06 07:30:00+00:00,2024-04-06 07:30:00,2024-04-06
easyJet,Bristol,2024-04-06 06:05:00+00:00,2024-04-06 06:26:00+00:00,Leonardo Da Vinci (Fiumicino),2024-04-06 09:35:00+00:00,2024-04-06 09:36:00+00:00,2024-04-06 06:26:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 17:30:00+00:00,2024-04-06 19:33:00+00:00,Capodichino,2024-04-06 21:10:00+00:00,,2024-04-06 19:33:00+00:00,2024-04-06 19:30:00+00:00,2024-04-06 19:30:00,2024-04-06
Other,Bristol,2024-04-06 08:05:00+00:00,2024-04-06 08:15:00+00:00,Innsbruck-kranebitten,2024-04-06 11:05:00+00:00,2024-04-06 10:56:00+00:00,2024-04-06 08:15:00+00:00,2024-04-06 08:00:00+00:00,2024-04-06 08:00:00,2024-04-06
Other,Bristol,2024-04-06 06:55:00+00:00,2024-04-06 07:00:00+00:00,Innsbruck-kranebitten,2024-04-06 09:57:00+00:00,2024-04-06 09:48:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00+00:00,2024-04-06 07:00:00,2024-04-06
Other,Bristol,2024-04-06 06:10:00+00:00,2024-04-06 06:24:00+00:00,Faro,2024-04-06 08:50:00+00:00,2024-04-06 09:13:00+00:00,2024-04-06 06:24:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 12:40:00+00:00,2024-04-06 14:20:00+00:00,Faro,2024-04-06 15:15:00+00:00,,2024-04-06 14:20:00+00:00,2024-04-06 14:30:00+00:00,2024-04-06 14:30:00,2024-04-06
easyJet,Bristol,2024-04-06 18:55:00+00:00,2024-04-06 20:43:00+00:00,Faro,2024-04-06 21:30:00+00:00,,2024-04-06 20:43:00+00:00,2024-04-06 20:30:00+00:00,2024-04-06 20:30:00,2024-04-06
easyJet,Bristol,2024-04-06 09:15:00+00:00,2024-04-06 09:11:00+00:00,Faro,2024-04-06 11:50:00+00:00,2024-04-06 11:58:00+00:00,2024-04-06 09:11:00+00:00,2024-04-06 09:00:00+00:00,2024-04-06 09:00:00,2024-04-06
easyJet,Bristol,2024-04-06 06:25:00+00:00,2024-04-06 06:40:00+00:00,Madeira,2024-04-06 10:10:00+00:00,,2024-04-06 06:40:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
easyJet,Bristol,2024-04-06 18:20:00+00:00,2024-04-06 19:45:00+00:00,Francisco Sá Carneiro,2024-04-06 20:30:00+00:00,,2024-04-06 19:45:00+00:00,2024-04-06 20:00:00+00:00,2024-04-06 20:00:00,2024-04-06
easyJet,Bristol,2024-04-06 16:45:00+00:00,2024-04-06 19:00:00+00:00,Lisbon Portela,2024-04-06 19:20:00+00:00,,2024-04-06 19:00:00+00:00,2024-04-06 19:00:00+00:00,2024-04-06 19:00:00,2024-04-06
Other,Bristol,2024-04-06 08:30:00+00:00,2024-04-06 08:33:00+00:00,Geneve-cointrin,2024-04-06 11:15:00+00:00,2024-04-06 11:06:00+00:00,2024-04-06 08:33:00+00:00,2024-04-06 08:30:00+00:00,2024-04-06 08:30:00,2024-04-06
easyJet,Bristol,2024-04-06 06:20:00+00:00,2024-04-06 06:33:00+00:00,Geneve-cointrin,2024-04-06 09:00:00+00:00,2024-04-06 08:57:00+00:00,2024-04-06 06:33:00+00:00,2024-04-06 06:30:00+00:00,2024-04-06 06:30:00,2024-04-06
Other,Bristol,2024-04-06 13:10:00+00:00,2024-04-06 13:50:00+00:00,Antalya,2024-04-06 19:30:00+00:00,2024-04-06 19:42:00+00:00,2024-04-06 13:50:00+00:00,2024-04-06 14:00:00+00:00,2024-04-06 14:00:00,2024-04-06
Other,Bristol,2024-04-06 06:00:00+00:00,2024-04-06 06:15:00+00:00,Antalya,2024-04-06 12:15:00+00:00,2024-04-06 12:04:00+00:00,2024-04-06 06:15:00+00:00,2024-04-06 06:00:00+00:00,2024-04-06 06:00:00,2024-04-06
Other,Bristol,2024-04-06 14:00:00+00:00,2024-04-06 15:05:00+00:00,Antalya,2024-04-06 20:15:00+00:00,2024-04-06 20:54:00+00:00,2024-04-06 15:05:00+00:00,2024-04-06 15:00:00+00:00,2024-04-06 15:00:00,2024-04-06
easyJet,Bristol,2024-04-06 16:20:00+00:00,2024-04-06 16:31:00+00:00,Dalaman,2024-04-06 22:30:00+00:00,2024-04-06 22:18:00+00:00,2024-04-06 16:31:00+00:00,2024-04-06 16:30:00+00:00,2024-04-06 16:30:00,2024-04-06
easyJet,Charles De Gaulle,2024-04-07 22:35:00+00:00,2024-04-07 23:17:00+00:00,Bristol,2024-04-07 22:55:00+00:00,2024-04-07 23:10:00+00:00,2024-04-07 23:10:00+00:00,2024-04-07 23:00:00+00:00,2024-04-07 23:00:00,2024-04-07
easyJet,Barajas,2024-04-07 22:30:00+00:00,2024-04-07 22:47:00+00:00,Bristol,2024-04-07 23:45:00+00:00,2024-04-07 23:26:00+00:00,2024-04-07 23:26:00+00:00,2024-04-07 23:30:00+00:00,2024-04-07 23:30:00,2024-04-07
easyJet,Geneve-cointrin,2024-04-07 17:05:00+00:00,2024-04-07 17:59:00+00:00,Bristol,2024-04-07 17:50:00+00:00,2024-04-07 18:23:00+00:00,2024-04-07 18:23:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 18:30:00,2024-04-07
Ryanair,Alicante El Altet,2024-04-07 09:50:00+00:00,2024-04-07 10:21:00+00:00,Bristol,2024-04-07 11:25:00+00:00,2024-04-07 11:23:00+00:00,2024-04-07 11:23:00+00:00,2024-04-07 11:30:00+00:00,2024-04-07 11:30:00,2024-04-07
easyJet,Blagnac,2024-04-07 07:40:00+00:00,2024-04-07 07:48:00+00:00,Bristol,2024-04-07 08:30:00+00:00,2024-04-07 08:14:00+00:00,2024-04-07 08:14:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00,2024-04-07
easyJet,Galileo Galilei,2024-04-07 10:35:00+00:00,2024-04-07 11:03:00+00:00,Bristol,2024-04-07 11:55:00+00:00,2024-04-07 12:00:00+00:00,2024-04-07 12:00:00+00:00,2024-04-07 12:00:00+00:00,2024-04-07 12:00:00,2024-04-07
easyJet,Geneve-cointrin,2024-04-07 10:50:00+00:00,2024-04-07 11:49:00+00:00,Bristol,2024-04-07 11:35:00+00:00,2024-04-07 12:10:00+00:00,2024-04-07 12:10:00+00:00,2024-04-07 12:00:00+00:00,2024-04-07 12:00:00,2024-04-07
Ryanair,John Paul II Balice International,2024-04-07 07:05:00+00:00,2024-04-07 07:10:00+00:00,Bristol,2024-04-07 08:40:00+00:00,2024-04-07 08:37:00+00:00,2024-04-07 08:37:00+00:00,2024-04-07 08:30:00+00:00,2024-04-07 08:30:00,2024-04-07
Ryanair,Liszt Ferenc International,2024-04-07 06:00:00+00:00,2024-04-07 06:16:00+00:00,Bristol,2024-04-07 07:45:00+00:00,2024-04-07 07:53:00+00:00,2024-04-07 07:53:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00,2024-04-07
Ryanair,Barajas,2024-04-07 06:45:00+00:00,2024-04-07 07:15:00+00:00,Bristol,2024-04-07 08:00:00+00:00,2024-04-07 07:49:00+00:00,2024-04-07 07:49:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00,2024-04-07
easyJet,Faro,2024-04-07 06:30:00+00:00,2024-04-07 06:37:00+00:00,Bristol,2024-04-07 09:10:00+00:00,2024-04-07 08:46:00+00:00,2024-04-07 08:46:00+00:00,2024-04-07 09:00:00+00:00,2024-04-07 09:00:00,2024-04-07
Other,Dublin International,2024-04-07 06:40:00+00:00,2024-04-07 07:03:00+00:00,Bristol,2024-04-07 07:55:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00,2024-04-07
Other,Dublin International,2024-04-07 06:40:00+00:00,2024-04-07 07:03:00+00:00,Bristol,2024-04-07 07:55:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00+00:00,2024-04-07 08:00:00,2024-04-07
easyJet,Pablo Ruiz Picasso,2024-04-07 10:40:00+00:00,2024-04-07 10:59:00+00:00,Bristol,2024-04-07 12:25:00+00:00,2024-04-07 12:03:00+00:00,2024-04-07 12:03:00+00:00,2024-04-07 12:00:00+00:00,2024-04-07 12:00:00,2024-04-07
Other,Gran Canaria,2024-04-07 19:10:00+00:00,2024-04-07 20:06:00+00:00,Bristol,2024-04-07 23:10:00+00:00,2024-04-07 23:58:00+00:00,2024-04-07 23:58:00+00:00,2024-04-08 00:00:00+00:00,2024-04-08 00:00:00,2024-04-07
Other,Sharm el-Sheikh International Airport,2024-04-07 21:25:00+00:00,2024-04-07 21:31:00+00:00,Bristol,2024-04-08 02:10:00+00:00,2024-04-08 01:57:00+00:00,2024-04-08 01:57:00+00:00,2024-04-08 02:00:00+00:00,2024-04-08 02:00:00,2024-04-08
Ryanair,Bergamo - Orio al Serio,2024-04-07 05:55:00+00:00,2024-04-07 06:15:00+00:00,Bristol,2024-04-07 07:00:00+00:00,2024-04-07 07:01:00+00:00,2024-04-07 07:01:00+00:00,2024-04-07 07:00:00+00:00,2024-04-07 07:00:00,2024-04-07
easyJet,Inverness,2024-04-07 16:55:00+00:00,2024-04-07 17:10:00+00:00,Bristol,2024-04-07 18:15:00+00:00,2024-04-07 18:27:00+00:00,2024-04-07 18:27:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 18:30:00,2024-04-07
Other,Schiphol,2024-04-07 08:35:00+00:00,2024-04-07 08:46:00+00:00,Bristol,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 09:00:00+00:00,2024-04-07 09:00:00,2024-04-07
Other,Schiphol,2024-04-07 08:35:00+00:00,2024-04-07 08:46:00+00:00,Bristol,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 09:00:00+00:00,2024-04-07 09:00:00,2024-04-07
Other,Schiphol,2024-04-07 08:35:00+00:00,2024-04-07 08:46:00+00:00,Bristol,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 08:50:00+00:00,2024-04-07 09:00:00+00:00,2024-04-07 09:00:00,2024-04-07
Other,Sandro Pertini (caselle),2024-04-07 11:10:00+00:00,2024-04-07 11:49:00+00:00,Bristol,2024-04-07 12:20:00+00:00,2024-04-07 12:25:00+00:00,2024-04-07 12:25:00+00:00,2024-04-07 12:30:00+00:00,2024-04-07 12:30:00,2024-04-07
Other,Paphos International Airport,2024-04-07 15:30:00+00:00,2024-04-07 15:32:00+00:00,Bristol,2024-04-07 18:35:00+00:00,2024-04-07 18:20:00+00:00,2024-04-07 18:20:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 18:30:00,2024-04-07
easyJet,Orly,2024-04-07 21:55:00+00:00,2024-04-07 22:31:00+00:00,Bristol,2024-04-07 22:15:00+00:00,2024-04-07 22:25:00+00:00,2024-04-07 22:25:00+00:00,2024-04-07 22:30:00+00:00,2024-04-07 22:30:00,2024-04-07
