flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
FR4134,N/A,LHBP,BUD,EGGD,BRS,2023-01-02T00:00:01Z,Invalid Timestamp,51.39153,-2.45767,Unknown
