flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,U2217,EZY217,easyJet,U2,active,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T16:10:00+00:00,2025-10-10T16:10:00+00:00,2025-10-10T16:12:00+00:00,2,Edinburgh,EDI,EGPH,,,9,2025-10-10T17:25:00+00:00,2025-10-10T17:04:00+00:00,,,,,No,,
Departure,U22777,EZY2777,easyJet,U2,active,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T19:30:00+00:00,2025-10-10T19:30:00+00:00,2025-10-10T19:33:00+00:00,3,Charles De Gaulle,CDG,LFPG,2B,,,2025-10-10T21:50:00+00:00,2025-10-10T21:23:00+00:00,,,,,No,,
Departure,U22921,EZY2921,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T07:20:00+00:00,2025-10-10T07:20:00+00:00,2025-10-10T07:52:00+00:00,33,Schiphol,AMS,EHAM,,,20,2025-10-10T09:40:00+00:00,2025-10-10T09:50:00+00:00,2025-10-10T09:53:00+00:00,13,,,No,,
Departure,LS1805,EXS1805,Jet2,LS,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T06:25:00+00:00,2025-10-10T06:25:00+00:00,2025-10-10T06:38:00+00:00,13,Alicante El Altet,ALC,LEAL,2,,10B,2025-10-10T09:55:00+00:00,2025-10-10T09:51:00+00:00,2025-10-10T09:51:00+00:00,,,,No,,
Departure,U22709,EZY2709,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T06:00:00+00:00,2025-10-10T06:00:00+00:00,2025-10-10T06:13:00+00:00,13,Son Sant Joan Airport,PMI,LEPA,1,,3,2025-10-10T09:25:00+00:00,2025-10-10T09:21:00+00:00,2025-10-10T09:26:00+00:00,1,,,No,,
Departure,LS1871,EXS1871,Jet2,LS,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T06:05:00+00:00,2025-10-10T06:05:00+00:00,2025-10-10T06:09:00+00:00,5,Son Sant Joan Airport,PMI,LEPA,1,,15,2025-10-10T09:30:00+00:00,2025-10-10T09:19:00+00:00,2025-10-10T09:21:00+00:00,,,,No,,
Departure,U22883,EZY2883,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T07:25:00+00:00,2025-10-10T07:25:00+00:00,2025-10-10T07:31:00+00:00,7,Geneve-cointrin,GVA,LSGG,1,,2,2025-10-10T10:05:00+00:00,2025-10-10T10:01:00+00:00,2025-10-10T10:02:00+00:00,,,,No,,
Departure,SI4495,BCI49LG,Sierra Pacific Airlines,SI,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T18:50:00+00:00,2025-10-10T18:50:00+00:00,,,Jersey,JER,EGJJ,,,,2025-10-10T19:50:00+00:00,,,,G-ISLN,AT75,No,,
Departure,U22867,EZY2867,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T07:00:00+00:00,2025-10-10T07:00:00+00:00,2025-10-10T06:59:00+00:00,,Lisbon Portela,LIS,LPPT,1,,,2025-10-10T09:35:00+00:00,2025-10-10T09:01:00+00:00,2025-10-10T09:00:00+00:00,,,,No,,
Departure,U22787,EZY2787,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T09:00:00+00:00,2025-10-10T09:00:00+00:00,2025-10-10T09:51:00+00:00,52,Charles De Gaulle,CDG,LFPG,2B,,,2025-10-10T11:20:00+00:00,2025-10-10T11:43:00+00:00,2025-10-10T11:46:00+00:00,26,,,No,,
Departure,U22721,EZY2721,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T06:50:00+00:00,2025-10-10T06:50:00+00:00,2025-10-10T07:44:00+00:00,54,Alicante El Altet,ALC,LEAL,N,,9B,2025-10-10T10:20:00+00:00,2025-10-10T10:49:00+00:00,2025-10-10T10:51:00+00:00,31,,,No,,
Departure,U22805,EZY2805,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T06:10:00+00:00,2025-10-10T06:10:00+00:00,2025-10-10T06:23:00+00:00,13,Kos Island International Airport,KGS,LGKO,,,,2025-10-10T12:10:00+00:00,2025-10-10T12:04:00+00:00,2025-10-10T12:04:00+00:00,,,,No,,
Departure,FR8212,RYR8212,Ryanair,FR,landed,2025-10-10,Bristol,BRS,EGGD,,16,2025-10-10T10:30:00+00:00,2025-10-10T10:30:00+00:00,2025-10-10T10:42:00+00:00,13,Copernicus Airport,WRO,EPWR,,,B,2025-10-10T13:40:00+00:00,2025-10-10T13:37:00+00:00,2025-10-10T13:41:00+00:00,1,,,No,,
Departure,GR643,AUR643,Aurigny Air Services,GR,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T12:45:00+00:00,2025-10-10T12:45:00+00:00,2025-10-10T12:52:00+00:00,8,Guernsey,GCI,EGJB,,,,2025-10-10T13:40:00+00:00,,2025-10-10T13:31:00+00:00,,,,No,,
Departure,U22711,EZY2711,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T10:40:00+00:00,2025-10-10T10:40:00+00:00,2025-10-10T10:40:00+00:00,1,Son Sant Joan Airport,PMI,LEPA,1,,2,2025-10-10T14:05:00+00:00,2025-10-10T13:44:00+00:00,2025-10-10T13:46:00+00:00,,,,No,,
Departure,U22931,EZY2931,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T10:45:00+00:00,2025-10-10T10:45:00+00:00,2025-10-10T10:55:00+00:00,10,Kastrup,CPH,EKCH,3,,,2025-10-10T13:45:00+00:00,2025-10-10T13:37:00+00:00,2025-10-10T13:37:00+00:00,,,,No,,
Departure,U2233,EZY233,easyJet,U2,landed,2025-10-10,Bristol,BRS,EGGD,,,2025-10-10T13:15:00+00:00,2025-10-10T13:15:00+00:00,2025-10-10T13:34:00+00:00,20,Ronaldsway,IOM,EGNS,,,,2025-10-10T14:15:00+00:00,2025-10-10T14:21:00+00:00,2025-10-10T14:12:00+00:00,,,,No,,
