flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
EI3843,EAI18K,EI-GZV,AT76,EGGD/BRS,EICK/ORK,14825,202,2024-11-05 16:14:58 UTC,Day flight,EAI
U22945,EZY25LQ,G-EZTX,A320,EGGD/BRS,BIKF/KEF,17400,378,2024-11-05 16:14:58 UTC,Day flight,EZY
