flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
fr7948,ryanair,landed,2023-12-21t07:05:00.000,2023-12-21t07:02:00.000,2023-12-21 07:04:00,2023-12-21,07:04:00,0,Regular departures
u21443,easyjet,landed,2023-12-21t07:25:00.000,2023-12-21t07:14:00.000,2023-12-21 07:16:00,2023-12-21,07:16:00,0,Regular departures
ba8936,british airways,landed,2023-12-21t07:35:00.000,2023-12-21t07:49:00.000,2023-12-21 07:50:00,2023-12-21,07:50:00,15,Regular departures
ei3280,aer lingus,landed,2023-12-21t07:35:00.000,2023-12-21t07:49:00.000,2023-12-21 07:50:00,2023-12-21,07:50:00,15,Regular departures
fr504,ryanair,landed,2023-12-21t08:15:00.000,2023-12-21t08:03:00.000,2023-12-21 08:03:00,2023-12-21,08:03:00,0,Regular departures
u2238,easyjet,landed,2023-12-21t09:40:00.000,2023-12-21t09:41:00.000,2023-12-21 09:41:00,2023-12-21,09:41:00,2,Regular departures
u2224,easyjet,landed,2023-12-21t09:45:00.000,2023-12-21t09:44:00.000,2023-12-21 09:46:00,2023-12-21,09:46:00,1,Regular departures
u2202,easyjet,landed,2023-12-21t10:00:00.000,2023-12-21t09:54:00.000,2023-12-21 09:54:00,2023-12-21,09:54:00,0,Regular departures
u2214,easyjet,landed,2023-12-21t10:00:00.000,2023-12-21t10:06:00.000,2023-12-21 10:07:00,2023-12-21,10:07:00,7,Regular departures
u22774,easyjet,landed,2023-12-21t10:55:00.000,2023-12-21t10:46:00.000,2023-12-21 10:47:00,2023-12-21,10:47:00,0,Regular departures
fr4756,ryanair,landed,2023-12-21t11:10:00.000,2023-12-21t11:22:00.000,2023-12-21 11:23:00,2023-12-21,11:23:00,14,Regular departures
u22952,easyjet,landed,2023-12-21t11:15:00.000,2023-12-21t11:26:00.000,2023-12-21 11:28:00,2023-12-21,11:28:00,14,Regular departures
u22934,easyjet,landed,2023-12-21t11:20:00.000,2023-12-21t11:36:00.000,2023-12-21 11:36:00,2023-12-21,11:36:00,17,Regular departures
u22784,easyjet,landed,2023-12-21t11:55:00.000,2023-12-21t11:52:00.000,2023-12-21 11:53:00,2023-12-21,11:53:00,0,Regular departures
fr8682,ryanair,landed,2023-12-21t12:10:00.000,2023-12-21t12:24:00.000,2023-12-21 12:26:00,2023-12-21,12:26:00,16,Regular departures
u22714,easyjet,landed,2023-12-21t12:30:00.000,2023-12-21t12:20:00.000,2023-12-21 12:22:00,2023-12-21,12:22:00,0,Regular departures
u22710,easyjet,landed,2023-12-21t12:40:00.000,2023-12-21t12:39:00.000,2023-12-21 12:42:00,2023-12-21,12:42:00,2,Regular departures
fr2291,ryanair,landed,2023-12-21t12:45:00.000,2023-12-21t13:12:00.000,2023-12-21 13:15:00,2023-12-21,13:15:00,30,Regular departures
