flight,categories,orig_icao,orig_iata,dest_icao,dest_iata,timestamp,flight_time,lat,lon,time_category
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
FR4171,N/A,EGGD,BRS,EIDW,DUB,2022-11-19T00:00:01Z,Invalid Timestamp,51.85277,-3.85414,Unknown
