flight_number,airline_name,flight_status,scheduled_arrival,estimated_arrival,actual_arrival,arrival_date,arrival_time,arrival_delay,flight_type
u22902,easyjet,landed,2024-02-11t00:10:00.000,2024-02-10t23:37:00.000,2024-02-10 23:39:00,2024-02-10,23:39:00,0,Night hour departures
u22914,easyjet,landed,2024-02-11t01:00:00.000,2024-02-11t01:07:00.000,2024-02-11 01:07:00,2024-02-11,01:07:00,7,Night hour departures
fr504,ryanair,landed,2024-02-11t07:35:00.000,2024-02-11t07:24:00.000,2024-02-11 07:22:00,2024-02-11,07:22:00,0,Regular departures
ba8936,british airways,landed,2024-02-11t08:00:00.000,2024-02-11t08:07:00.000,2024-02-11 08:06:00,2024-02-11,08:06:00,6,Regular departures
ei3280,aer lingus,landed,2024-02-11t08:00:00.000,2024-02-11t08:07:00.000,2024-02-11 08:06:00,2024-02-11,08:06:00,6,Regular departures
u24057,easyjet,landed,2024-02-11t09:10:00.000,2024-02-11t08:36:00.000,2024-02-11 08:36:00,2024-02-11,08:36:00,0,Regular departures
u2321,easyjet,landed,2024-02-11t09:45:00.000,2024-02-11t09:52:00.000,2024-02-11 09:53:00,2024-02-11,09:53:00,9,Regular departures
dl9176,delta air lines,landed,2024-02-11t09:55:00.000,2024-02-11t09:49:00.000,2024-02-11 09:48:00,2024-02-11,09:48:00,0,Regular departures
ey7287,etihad airways,landed,2024-02-11t09:55:00.000,2024-02-11t09:49:00.000,2024-02-11 09:48:00,2024-02-11,09:48:00,0,Regular departures
kq1055,kenya airways,landed,2024-02-11t09:55:00.000,2024-02-11t09:49:00.000,2024-02-11 09:48:00,2024-02-11,09:48:00,0,Regular departures
vs7043,virgin atlantic,landed,2024-02-11t09:55:00.000,2024-02-11t09:49:00.000,2024-02-11 09:48:00,2024-02-11,09:48:00,0,Regular departures
kl1055,klm,landed,2024-02-11t09:55:00.000,2024-02-11t09:49:00.000,2024-02-11 09:48:00,2024-02-11,09:48:00,0,Regular departures
u2202,easyjet,landed,2024-02-11t10:00:00.000,2024-02-11t10:01:00.000,2024-02-11 10:02:00,2024-02-11,10:02:00,3,Regular departures
u22958,easyjet,landed,2024-02-11t10:00:00.000,2024-02-11t09:48:00.000,2024-02-11 09:51:00,2024-02-11,09:51:00,0,Regular departures
u22890,easyjet,landed,2024-02-11t11:15:00.000,2024-02-11t11:01:00.000,2024-02-11 10:55:00,2024-02-11,10:55:00,0,Regular departures
x36737,tuifly,landed,2024-02-11t11:25:00.000,2024-02-11t11:25:00.000,2024-02-11 11:27:00,2024-02-11,11:27:00,2,Regular departures
u22774,easyjet,landed,2024-02-11t11:30:00.000,2024-02-11t11:22:00.000,2024-02-11 11:23:00,2024-02-11,11:23:00,0,Regular departures
u299,easyjet,landed,2024-02-11t11:50:00.000,2024-02-11t11:35:00.000,2024-02-11 11:34:00,2024-02-11,11:34:00,0,Regular departures
u22952,easyjet,landed,2024-02-11t12:05:00.000,2024-02-11t11:45:00.000,2024-02-11 11:43:00,2024-02-11,11:43:00,0,Regular departures
fr4134,ryanair,landed,2024-02-11t12:15:00.000,2024-02-11t12:14:00.000,2024-02-11 12:14:00,2024-02-11,12:14:00,0,Regular departures
u22962,easyjet,landed,2024-02-11t12:15:00.000,2024-02-11t11:59:00.000,2024-02-11 11:58:00,2024-02-11,11:58:00,0,Regular departures
x36741,tuifly,landed,2024-02-11t12:20:00.000,2024-02-11t12:03:00.000,2024-02-11 12:01:00,2024-02-11,12:01:00,0,Regular departures
u22704,easyjet,landed,2024-02-11t12:25:00.000,2024-02-11t12:16:00.000,2024-02-11 12:11:00,2024-02-11,12:11:00,0,Regular departures
u22714,easyjet,landed,2024-02-11t12:35:00.000,2024-02-11t12:25:00.000,2024-02-11 12:24:00,2024-02-11,12:24:00,0,Regular departures
fr2291,ryanair,landed,2024-02-11t12:40:00.000,2024-02-11t12:33:00.000,2024-02-11 12:33:00,2024-02-11,12:33:00,0,Regular departures
u22884,easyjet,landed,2024-02-11t13:05:00.000,2024-02-11t13:17:00.000,2024-02-11 13:16:00,2024-02-11,13:16:00,11,Regular departures
u22948,easyjet,landed,2024-02-11t13:05:00.000,2024-02-11t12:39:00.000,2024-02-11 12:38:00,2024-02-11,12:38:00,0,Regular departures
u22946,easyjet,landed,2024-02-11t13:10:00.000,2024-02-11t12:58:00.000,2024-02-11 12:58:00,2024-02-11,12:58:00,0,Regular departures
u22940,easyjet,landed,2024-02-11t13:25:00.000,2024-02-11t13:23:00.000,2024-02-11 13:25:00,2024-02-11,13:25:00,0,Regular departures
u22872,easyjet,landed,2024-02-11t13:30:00.000,2024-02-11t13:16:00.000,2024-02-11 13:13:00,2024-02-11,13:13:00,0,Regular departures
x36787,tuifly,landed,2024-02-11t13:35:00.000,2024-02-11t13:47:00.000,2024-02-11 13:48:00,2024-02-11,13:48:00,13,Regular departures
fr4130,ryanair,landed,2024-02-11t13:45:00.000,2024-02-11t13:27:00.000,2024-02-11 13:28:00,2024-02-11,13:28:00,0,Regular departures
u21443,easyjet,landed,2024-02-11t13:55:00.000,2024-02-11t13:51:00.000,2024-02-11 13:52:00,2024-02-11,13:52:00,0,Regular departures
u22926,easyjet,landed,2024-02-11t14:00:00.000,2024-02-11t13:45:00.000,2024-02-11 13:44:00,2024-02-11,13:44:00,0,Regular departures
u22922,easyjet,landed,2024-02-11t17:55:00.000,2024-02-11t17:46:00.000,2024-02-11 17:42:00,2024-02-11,17:42:00,0,Regular departures
fr4756,ryanair,landed,2024-02-11t14:20:00.000,2024-02-11t14:20:00.000,2024-02-11 14:19:00,2024-02-11,14:19:00,0,Regular departures
u2238,easyjet,landed,2024-02-11t14:35:00.000,2024-02-11t14:22:00.000,2024-02-11 14:22:00,2024-02-11,14:22:00,0,Regular departures
fr506,ryanair,landed,2024-02-11t15:10:00.000,2024-02-11t15:07:00.000,2024-02-11 15:07:00,2024-02-11,15:07:00,0,Regular departures
u22966,easyjet,landed,2024-02-11t15:45:00.000,2024-02-11t15:53:00.000,2024-02-11 15:53:00,2024-02-11,15:53:00,9,Regular departures
gr642,aurigny air services,landed,2024-02-11t15:45:00.000,2024-02-11t15:53:00.000,2024-02-11 15:59:00,2024-02-11,15:59:00,14,Regular departures
u2319,easyjet,landed,2024-02-11t16:00:00.000,2024-02-11t16:10:00.000,2024-02-11 16:10:00,2024-02-11,16:10:00,11,Regular departures
u2204,easyjet,landed,2024-02-11t16:20:00.000,2024-02-11t16:00:00.000,2024-02-11 16:02:00,2024-02-11,16:02:00,0,Regular departures
,centreline,landed,2024-02-11t16:24:00.000,2024-02-11t16:21:00.000,2024-02-11 16:20:00,2024-02-11,16:20:00,0,Regular departures
xq584,sunexpress,landed,2024-02-11t16:30:00.000,2024-02-11t16:10:00.000,2024-02-11 16:06:00,2024-02-11,16:06:00,0,Regular departures
u2232,easyjet,landed,2024-02-11t16:40:00.000,2024-02-11t16:50:00.000,2024-02-11 16:48:00,2024-02-11,16:48:00,8,Regular departures
dl9234,delta air lines,landed,2024-02-11t16:45:00.000,2024-02-11t16:38:00.000,2024-02-11 16:36:00,2024-02-11,16:36:00,0,Regular departures
ey7393,etihad airways,landed,2024-02-11t16:45:00.000,2024-02-11t16:38:00.000,2024-02-11 16:36:00,2024-02-11,16:36:00,0,Regular departures
kq1053,kenya airways,landed,2024-02-11t16:45:00.000,2024-02-11t16:38:00.000,2024-02-11 16:36:00,2024-02-11,16:36:00,0,Regular departures
vs7042,virgin atlantic,landed,2024-02-11t16:45:00.000,2024-02-11t16:38:00.000,2024-02-11 16:36:00,2024-02-11,16:36:00,0,Regular departures
