flight_number,airline_name,flight_status,scheduled_departure,estimated_departure,actual_departure,departure_delay,time_category
u22895,easyjet,active,2023-05-23t10:35:00.000,2023-05-23t10:35:00.000,2023-05-23 10:37:00,2,Regular departures
u2245,easyjet,active,2023-05-23t11:00:00.000,2023-05-23t11:04:00.000,2023-05-23 11:12:00,12,Regular departures
u2225,easyjet,active,2023-05-23t11:05:00.000,2023-05-23t11:05:00.000,2023-05-23 11:03:00,0,Regular departures
u22835,easyjet,active,2023-05-23t12:10:00.000,2023-05-23t12:16:00.000,2023-05-23 12:30:00,20,Regular departures
u22927,easyjet,active,2023-05-23t12:20:00.000,2023-05-23t12:20:00.000,2023-05-23 12:32:00,13,Regular departures
u22871,easyjet,active,2023-05-23t13:00:00.000,2023-05-23t13:06:00.000,2023-05-23 13:26:00,27,Regular departures
ls1831,jet2,active,2023-05-23t13:40:00.000,2023-05-23t13:50:00.000,2023-05-23 13:50:00,11,Regular departures
ey7365,etihad airways,active,2023-05-23t13:45:00.000,2023-05-23t13:45:00.000,2023-05-23 14:08:00,24,Regular departures
kq1052,kenya airways,active,2023-05-23t13:45:00.000,2023-05-23t13:45:00.000,2023-05-23 14:08:00,24,Regular departures
vs7045,virgin atlantic,active,2023-05-23t13:45:00.000,2023-05-23t13:45:00.000,2023-05-23 14:08:00,24,Regular departures
kl1052,klm,active,2023-05-23t13:45:00.000,2023-05-23t13:45:00.000,2023-05-23 14:08:00,24,Regular departures
u22867,easyjet,active,2023-05-23t13:45:00.000,2023-05-23t13:53:00.000,2023-05-23 14:05:00,20,Regular departures
u22913,easyjet,active,2023-05-23t13:50:00.000,2023-05-23t13:50:00.000,2023-05-23 14:02:00,13,Regular departures
ls1801,jet2,active,2023-05-23t14:00:00.000,2023-05-23t14:10:00.000,2023-05-23 14:13:00,14,Regular departures
x36238,tuifly,active,2023-05-23t14:05:00.000,2023-05-23t14:15:00.000,2023-05-23 14:24:00,20,Regular departures
gr643,aurigny air services,active,2023-05-23t14:20:00.000,2023-05-23t14:30:00.000,2023-05-23 14:29:00,9,Regular departures
x3562,tuifly,active,2023-05-23t14:25:00.000,2023-05-23t14:45:00.000,2023-05-23 14:56:00,32,Regular departures
fr4753,ryanair,active,2023-05-23t14:35:00.000,2023-05-23t14:35:00.000,2023-05-23 14:50:00,16,Regular departures
u22769,easyjet,active,2023-05-23t14:40:00.000,2023-05-23t14:40:00.000,2023-05-23 14:40:00,1,Regular departures
u2217,easyjet,active,2023-05-23t15:00:00.000,2023-05-23t15:11:00.000,2023-05-23 15:20:00,20,Regular departures
fr1361,ryanair,active,2023-05-23t15:30:00.000,2023-05-23t15:45:00.000,2023-05-23 15:37:00,7,Regular departures
u22923,easyjet,active,2023-05-23t15:40:00.000,2023-05-23t15:40:00.000,2023-05-23 15:51:00,11,Regular departures
fr507,ryanair,active,2023-05-23t15:55:00.000,2023-05-23t15:55:00.000,2023-05-23 16:07:00,13,Regular departures
ei3843,aer lingus,active,2023-05-23t16:00:00.000,2023-05-23t16:00:00.000,2023-05-23 16:12:00,12,Regular departures
u2227,easyjet,active,2023-05-23t16:05:00.000,2023-05-23t16:05:00.000,2023-05-23 16:26:00,22,Regular departures
u24980,easyjet,active,2023-05-23t16:10:00.000,2023-05-23t16:23:00.000,2023-05-23 16:35:00,25,Regular departures
u27353,easyjet,active,2023-05-23t16:10:00.000,2023-05-23t16:23:00.000,2023-05-23 16:30:00,21,Regular departures
ls1881,jet2,active,2023-05-23t16:15:00.000,2023-05-23t16:18:00.000,2023-05-23 16:49:00,35,Regular departures
u2320,easyjet,active,2023-05-23t16:15:00.000,2023-05-23t16:30:00.000,2023-05-23 16:43:00,29,Regular departures
x3638,tuifly,active,2023-05-23t16:20:00.000,2023-05-23t16:30:00.000,2023-05-23 16:41:00,22,Regular departures
x36278,tuifly,active,2023-05-23t16:30:00.000,2023-05-23t16:30:00.000,2023-05-23 16:39:00,9,Regular departures
u22717,easyjet,active,2023-05-23t16:30:00.000,2023-05-23t16:42:00.000,2023-05-23 16:52:00,22,Regular departures
ls1821,jet2,active,2023-05-23t16:35:00.000,2023-05-23t16:45:00.000,2023-05-23 16:47:00,12,Regular departures
u22925,easyjet,active,2023-05-23t16:35:00.000,2023-05-23t17:03:00.000,2023-05-23 17:11:00,37,Regular departures
x3418,tuifly,active,2023-05-23t16:40:00.000,2023-05-23t16:50:00.000,2023-05-23 16:59:00,20,Regular departures
fr2292,ryanair,active,2023-05-23t17:00:00.000,2023-05-23t17:00:00.000,2023-05-23 17:26:00,27,Regular departures
fr2798,ryanair,active,2023-05-23t17:15:00.000,2023-05-23t17:30:00.000,2023-05-23 17:24:00,10,Regular departures
lh973,lufthansa,active,2023-05-23t17:45:00.000,2023-05-23t17:45:00.000,2023-05-23 18:02:00,17,Regular departures
u22839,easyjet,active,2023-05-23t17:45:00.000,2023-05-23t17:45:00.000,2023-05-23 17:52:00,8,Regular departures
u22707,easyjet,active,2023-05-23t17:50:00.000,2023-05-23t18:03:00.000,2023-05-23 18:20:00,30,Regular departures
u22705,easyjet,active,2023-05-23t18:35:00.000,2023-05-23t18:35:00.000,2023-05-23 18:48:00,14,Regular departures
u22875,easyjet,active,2023-05-23t18:45:00.000,2023-05-23t19:00:00.000,2023-05-23 18:58:00,13,Regular departures
ba8941,british airways,active,2023-05-23t19:00:00.000,2023-05-23t19:00:00.000,2023-05-23 19:38:00,39,Regular departures
ei3285,aer lingus,active,2023-05-23t19:00:00.000,2023-05-23t19:00:00.000,2023-05-23 19:38:00,39,Regular departures
fr4147,ryanair,active,2023-05-23t19:00:00.000,2023-05-23t19:15:00.000,2023-05-23 19:06:00,6,Regular departures
u22767,easyjet,active,2023-05-23t19:20:00.000,2023-05-23t19:20:00.000,2023-05-23 19:43:00,23,Regular departures
ba8943,british airways,active,2023-05-23t19:40:00.000,2023-05-23t19:50:00.000,2023-05-23 20:02:00,22,Regular departures
ei3287,aer lingus,active,2023-05-23t19:40:00.000,2023-05-23t19:50:00.000,2023-05-23 20:02:00,22,Regular departures
u2229,easyjet,active,2023-05-23t19:45:00.000,2023-05-23t19:58:00.000,2023-05-23 20:20:00,35,Regular departures
u27004,easyjet,active,2023-05-23t19:45:00.000,2023-05-23t19:45:00.000,2023-05-23 19:55:00,10,Regular departures
ba7820,british airways,active,2023-05-23t19:55:00.000,2023-05-23t19:55:00.000,2023-05-23 20:07:00,13,Regular departures
si7046,sierra pacific airlines,active,2023-05-23t19:55:00.000,2023-05-23t19:55:00.000,2023-05-23 20:07:00,13,Regular departures
lm46,loganair,active,2023-05-23t19:55:00.000,2023-05-23t19:55:00.000,2023-05-23 20:07:00,13,Regular departures
u27268,easyjet,active,2023-05-23t19:55:00.000,2023-05-23t19:55:00.000,2023-05-23 20:10:00,15,Regular departures
u2209,easyjet,active,2023-05-23t20:25:00.000,2023-05-23t20:38:00.000,2023-05-23 20:40:00,15,Regular departures
fr509,ryanair,active,2023-05-23t20:55:00.000,2023-05-23t20:55:00.000,2023-05-23 21:10:00,16,Regular departures
u2316,easyjet,active,2023-05-23t21:30:00.000,2023-05-23t21:30:00.000,2023-05-23 21:12:00,0,Regular departures
si475,blue islands,active,2023-05-23t10:40:00.000,2023-05-23t11:10:00.000,2023-05-23 11:10:00,31,Regular departures
u29727,easyjet,active,2023-05-23t12:35:00.000,2023-05-23t13:05:00.000,2023-05-23 12:52:00,17,Regular departures
ls1895,jet2,active,2023-05-24t05:55:00.000,2023-05-24t06:00:00.000,2023-05-24 06:01:00,7,Shoulder hour flights
ls1815,jet2,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:08:00,8,Shoulder hour flights
u22709,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:23:00,24,Shoulder hour flights
u22715,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:14:00,14,Shoulder hour flights
u22815,easyjet,active,2023-05-24t06:00:00.000,2023-05-24t06:00:00.000,2023-05-24 06:16:00,16,Shoulder hour flights
u22731,easyjet,active,2023-05-24t06:05:00.000,2023-05-24t06:05:00.000,2023-05-24 06:18:00,13,Shoulder hour flights
x36376,tuifly,active,2023-05-24t06:10:00.000,2023-05-24t06:10:00.000,2023-05-24 06:20:00,10,Shoulder hour flights
u22893,easyjet,active,2023-05-24t06:10:00.000,2023-05-24t06:10:00.000,2023-05-24 06:26:00,17,Shoulder hour flights
x36348,tuifly,active,2023-05-24t06:15:00.000,2023-05-24t06:15:00.000,2023-05-24 06:29:00,14,Shoulder hour flights
af5199,air france,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
az3737,alitalia,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
dl9422,delta air lines,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
ey7330,etihad airways,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
g35535,gol,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
kq1046,kenya airways,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
kl1046,klm,active,2023-05-24t06:20:00.000,2023-05-24t06:20:00.000,2023-05-24 06:31:00,11,Shoulder hour flights
x36362,tuifly,active,2023-05-24t06:25:00.000,2023-05-24t06:25:00.000,2023-05-24 07:14:00,49,Regular departures
u22811,easyjet,active,2023-05-24t06:25:00.000,2023-05-24t06:59:00.000,2023-05-24 06:51:00,27,Shoulder hour flights
u22719,easyjet,active,2023-05-24t06:40:00.000,2023-05-24t06:40:00.000,2023-05-24 07:03:00,23,Regular departures
u22807,easyjet,active,2023-05-24t06:45:00.000,2023-05-24t06:45:00.000,2023-05-24 07:00:00,16,Regular departures
fr505,ryanair,active,2023-05-24t06:50:00.000,2023-05-24t07:05:00.000,2023-05-24 06:58:00,9,Shoulder hour flights
u2237,easyjet,active,2023-05-24t06:55:00.000,2023-05-24t06:55:00.000,2023-05-24 06:56:00,2,Shoulder hour flights
fr4757,ryanair,active,2023-05-24t07:00:00.000,2023-05-24t07:00:00.000,2023-05-24 07:08:00,8,Regular departures
ls1805,jet2,active,2023-05-24t07:00:00.000,2023-05-24t07:00:00.000,2023-05-24 07:16:00,17,Regular departures
u2223,easyjet,active,2023-05-24t07:00:00.000,2023-05-24t07:00:00.000,2023-05-24 07:19:00,19,Regular departures
u2201,easyjet,active,2023-05-24t07:05:00.000,2023-05-24t07:05:00.000,2023-05-24 07:12:00,7,Regular departures
u2213,easyjet,active,2023-05-24t07:05:00.000,2023-05-24t07:19:00.000,2023-05-24 07:21:00,16,Regular departures
u22921,easyjet,active,2023-05-24t07:05:00.000,2023-05-24t07:19:00.000,2023-05-24 07:33:00,29,Regular departures
fr1361,ryanair,active,2023-05-24t07:15:00.000,2023-05-24t07:15:00.000,2023-05-24 07:23:00,8,Regular departures
u22773,easyjet,active,2023-05-24t07:15:00.000,2023-05-24t07:15:00.000,2023-05-24 07:41:00,26,Regular departures
fr8234,ryanair,active,2023-05-24t07:25:00.000,2023-05-24t07:25:00.000,2023-05-24 07:36:00,11,Regular departures
u22721,easyjet,active,2023-05-24t07:30:00.000,2023-05-24t07:30:00.000,2023-05-24 07:50:00,21,Regular departures
fr2292,ryanair,active,2023-05-24t08:10:00.000,2023-05-24t08:15:00.000,2023-05-24 08:33:00,23,Regular departures
ba8937,british airways,active,2023-05-24t08:25:00.000,2023-05-24t08:25:00.000,2023-05-24 08:29:00,5,Regular departures
ei3281,aer lingus,active,2023-05-24t08:25:00.000,2023-05-24t08:25:00.000,2023-05-24 08:29:00,5,Regular departures
gr643,aurigny air services,active,2023-05-24t08:45:00.000,2023-05-24t08:45:00.000,2023-05-24 08:38:00,0,Regular departures
dl9423,delta air lines,active,2023-05-24t09:15:00.000,2023-05-24t09:15:00.000,2023-05-24 09:29:00,14,Regular departures
ey5843,etihad airways,active,2023-05-24t09:15:00.000,2023-05-24t09:15:00.000,2023-05-24 09:29:00,14,Regular departures
kq1050,kenya airways,active,2023-05-24t09:15:00.000,2023-05-24t09:15:00.000,2023-05-24 09:29:00,14,Regular departures
vs7044,virgin atlantic,active,2023-05-24t09:15:00.000,2023-05-24t09:15:00.000,2023-05-24 09:29:00,14,Regular departures
kl1050,klm,active,2023-05-24t09:15:00.000,2023-05-24t09:15:00.000,2023-05-24 09:29:00,14,Regular departures
u21724,easyjet,active,2023-05-24t09:20:00.000,2023-05-24t09:20:00.000,2023-05-24 09:22:00,2,Regular departures
fr507,ryanair,active,2023-05-24t09:55:00.000,2023-05-24t10:10:00.000,2023-05-24 10:02:00,8,Regular departures
u27192,easyjet,active,2023-05-24t10:10:00.000,2023-05-24t10:10:00.000,2023-05-24 10:13:00,3,Regular departures
u2225,easyjet,active,2023-05-24t10:25:00.000,2023-05-24t10:25:00.000,2023-05-24 10:19:00,0,Regular departures
ls1891,jet2,active,2023-05-24t10:30:00.000,2023-05-24t10:50:00.000,2023-05-24 10:54:00,24,Regular departures
u22727,easyjet,active,2023-05-24t10:30:00.000,2023-05-24t10:30:00.000,2023-05-24 10:46:00,16,Regular departures
u22931,easyjet,active,2023-05-24t10:35:00.000,2023-05-24t10:35:00.000,2023-05-24 10:49:00,15,Regular departures
u22765,easyjet,active,2023-05-24t10:45:00.000,2023-05-24t10:59:00.000,2023-05-24 11:06:00,22,Regular departures
u22927,easyjet,active,2023-05-24t10:50:00.000,2023-05-24t10:50:00.000,2023-05-24 10:59:00,10,Regular departures
fr8254,ryanair,active,2023-05-24t11:15:00.000,2023-05-24t11:30:00.000,2023-05-24 11:35:00,21,Regular departures
u2207,easyjet,active,2023-05-24t11:30:00.000,2023-05-24t11:44:00.000,2023-05-24 11:48:00,19,Regular departures
x3452,tuifly,active,2023-05-24t12:05:00.000,2023-05-24t12:30:00.000,2023-05-24 12:33:00,28,Regular departures
ls1869,jet2,active,2023-05-24t12:10:00.000,2023-05-24t12:20:00.000,2023-05-24 12:22:00,12,Regular departures
u22733,easyjet,active,2023-05-24t12:55:00.000,2023-05-24t13:29:00.000,2023-05-24 13:27:00,32,Regular departures
u22841,easyjet,active,2023-05-24t13:00:00.000,2023-05-24t13:00:00.000,2023-05-24 13:03:00,3,Regular departures
u22837,easyjet,active,2023-05-24t13:10:00.000,2023-05-24t13:10:00.000,2023-05-24 13:16:00,6,Regular departures
u22871,easyjet,active,2023-05-24t13:20:00.000,2023-05-24t13:20:00.000,2023-05-24 13:44:00,24,Regular departures
fr4755,ryanair,active,2023-05-24t13:25:00.000,2023-05-24t13:25:00.000,2023-05-24 14:08:00,43,Regular departures
fr8224,ryanair,active,2023-05-24t13:35:00.000,2023-05-24t13:50:00.000,2023-05-24 13:30:00,0,Regular departures
ls1843,jet2,active,2023-05-24t13:45:00.000,2023-05-24t14:15:00.000,2023-05-24 14:16:00,31,Regular departures
u22867,easyjet,active,2023-05-24t13:50:00.000,2023-05-24t13:50:00.000,2023-05-24 14:10:00,20,Regular departures
x3226,tuifly,active,2023-05-24t14:10:00.000,2023-05-24t13:25:00.000,2023-05-24 13:49:00,0,Regular departures
x36330,tuifly,active,2023-05-24t14:10:00.000,2023-05-24t14:20:00.000,2023-05-24 14:39:00,30,Regular departures
ls1827,jet2,active,2023-05-24t14:30:00.000,2023-05-24t14:30:00.000,2023-05-24 14:47:00,18,Regular departures
u2245,easyjet,active,2023-05-24t14:40:00.000,2023-05-24t14:40:00.000,2023-05-24 14:53:00,13,Regular departures
u22901,easyjet,active,2023-05-24t15:00:00.000,2023-05-24t15:00:00.000,2023-05-24 15:21:00,22,Regular departures
u22813,easyjet,active,2023-05-24t15:30:00.000,2023-05-24t15:40:00.000,2023-05-24 15:46:00,16,Regular departures
u22923,easyjet,active,2023-05-24t15:40:00.000,2023-05-24t15:50:00.000,2023-05-24 15:56:00,16,Regular departures
u2227,easyjet,active,2023-05-24t15:50:00.000,2023-05-24t15:50:00.000,2023-05-24 15:53:00,4,Regular departures
u22851,easyjet,active,2023-05-24t15:50:00.000,2023-05-24t15:50:00.000,2023-05-24 16:05:00,16,Regular departures
ei3843,aer lingus,active,2023-05-24t16:00:00.000,2023-05-24t16:00:00.000,2023-05-24 16:31:00,32,Regular departures
u2261,easyjet,active,2023-05-24t16:10:00.000,2023-05-24t16:10:00.000,2023-05-24 16:17:00,8,Regular departures
u24980,easyjet,active,2023-05-24t16:10:00.000,2023-05-24t16:23:00.000,2023-05-24 16:47:00,37,Regular departures
u27353,easyjet,active,2023-05-24t16:10:00.000,2023-05-24t16:10:00.000,2023-05-24 16:24:00,15,Regular departures
u22735,easyjet,active,2023-05-24t16:20:00.000,2023-05-24t16:20:00.000,2023-05-24 16:29:00,9,Regular departures
u22809,easyjet,active,2023-05-24t16:50:00.000,2023-05-24t16:50:00.000,2023-05-24 17:09:00,20,Regular departures
x36342,tuifly,active,2023-05-24t17:15:00.000,2023-05-24t17:15:00.000,2023-05-24 17:29:00,15,Regular departures
ey5802,etihad airways,active,2023-05-24t17:30:00.000,2023-05-24t17:30:00.000,2023-05-24 17:55:00,26,Regular departures
kq1054,kenya airways,active,2023-05-24t17:30:00.000,2023-05-24t17:30:00.000,2023-05-24 17:55:00,26,Regular departures
vs7046,virgin atlantic,active,2023-05-24t17:30:00.000,2023-05-24t17:30:00.000,2023-05-24 17:55:00,26,Regular departures
kl1054,klm,active,2023-05-24t17:30:00.000,2023-05-24t17:30:00.000,2023-05-24 17:55:00,26,Regular departures
u22803,easyjet,active,2023-05-24t17:30:00.000,2023-05-24t17:30:00.000,2023-05-24 18:03:00,33,Regular departures
fr8296,ryanair,active,2023-05-24t17:50:00.000,2023-05-24t18:30:00.000,2023-05-24 18:18:00,28,Regular departures
lh973,lufthansa,active,2023-05-24t17:50:00.000,2023-05-24t17:52:00.000,2023-05-24 18:30:00,41,Regular departures
fr4121,ryanair,active,2023-05-24t17:55:00.000,2023-05-24t18:10:00.000,2023-05-24 18:38:00,43,Regular departures
xc3334,corendon air,active,2023-05-24t18:00:00.000,2023-05-24t18:00:00.000,2023-05-24 18:28:00,28,Regular departures
u22885,easyjet,active,2023-05-24t18:10:00.000,2023-05-24t18:17:00.000,2023-05-24 18:33:00,23,Regular departures
u22881,easyjet,active,2023-05-24t18:20:00.000,2023-05-24t18:24:00.000,2023-05-24 18:50:00,30,Regular departures
fr4753,ryanair,active,2023-05-24t18:30:00.000,2023-05-24t18:50:00.000,2023-05-24 19:03:00,33,Regular departures
xq585,sunexpress,active,2023-05-24t18:30:00.000,2023-05-24t18:30:00.000,2023-05-24 18:53:00,23,Regular departures
u22705,easyjet,active,2023-05-24t18:35:00.000,2023-05-24t18:35:00.000,2023-05-24 18:56:00,22,Regular departures
ba8941,british airways,active,2023-05-24t19:00:00.000,2023-05-24t19:00:00.000,2023-05-24 19:25:00,26,Regular departures
ei3285,aer lingus,active,2023-05-24t19:00:00.000,2023-05-24t19:00:00.000,2023-05-24 19:25:00,26,Regular departures
u22873,easyjet,active,2023-05-24t19:05:00.000,2023-05-24t19:18:00.000,2023-05-24 19:22:00,18,Regular departures
fr155,ryanair,active,2023-05-24t19:10:00.000,2023-05-24t19:10:00.000,2023-05-24 19:35:00,26,Regular departures
u2209,easyjet,active,2023-05-24t19:45:00.000,2023-05-24t19:50:00.000,2023-05-24 19:55:00,10,Regular departures
u27004,easyjet,active,2023-05-24t19:45:00.000,2023-05-24t19:45:00.000,2023-05-24 19:58:00,14,Regular departures
fr3161,ryanair,active,2023-05-24t20:05:00.000,2023-05-24t20:05:00.000,2023-05-24 20:42:00,38,Regular departures
u2219,easyjet,active,2023-05-24t20:05:00.000,2023-05-24t20:15:00.000,2023-05-24 20:35:00,30,Regular departures
u27268,easyjet,active,2023-05-24t20:05:00.000,2023-05-24t20:15:00.000,2023-05-24 20:07:00,3,Regular departures
u2320,easyjet,active,2023-05-24t20:55:00.000,2023-05-24t20:55:00.000,2023-05-24 20:55:00,1,Regular departures
fr509,ryanair,active,2023-05-24t21:45:00.000,2023-05-24t21:45:00.000,2023-05-24 22:20:00,35,Regular departures
,capital air ambulance,active,2023-05-24t13:30:00.000,2023-05-24t13:40:00.000,2023-05-24 13:51:00,22,Regular departures
si495,blue islands,active,2023-05-24t18:00:00.000,2023-05-24t18:10:00.000,2023-05-24 18:24:00,24,Regular departures
u29725,easyjet,active,2023-05-24t16:30:00.000,2023-05-24t17:00:00.000,2023-05-24 17:02:00,32,Regular departures
fr505,ryanair,active,2023-05-25t05:55:00.000,2023-05-25t05:55:00.000,2023-05-25 06:00:00,5,Shoulder hour flights
fr4121,ryanair,active,2023-05-25t05:55:00.000,2023-05-25t05:55:00.000,2023-05-25 06:02:00,8,Shoulder hour flights
ls1819,jet2,active,2023-05-25t06:00:00.000,2023-05-25t06:00:00.000,2023-05-25 06:17:00,17,Shoulder hour flights
x36406,tuifly,active,2023-05-25t06:00:00.000,2023-05-25t06:05:00.000,2023-05-25 06:06:00,7,Shoulder hour flights
x36482,tuifly,active,2023-05-25t06:00:00.000,2023-05-25t06:07:00.000,2023-05-25 06:13:00,13,Shoulder hour flights
u22709,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:13:00.000,2023-05-25 06:22:00,23,Shoulder hour flights
u22715,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:00:00.000,2023-05-25 06:19:00,20,Shoulder hour flights
u22891,easyjet,active,2023-05-25t06:00:00.000,2023-05-25t06:12:00.000,2023-05-25 06:32:00,32,Shoulder hour flights
u22731,easyjet,active,2023-05-25t06:05:00.000,2023-05-25t06:05:00.000,2023-05-25 06:34:00,29,Shoulder hour flights
u22843,easyjet,active,2023-05-25t06:10:00.000,2023-05-25t06:11:00.000,2023-05-25 06:36:00,26,Shoulder hour flights
ls1877,jet2,active,2023-05-25t06:15:00.000,2023-05-25t06:15:00.000,2023-05-25 06:25:00,11,Shoulder hour flights
u22702,easyjet,active,2023-05-25t06:15:00.000,2023-05-25t06:15:00.000,2023-05-25 06:47:00,32,Shoulder hour flights
u22837,easyjet,active,2023-05-25t06:15:00.000,2023-05-25t06:27:00.000,2023-05-25 06:39:00,25,Shoulder hour flights
af5199,air france,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
az3737,alitalia,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
dl9422,delta air lines,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
ey7330,etihad airways,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
g35535,gol,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
kq1046,kenya airways,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
vs6854,virgin atlantic,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
kl1046,klm,active,2023-05-25t06:20:00.000,2023-05-25t06:33:00.000,2023-05-25 06:42:00,22,Shoulder hour flights
ls1821,jet2,active,2023-05-25t06:25:00.000,2023-05-25t06:35:00.000,2023-05-25 06:45:00,20,Shoulder hour flights
ls1897,jet2,active,2023-05-25t06:25:00.000,2023-05-25t06:35:00.000,2023-05-25 06:52:00,28,Shoulder hour flights
ls1879,jet2,active,2023-05-25t06:45:00.000,2023-05-25t06:45:00.000,2023-05-25 07:17:00,32,Regular departures
x36408,tuifly,active,2023-05-25t06:55:00.000,2023-05-25t06:55:00.000,2023-05-25 07:07:00,12,Regular departures
u2223,easyjet,active,2023-05-25t07:00:00.000,2023-05-25t07:00:00.000,2023-05-25 07:09:00,9,Regular departures
u22781,easyjet,active,2023-05-25t07:00:00.000,2023-05-25t07:00:00.000,2023-05-25 07:22:00,23,Regular departures
u22839,easyjet,active,2023-05-25t07:00:00.000,2023-05-25t07:00:00.000,2023-05-25 07:20:00,20,Regular departures
u2213,easyjet,active,2023-05-25t07:05:00.000,2023-05-25t06:58:00.000,2023-05-25 07:15:00,10,Regular departures
u22921,easyjet,active,2023-05-25t07:05:00.000,2023-05-25t07:05:00.000,2023-05-25 07:50:00,46,Regular departures
u2201,easyjet,active,2023-05-25t07:10:00.000,2023-05-25t07:10:00.000,2023-05-25 07:24:00,15,Regular departures
u22773,easyjet,active,2023-05-25t07:15:00.000,2023-05-25t07:15:00.000,2023-05-25 07:29:00,15,Regular departures
u22877,easyjet,active,2023-05-25t07:20:00.000,2023-05-25t07:49:00.000,2023-05-25 07:34:00,14,Regular departures
fr6026,ryanair,active,2023-05-25t07:30:00.000,2023-05-25t07:30:00.000,2023-05-25 07:56:00,27,Regular departures
ls1871,jet2,active,2023-05-25t07:30:00.000,2023-05-25t07:30:00.000,2023-05-25 07:47:00,18,Regular departures
x36418,tuifly,active,2023-05-25t07:30:00.000,2023-05-25t07:30:00.000,2023-05-25 07:43:00,13,Regular departures
u22933,easyjet,active,2023-05-25t07:35:00.000,2023-05-25t07:35:00.000,2023-05-25 07:53:00,19,Regular departures
x36436,tuifly,active,2023-05-25t07:45:00.000,2023-05-25t07:55:00.000,2023-05-25 08:03:00,18,Regular departures
fr2292,ryanair,active,2023-05-25t08:00:00.000,2023-05-25t08:10:00.000,2023-05-25 08:35:00,35,Regular departures
fr7949,ryanair,active,2023-05-25t08:05:00.000,2023-05-25t08:20:00.000,2023-05-25 08:23:00,19,Regular departures
ba8937,british airways,active,2023-05-25t08:25:00.000,2023-05-25t08:25:00.000,2023-05-25 08:29:00,4,Regular departures
ei3281,aer lingus,active,2023-05-25t08:25:00.000,2023-05-25t08:25:00.000,2023-05-25 08:29:00,4,Regular departures
fr4147,ryanair,active,2023-05-25t09:10:00.000,2023-05-25t09:20:00.000,2023-05-25 09:39:00,29,Regular departures
fr8202,ryanair,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:26:00,12,Regular departures
dl9423,delta air lines,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:57:00,42,Regular departures
ey5843,etihad airways,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:57:00,42,Regular departures
kq1050,kenya airways,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:57:00,42,Regular departures
vs7044,virgin atlantic,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:57:00,42,Regular departures
kl1050,klm,active,2023-05-25t09:15:00.000,2023-05-25t09:15:00.000,2023-05-25 09:57:00,42,Regular departures
u21724,easyjet,active,2023-05-25t09:20:00.000,2023-05-25t09:20:00.000,2023-05-25 09:28:00,9,Regular departures
u27192,easyjet,active,2023-05-25t09:40:00.000,2023-05-25t09:46:00.000,2023-05-25 10:01:00,22,Regular departures
fr8212,ryanair,active,2023-05-25t10:00:00.000,2023-05-25t10:00:00.000,2023-05-25 10:08:00,9,Regular departures
u27508,easyjet,active,2023-05-25t10:10:00.000,2023-05-25t10:10:00.000,2023-05-25 10:34:00,25,Regular departures
x3658,tuifly,active,2023-05-25t10:20:00.000,2023-05-25t10:20:00.000,2023-05-25 10:22:00,2,Regular departures
