flight_number,callsign,registration,aircraft_type,origin_airport,destination_airport,altitude,ground_speed,timestamp,category,airline
U22724,EZY12XP,G-UZHF,A20N,LEAL/ALC,EGGD/BRS,20900,358,2024-11-05 19:14:58 UTC,Day flight,EZY
,CLF776A,G-KVIP,BE20,LEMI/RMU,EGGD/BRS,2625,218,2024-11-05 19:14:57 UTC,Day flight,CLF
