flight_type,flight_number,flight_icao,airline_name,airline_iata,flight_status,flight_date,dep_airport,dep_iata,dep_icao,dep_terminal,dep_gate,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_airport,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_scheduled,arr_estimated,arr_actual,arr_delay,aircraft_registration,aircraft_iata,is_codeshare,codeshare_airline,codeshare_flight
Departure,LS1835,EXS1835,Jet2,LS,active,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T16:55:00+00:00,2025-09-21T16:55:00+00:00,2025-09-21T17:14:00+00:00,20,Ibiza,IBZ,LEIB,TIBZ,,07,2025-09-21T20:20:00+00:00,2025-09-21T20:31:00+00:00,,11,,,No,,
Departure,FR4440,RYR97KP,Ryanair,FR,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T05:45:00+00:00,2025-09-21T05:45:00+00:00,,15,Valencia,VLC,LEVC,1,,11,2025-09-21T09:05:00+00:00,,,,EI-ENW,B738,No,,
Departure,U22883,EZY75ZR,easyJet,U2,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T07:35:00+00:00,2025-09-21T07:35:00+00:00,,,Geneve-cointrin,GVA,LSGG,1,,4,2025-09-21T10:15:00+00:00,,,,G-UZHB,A20N,No,,
Departure,,ECA,Excellent Air,,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T07:15:00+00:00,2025-09-21T07:15:00+00:00,2025-09-21T07:57:00+00:00,43,Zurich,ZRH,LSZH,1,,,2025-09-21T09:59:00+00:00,2025-09-21T10:33:00+00:00,2025-09-21T10:28:00+00:00,29,,,No,,
Departure,FR4440,RYR4440,Ryanair,FR,landed,2025-09-21,Bristol,BRS,EGGD,,15,2025-09-21T05:45:00+00:00,2025-09-21T05:45:00+00:00,2025-09-21T05:51:00+00:00,7,Valencia,VLC,LEVC,1,15,11,2025-09-21T09:05:00+00:00,2025-09-21T09:08:00+00:00,2025-09-21T09:02:00+00:00,,,,No,,
Departure,U2203,EZY569W,easyJet,U2,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T07:45:00+00:00,2025-09-21T07:45:00+00:00,2025-09-21T07:55:00+00:00,10,Glasgow International,GLA,EGPF,M,,1,2025-09-21T09:00:00+00:00,2025-09-21T08:52:00+00:00,2025-09-21T08:55:00+00:00,,G-UZHJ,A20N,No,,
Departure,BA2111,BAW2111,British Airways,BA,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T08:35:00+00:00,2025-09-21T08:35:00+00:00,2025-09-21T08:31:00+00:00,,Cork,ORK,EICK,,6,1,2025-09-21T10:00:00+00:00,2025-09-21T09:42:00+00:00,2025-09-21T09:36:00+00:00,,,,Yes,aer lingus,ei3841
Departure,FR5516,RYR5516,Ryanair,FR,landed,2025-09-21,Bristol,BRS,EGGD,,17,2025-09-21T05:55:00+00:00,2025-09-21T05:55:00+00:00,2025-09-21T06:20:00+00:00,25,John Paul II Balice International,KRK,EPKK,1,17,,2025-09-21T09:25:00+00:00,2025-09-21T09:29:00+00:00,2025-09-21T09:25:00+00:00,,,,No,,
Departure,U22731,EZY2731,easyJet,U2,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T06:10:00+00:00,2025-09-21T06:10:00+00:00,2025-09-21T06:27:00+00:00,18,Sur Reina Sofia,TFS,GCTS,,,A5,2025-09-21T10:30:00+00:00,2025-09-21T10:26:00+00:00,2025-09-21T10:27:00+00:00,,,,No,,
Departure,LS1883,EXS1883,Jet2,LS,landed,2025-09-21,Bristol,BRS,EGGD,,,2025-09-21T06:30:00+00:00,2025-09-21T06:30:00+00:00,2025-09-21T06:43:00+00:00,14,Sur Reina Sofia,TFS,GCTS,,,A4,2025-09-21T10:45:00+00:00,2025-09-21T10:33:00+00:00,2025-09-21T10:34:00+00:00,,,,No,,
